case,method,tau,n,epochs,rep,n_train,n_val,data_seed,fit_seed,data_sha256,epochs_run,optimizer_updates,projection_1_epochs_run,projection_2_epochs_run,projection_1_seed,projection_2_seed,density_zero,last_epoch_train_loss,last_epoch_validation_loss,training_loss,theta_hat_1,theta_0_1,estimated_se_1,theta_error_1,root_n_train_error_1,T_1,ci_lower_1,ci_upper_1,covered_1,theta_hat_2,theta_0_2,estimated_se_2,theta_error_2,root_n_train_error_2,T_2,ci_lower_2,ci_upper_2,covered_2
3,DPLQR,0.5,500,200,11,400,100,50760915,51260915,22b6507fa8101718890ddd8e426616d653728ac3a53ec725c87a240c643a2ed5,200,800,200,200,51760915,51760916,1.0751227393773983,0.3276965469121933,0.7752044796943665,0.32463295168324097,0.8901036381721497,1.0,0.11341165235450862,-0.10989636182785034,-2.197927236557007,-0.9690041503348352,0.6678208841301355,1.1123863922141637,True,-0.7599530816078186,-1.0,0.1749974208565966,0.2400469183921814,4.800938367843628,1.3717168928386108,-1.1029417238741464,-0.41696443934149074,True
3,DPLQR,0.5,500,200,12,400,100,50760916,51260916,5306340881a59e856eb800d53125d513bcffc6a7aec479099bc2abc2aeca4289,200,800,200,200,51760916,51760917,1.0890690910952199,0.2666417360305786,0.7144334316253662,0.27871434635056913,0.8670622706413269,1.0,0.18007327654854943,-0.1329377293586731,-2.658754587173462,-0.7382424083499799,0.5141251340280488,1.219999407254605,True,-0.5919128060340881,-1.0,0.17190735920336997,0.40808719396591187,8.161743879318237,2.3738785579454817,-0.9288450387500835,-0.2549805733180928,False
3,DPLQR,0.5,500,200,13,400,100,50760917,51260917,941a5bcfb949cc48da8c5716148e5b19ba0caf12c56bfabb46528f8e9cd2a639,200,800,200,200,51760917,51760918,1.226922071166912,0.3462132513523102,0.7163093686103821,0.3489273079554184,0.5650147199630737,1.0,0.1560040404726447,-0.43498528003692627,-8.699705600738525,-2.7882949615859527,0.25925241919396114,0.8707770207321863,False,-0.7946223616600037,-1.0,0.12173017715224776,0.20537763833999634,4.107552766799927,1.6871546821387666,-1.0332091247100899,-0.5560355986099175,True
3,DPLQR,0.5,500,200,14,400,100,50760918,51260918,3836b881414d7651c029c3e6b3f5459e13cd288dbe974a10bab43d45907c03c9,200,800,200,200,51760918,51760919,1.040663948547712,0.3457532748579979,0.7181157469749451,0.34891150071635285,0.6571577191352844,1.0,0.24548406746428816,-0.3428422808647156,-6.8568456172943115,-1.3965968724817166,0.17601778812687874,1.13829765014369,True,-0.902337372303009,-1.0,0.18353489779568508,0.09766262769699097,1.9532525539398193,0.5321202064018967,-1.2620591618887915,-0.5426155827172265,True
3,DPLQR,0.5,500,200,15,400,100,50760919,51260919,5ad80f8887cde7f3b4198ba08c89f6b396f526062c5e7bc771d266eea837cded,200,800,200,200,51760919,51760920,0.9096870844518445,0.44045183807611465,0.6430520415306091,0.44011357150530084,1.0305954217910767,1.0,0.18969834522113838,0.03059542179107666,0.6119084358215332,0.16128460032379538,0.6587934972307996,1.4023973463513537,True,-0.6800075769424438,-1.0,0.19243948731707808,0.31999242305755615,6.399848461151123,1.6628210120426692,-1.0571820412872694,-0.3028331125976183,True
3,DPLQR,0.5,500,200,16,400,100,50760920,51260920,afdbae6a221ff658959261123855ad2d5d17b1e20aa51367f509c2e1fbb6dfed,200,800,200,200,51760920,51760921,0.7409238395460943,0.38950447738170624,0.6673914194107056,0.41384502118722993,0.7834898829460144,1.0,0.2525284454161298,-0.2165101170539856,-4.330202341079712,-0.8573692230877544,0.28854322485851114,1.2784365410335177,True,-0.6576181650161743,-1.0,0.25254676715919,0.3423818349838257,6.847636699676514,1.3557165622635319,-1.1526007330602095,-0.16263559697213903,True
3,DPLQR,0.5,500,200,17,400,100,50760921,51260921,3267aea22e794544fd05ab6da634d384959c9d2406c4714b1b2a3293a76386e1,200,800,200,200,51760921,51760922,1.0155599872025711,0.42609379440546036,0.5678853988647461,0.39871797781240587,0.6961046457290649,1.0,0.24890665335511117,-0.30389535427093506,-6.077907085418701,-1.2209209764970501,0.20825656964065126,1.1839527218174786,True,-0.9034563899040222,-1.0,0.19349080438939825,0.09654361009597778,1.9308722019195557,0.4989570972152494,-1.2826913978469274,-0.524221381961117,True
3,DPLQR,0.5,500,200,18,400,100,50760922,51260922,17906c62fe04baf17b6bcbc78e84d451a85b3c9c4e821355f0baea8597613acd,200,800,200,200,51760922,51760923,0.9331875124160909,0.369155440479517,0.6194984912872314,0.401956208268884,0.9936079978942871,1.0,0.16198319129728367,-0.006392002105712891,-0.1278400421142578,-0.03946089748276295,0.6761267768507492,1.3110892189378252,True,-0.7219648957252502,-1.0,0.22048981059718978,0.27803510427474976,5.560702085494995,1.260988448952359,-1.1541169834538,-0.28981280799670034,True
3,DPLQR,0.5,500,200,19,400,100,50760923,51260923,e8a950b6446040c8dea1b96f44b99dd873301bf985d31795cc9c9eaf66118e2b,200,800,200,200,51760923,51760924,1.037771089547379,0.2779480032622814,0.798744261264801,0.3052935841232584,0.6534720063209534,1.0,0.18594144712464689,-0.34652799367904663,-6.930559873580933,-1.8636404042114918,0.2890334667233867,1.01791054591852,True,-0.3567276895046234,-1.0,0.1340413863104787,0.6432723104953766,12.865446209907532,4.799057426975363,-0.6194439791109819,-0.0940113998982649,False
3,DPLQR,0.5,500,200,20,400,100,50760924,51260924,7182367abc879414591563ca3db96364533ee54ea069680d7f711658b291f995,200,800,200,200,51760924,51760925,0.8612892915515193,0.3533429354429245,0.6296486258506775,0.35800599311878434,0.7790745496749878,1.0,0.2243293810614756,-0.2209254503250122,-4.418509006500244,-0.984826192983029,0.33939704212033395,1.2187520572296417,True,-0.6672267317771912,-1.0,0.23082280823523024,0.33277326822280884,6.655465364456177,1.4416827815545916,-1.119631122728638,-0.21482234082574447,True
3,DPLQR,0.5,500,500,1,400,100,50760905,51260905,07186b455866b49073d60cc9802ff5f48c8881aeb8da4aebf4cb26e3a7a6f9dd,500,2000,500,500,51760905,51760906,0.6794586471908489,0.2190011404454708,0.8305241465568542,0.3178333558983401,0.6790894269943237,1.0,0.27862449281503754,-0.32091057300567627,-6.418211460113525,-1.1517672756024,0.13299545586611106,1.2251833981225364,True,-0.6407412886619568,-1.0,0.3500574703461673,0.3592587113380432,7.185174226760864,1.0262849439629924,-1.3268413230596425,0.04535874573572907,True
3,DPLQR,0.5,500,500,2,400,100,50760906,51260906,0b662ac19523ed2889b3077c71c9d322b6c1ac2d4368d58f7509486b9ef32843,500,2000,500,500,51760906,51760907,0.8273943899774896,0.20861108228564262,0.905967652797699,0.2782080738263981,0.6995807886123657,1.0,0.3022343632618434,-0.3004192113876343,-6.0083842277526855,-0.9939942240365417,0.10721232172875705,1.2919492554959744,True,-0.737991452217102,-1.0,0.28030195978400774,0.26200854778289795,5.240170955657959,0.9347367673946835,-1.2873731981897518,-0.18860970624445228,True
3,DPLQR,0.5,500,500,3,400,100,50760907,51260907,272be430285a9081050cf3428e716df06250ce566272b36a49c7319ae16c5c00,500,2000,500,500,51760907,51760908,1.325264426826845,0.20822913572192192,0.8403828144073486,0.2173448582525252,0.4086968004703522,1.0,0.1345994558593324,-0.5913031995296478,-11.826063990592957,-4.393057874970972,0.14488671464737196,0.6725068862933323,False,-0.5801236629486084,-1.0,0.26575338618589855,0.4198763370513916,8.397526741027832,1.5799472702021629,-1.1009907286425338,-0.05925659725468291,True
3,DPLQR,0.5,500,500,4,400,100,50760908,51260908,df31a25deed2ec21948f961dc569df7e2a4d86f11608629c6d72817da887528d,500,2000,500,500,51760908,51760909,1.3754452789890568,0.2079142928123474,0.8322206139564514,0.2144602710530237,0.9123201966285706,1.0,0.14832467562664883,-0.08767980337142944,-1.7535960674285889,-0.5911343004863879,0.6216091743817529,1.2030312188753882,True,-0.6858800649642944,-1.0,0.3885727475620464,0.31411993503570557,6.282398700714111,0.80839414757348,-1.4474686555596796,0.07570852563109065,True
3,DPLQR,0.5,500,500,5,400,100,50760909,51260909,f5f113ffe37c6a66f157d5902d6d3eb886b0eceec7e63fa250f609c9bfca685b,500,2000,500,500,51760909,51760910,0.9347902857119036,0.22826708853244781,0.8477943539619446,0.2913280371396974,0.8913462162017822,1.0,0.26726500668865666,-0.10865378379821777,-2.1730756759643555,-0.4065395060296507,0.3675164287641586,1.4151760036394059,True,-0.6853400468826294,-1.0,0.34595549695994127,0.3146599531173706,6.293199062347412,0.9095388160686043,-1.3634003611777703,-0.0072797325874883745,True
3,DPLQR,0.5,500,500,6,400,100,50760910,51260910,956bf85b0f4610432ed7b33baa1747cd99ee08fe115f51a17472a33191cf9f1b,500,2000,500,500,51760910,51760911,1.3237632353541862,0.1604662984609604,0.7932487726211548,0.19751547943997771,0.957028865814209,1.0,0.13376894864245947,-0.042971134185791016,-0.8594226837158203,-0.3212339980382532,0.6948465442252003,1.2192111874032177,True,-0.5160126090049744,-1.0,0.26487212923260234,0.48398739099502563,9.679747819900513,1.8272492179424555,-1.0351524428093137,0.0031272247993650026,True
3,DPLQR,0.5,500,500,7,400,100,50760911,51260911,9ecfa137ee26905330209ee5b860e4059da89bc34c22ebabd81abb9a738e5206,500,2000,500,500,51760911,51760912,0.851608244257589,0.19911668822169304,0.8354083299636841,0.2789454629196603,0.6922509670257568,1.0,0.19605179541910073,-0.30774903297424316,-6.154980659484863,-1.5697333060192935,0.30799650889990465,1.076505425151609,True,-0.9717682600021362,-1.0,0.646198982151562,0.02823173999786377,0.5646347999572754,0.04368892675111362,-2.238294991865639,0.2947584718613665,True
3,DPLQR,0.5,500,500,8,400,100,50760912,51260912,4e7013110c848a4e791c36483904d62cd0b05a46f5187d6837c5c0e9ef13024c,500,2000,500,500,51760912,51760913,1.1449357802102638,0.17713717743754387,0.7392053008079529,0.22381056980266378,0.3865297734737396,1.0,0.19567773505566866,-0.6134702265262604,-12.269404530525208,-3.1351049027204514,0.0030084601882582884,0.770051086759221,False,-0.9725165963172913,-1.0,0.289383890379471,0.02748340368270874,0.5496680736541748,0.09497212732425973,-1.5396985991671415,-0.40533459346744105,True
3,DPLQR,0.5,500,500,9,400,100,50760913,51260913,bfa707ba756b604bb7403a854c2e49eb7947700c48d8a71acfb7344535a0fcf1,500,2000,500,500,51760913,51760914,0.967214496839714,0.19758863747119904,0.8075692653656006,0.2534666115011454,0.931620180606842,1.0,0.23139190445911367,-0.06837981939315796,-1.3675963878631592,-0.2955151760948512,0.4781003815528461,1.385139979660838,True,-1.1583127975463867,-1.0,0.5078325570355646,-0.15831279754638672,-3.1662559509277344,-0.3117421192341942,-2.1536463195129762,-0.1629792755797972,True
3,DPLQR,0.5,500,500,10,400,100,50760914,51260914,daf4bda9b630ee6234bbcc97d3680cd6d153ff2f3c72a437ea0fee22d323a3a0,500,2000,500,500,51760914,51760915,0.7339637708976958,0.267959401011467,0.835935652256012,0.30312742993306707,0.6938630938529968,1.0,0.3048655429058252,-0.3061369061470032,-6.1227381229400635,-1.0041702424913619,0.09633760963032889,1.2913885780756647,True,-0.9895067811012268,-1.0,0.6251131744289413,0.010493218898773193,0.20986437797546387,0.0167861106244626,-2.2147060892434567,0.23569252704100285,True
3,DPLQR,0.5,500,500,11,400,100,50760915,51260915,22b6507fa8101718890ddd8e426616d653728ac3a53ec725c87a240c643a2ed5,500,2000,500,500,51760915,51760916,0.6191418892319234,0.20056843757629395,0.8061912655830383,0.3166431181134154,0.8653525710105896,1.0,0.1935742889920831,-0.1346474289894104,-2.692948579788208,-0.6955852953948718,0.48595393625315847,1.2447512057680208,True,-0.745570957660675,-1.0,0.6710479064734077,0.25442904233932495,5.088580846786499,0.379151830867693,-2.0608006862495567,0.5696587709282066,True
3,DPLQR,0.5,500,500,12,400,100,50760916,51260916,5306340881a59e856eb800d53125d513bcffc6a7aec479099bc2abc2aeca4289,500,2000,500,500,51760916,51760917,0.9665151209722042,0.18954674527049065,0.7913223505020142,0.22945744367477483,1.0782607793807983,1.0,0.21258632903813246,0.07826077938079834,1.5652155876159668,0.3681364635952691,0.6615992308604772,1.4949223279011195,True,-0.7877689599990845,-1.0,0.42408698021646946,0.21223104000091553,4.2446208000183105,0.500442243929736,-1.6189641675357151,0.04342624753754609,True
3,DPLQR,0.5,500,500,13,400,100,50760917,51260917,941a5bcfb949cc48da8c5716148e5b19ba0caf12c56bfabb46528f8e9cd2a639,500,2000,500,500,51760917,51760918,1.088718579759874,0.2142667956650257,0.8686007857322693,0.2447433051688622,0.5625371336936951,1.0,0.1600679978818644,-0.43746286630630493,-8.749257326126099,-2.7329814334853326,0.24880962276780716,0.876264644619583,False,-0.8098512887954712,-1.0,0.3797613727516553,0.1901487112045288,3.802974224090576,0.5007057716975245,-1.5541699021082063,-0.06553267548273622,True
3,DPLQR,0.5,500,500,14,400,100,50760918,51260918,3836b881414d7651c029c3e6b3f5459e13cd288dbe974a10bab43d45907c03c9,500,2000,500,500,51760918,51760919,1.181509971558811,0.2014709636569023,0.761338472366333,0.26221715324849626,0.8368584513664246,1.0,0.42495383557038896,-0.16314154863357544,-3.262830972671509,-0.38390416788355547,0.00396423855630601,1.669752664176543,True,-1.0234978199005127,-1.0,0.40297525759999075,-0.023497819900512695,-0.4699563980102539,-0.058310825434939144,-1.8133148114572453,-0.23368082834378012,True
3,DPLQR,0.5,500,500,15,400,100,50760919,51260919,5ad80f8887cde7f3b4198ba08c89f6b396f526062c5e7bc771d266eea837cded,500,2000,500,500,51760919,51760920,0.9502948221231323,0.2749909907579422,0.7064371705055237,0.318154176978086,1.0962390899658203,1.0,0.18590056402066638,0.09623908996582031,1.9247817993164062,0.5176912209643512,0.7318806797796316,1.460597500152009,True,-0.756321907043457,-1.0,0.30378292591633266,0.24367809295654297,4.873561859130859,0.802145453769368,-1.3517255009576683,-0.16091831312924565,True
3,DPLQR,0.5,500,500,16,400,100,50760920,51260920,afdbae6a221ff658959261123855ad2d5d17b1e20aa51367f509c2e1fbb6dfed,500,2000,500,500,51760920,51760921,1.152516450052455,0.23960069753229618,0.772325336933136,0.31796625746884105,0.6964972019195557,1.0,0.12046270750694811,-0.30350279808044434,-6.070055961608887,-2.5194751501242716,0.46039463372575457,0.9325997701133568,False,-0.4958934187889099,-1.0,0.4224249653807928,0.5041065812110901,10.082131624221802,1.1933636089824042,-1.3238311371058429,0.33204429952802317,True
3,DPLQR,0.5,500,500,17,400,100,50760921,51260921,3267aea22e794544fd05ab6da634d384959c9d2406c4714b1b2a3293a76386e1,500,2000,500,500,51760921,51760922,0.5678544031840763,0.23450005427002907,0.6479931473731995,0.3743379007656876,0.7411152124404907,1.0,0.5101178060517211,-0.2588847875595093,-5.1776957511901855,-0.5075000019373188,-0.25869731529347106,1.7409277401744525,True,-0.815687358379364,-1.0,0.9129860334961728,0.184312641620636,3.6862528324127197,0.20187892788987402,-2.605107102419942,0.9737323856612141,True
3,DPLQR,0.5,500,500,18,400,100,50760922,51260922,17906c62fe04baf17b6bcbc78e84d451a85b3c9c4e821355f0baea8597613acd,500,2000,500,500,51760922,51760923,0.7696197161190513,0.2427348494529724,0.6950522661209106,0.3726897957851446,1.0888551473617554,1.0,0.3746114818326839,0.08885514736175537,1.7771029472351074,0.2371928028662014,0.3546301347745142,1.8230801599489965,True,-0.8625380992889404,-1.0,0.7128266495670019,0.13746190071105957,2.7492380142211914,0.19284057462576515,-2.2596526596606186,0.5345764610827375,True
3,DPLQR,0.5,500,500,19,400,100,50760923,51260923,e8a950b6446040c8dea1b96f44b99dd873301bf985d31795cc9c9eaf66118e2b,500,2000,500,500,51760923,51760924,1.5776612831346288,0.14840885438024998,0.8090622425079346,0.20231746887963728,0.8356056809425354,1.0,0.15868964539503996,-0.1643943190574646,-3.287886381149292,-1.0359486193835994,0.5245796912488246,1.1466316706362463,True,-0.5545488595962524,-1.0,0.17097083058642565,0.44545114040374756,8.909022808074951,2.6054218656823585,-0.8896455299525459,-0.21945218923995907,False
3,DPLQR,0.5,500,500,20,400,100,50760924,51260924,7182367abc879414591563ca3db96364533ee54ea069680d7f711658b291f995,500,2000,500,500,51760924,51760925,0.9164897758825373,0.24827393516898155,0.7159496545791626,0.27366632362299137,0.8815715312957764,1.0,0.24364768526323163,-0.11842846870422363,-2.3685693740844727,-0.4860644113087966,0.40403084326329186,1.359112219328261,True,-0.932578444480896,-1.0,0.4647507607067754,0.067421555519104,1.34843111038208,0.1450703500013036,-1.8434731972537688,-0.02168369170802331,True
3,DPLQR,0.5,500,1000,1,400,100,50760905,51260905,07186b455866b49073d60cc9802ff5f48c8881aeb8da4aebf4cb26e3a7a6f9dd,1000,4000,1000,1000,51760905,51760906,0.5613972142375283,0.15586042404174805,0.8650866150856018,0.3401551419417737,0.7876367568969727,1.0,0.3139091745379897,-0.21236324310302734,-4.247264862060547,-0.6765117439322464,0.17238608038581504,1.4028874334081303,True,-0.7649914622306824,-1.0,0.4651999682324389,0.23500853776931763,4.7001707553863525,0.505177458765205,-1.67676664557544,0.14678372111407523,True
3,DPLQR,0.5,500,1000,2,400,100,50760906,51260906,0b662ac19523ed2889b3077c71c9d322b6c1ac2d4368d58f7509486b9ef32843,1000,4000,1000,1000,51760906,51760907,0.4871297979173626,0.11762208119034767,0.9669504761695862,0.35402559807025624,0.7780900001525879,1.0,0.602289721425104,-0.2219099998474121,-4.438199996948242,-0.3684439430949298,-0.40237616209927807,1.9585561624044538,True,-0.6936998963356018,-1.0,0.544279931947554,0.3063001036643982,6.126002073287964,0.5627620745971447,-1.760468960460719,0.3730691677895155,True
3,DPLQR,0.5,500,1000,3,400,100,50760907,51260907,272be430285a9081050cf3428e716df06250ce566272b36a49c7319ae16c5c00,1000,4000,1000,1000,51760907,51760908,0.8798506717347501,0.1688332874327898,0.8898560404777527,0.22928128433212766,0.3802078068256378,1.0,0.20270741610259901,-0.6197921931743622,-12.395843863487244,-3.0575703893372035,-0.01709142813463088,0.7775070417859065,False,-0.6975046396255493,-1.0,0.4743222119303229,0.3024953603744507,6.049907207489014,0.6377423463754776,-1.627159092076357,0.23214981282525837,True
3,DPLQR,0.5,500,1000,4,400,100,50760908,51260908,df31a25deed2ec21948f961dc569df7e2a4d86f11608629c6d72817da887528d,1000,4000,1000,1000,51760908,51760909,0.8792150839464125,0.14397278428077698,0.9159595966339111,0.24346011432104617,1.0441266298294067,1.0,0.232029281806735,0.04412662982940674,0.8825325965881348,0.1901769875155727,0.5893575941295114,1.498895665529302,True,-0.7071885466575623,-1.0,0.40767194853981603,0.29281145334243774,5.856229066848755,0.7182526401220852,-1.506210883302868,0.0918337899877435,True
3,DPLQR,0.5,500,1000,5,400,100,50760909,51260909,f5f113ffe37c6a66f157d5902d6d3eb886b0eceec7e63fa250f609c9bfca685b,1000,4000,1000,1000,51760909,51760910,0.6205375731547946,0.14365925267338753,0.9470141530036926,0.33763203989516577,0.9683924317359924,1.0,0.402813382103537,-0.03160756826400757,-0.6321513652801514,-0.0784670263409554,0.1788927103222887,1.757892153149696,True,-0.7658824920654297,-1.0,1.1618733787446487,0.2341175079345703,4.682350158691406,0.20150001903608775,-3.0431124690008065,1.511347484869947,True
3,DPLQR,0.5,500,1000,6,400,100,50760910,51260910,956bf85b0f4610432ed7b33baa1747cd99ee08fe115f51a17472a33191cf9f1b,1000,4000,1000,1000,51760910,51760911,1.0980819582372623,0.11031148210167885,0.7550621628761292,0.19129188423885943,0.9768012762069702,1.0,0.16088514774376456,-0.023198723793029785,-0.4639744758605957,-0.14419431574863256,0.6614721809817862,1.2921303714321541,True,-0.5314666032791138,-1.0,0.3546529247444607,0.46853339672088623,9.370667934417725,1.3211039978268337,-1.226573562790051,0.16364035623182338,True
3,DPLQR,0.5,500,1000,7,400,100,50760911,51260911,9ecfa137ee26905330209ee5b860e4059da89bc34c22ebabd81abb9a738e5206,1000,4000,1000,1000,51760911,51760912,0.6061463692714776,0.15885592997074127,0.8529251217842102,0.2948087927753748,0.7009355425834656,1.0,0.2611985356158237,-0.2990644574165344,-5.9812891483306885,-1.144969885498917,0.18899581996184855,1.2128752652050827,True,-1.0625864267349243,-1.0,0.8578248752428073,-0.06258642673492432,-1.2517285346984863,-0.07295944491841558,-2.7438922872533915,0.6187194337835429,True
3,DPLQR,0.5,500,1000,8,400,100,50760912,51260912,4e7013110c848a4e791c36483904d62cd0b05a46f5187d6837c5c0e9ef13024c,1000,4000,1000,1000,51760912,51760913,1.296260720674481,0.1214380282908678,0.7941380143165588,0.19052388630361947,0.4576587677001953,1.0,0.172748398707546,-0.5423412322998047,-10.846824645996094,-3.1394863070074535,0.11907812784643956,0.7962394075539511,False,-1.1103655099868774,-1.0,0.38570722458563383,-0.11036550998687744,-2.207310199737549,-0.2861380418928978,-1.866337778751622,-0.354393241222133,True
3,DPLQR,0.5,500,1000,9,400,100,50760913,51260913,bfa707ba756b604bb7403a854c2e49eb7947700c48d8a71acfb7344535a0fcf1,1000,4000,1000,1000,51760913,51760914,0.7104272633229071,0.1331203319132328,0.8598092794418335,0.3164105975093285,1.0730197429656982,1.0,0.1937474274428463,0.07301974296569824,1.4603948593139648,0.3768810968457292,0.6932817630804322,1.4527577228509643,True,-1.05660080909729,-1.0,0.5078039840115914,-0.05660080909729004,-1.1320161819458008,-0.11146192404823282,-2.051878328965963,-0.061323289228617406,True
