design,sigma,scale,error_law,n_total,epoch,coef,Q,mean_theta,bias_vs_theta0,rmse_vs_theta0,mean_train_check,mean_val_check,mean_hetero_ratio,theta_tau,bias_vs_theta_tau,rmse_vs_theta_tau
case6_c20_t3,paper_case6,20.0,t3,400,60,1,5,-0.2253187119960785,-1.2253187119960784,1.2858607652515945,19.811807632446286,22.532754516601564,4.521807328674588,1.0,-1.2253187119960784,1.2858607652515945
case6_c20_t3,paper_case6,20.0,t3,400,60,2,5,0.05427446067333221,1.0542744606733323,1.1448881421194117,19.811807632446286,22.532754516601564,4.521807328674588,-1.0,1.0542744606733323,1.1448881421194117
case6_c20_t3,paper_case6,20.0,t3,400,80,1,5,-0.14297538697719575,-1.1429753869771957,1.221279638761101,18.783577804565432,23.20110092163086,4.521807328674588,1.0,-1.1429753869771957,1.221279638761101
case6_c20_t3,paper_case6,20.0,t3,400,80,2,5,0.06084321439266205,1.060843214392662,1.1553016139841794,18.783577804565432,23.20110092163086,4.521807328674588,-1.0,1.060843214392662,1.1553016139841794
case6_c20_t3,paper_case6,20.0,t3,400,100,1,5,-0.06537124067544937,-1.0653712406754494,1.168691937921908,17.932222633361814,23.579339599609376,4.521807328674588,1.0,-1.0653712406754494,1.168691937921908
case6_c20_t3,paper_case6,20.0,t3,400,100,2,5,0.07880410999059677,1.0788041099905967,1.1795365342292419,17.932222633361814,23.579339599609376,4.521807328674588,-1.0,1.0788041099905967,1.1795365342292419
case6_c20_t3,paper_case6,20.0,t3,400,150,1,5,0.08323878869414329,-0.9167612113058567,1.1201339450791763,15.671847152709958,24.801115417480467,4.521807328674588,1.0,-0.9167612113058567,1.1201339450791763
case6_c20_t3,paper_case6,20.0,t3,400,150,2,5,0.13773476853966712,1.137734768539667,1.239744134107026,15.671847152709958,24.801115417480467,4.521807328674588,-1.0,1.137734768539667,1.239744134107026
case6_c20_t3,paper_case6,20.0,t3,400,200,1,5,0.12687232792377473,-0.8731276720762253,1.191918996908288,14.161690406799318,25.984145736694337,4.521807328674588,1.0,-0.8731276720762253,1.191918996908288
case6_c20_t3,paper_case6,20.0,t3,400,200,2,5,0.17574999034404754,1.1757499903440476,1.2849121409270061,14.161690406799318,25.984145736694337,4.521807328674588,-1.0,1.1757499903440476,1.2849121409270061
