n_total,n_fit,epoch_200,epoch_500,epoch_1000,epoch_2000
1000,800,0.8571428571428571,0.8857142857142857,0.8571428571428571,0.8142857142857143
2000,1600,0.8428571428571429,0.8285714285714286,0.7571428571428571,0.7857142857142857
