design,sigma,scale,error_law,n_total,epoch,coef,Q,mean_theta,bias_vs_theta0,rmse_vs_theta0,mean_train_check,mean_val_check,mean_hetero_ratio,theta_tau,bias_vs_theta_tau,rmse_vs_theta_tau
case6_x1only_c20,case6_x1_only,20.0,t3,400,10,1,20,-0.006089047063142061,-1.006089047063142,1.0775960185604876,18.65676362037659,18.840075731277466,5.225601137985528,,,
case6_x1only_c20,case6_x1_only,20.0,t3,400,10,2,20,0.02347168643027544,1.0234716864302755,1.1226828749824573,18.65676362037659,18.840075731277466,5.225601137985528,,,
case6_x1only_c20,case6_x1_only,20.0,t3,400,20,1,20,0.009613449452444911,-0.9903865505475551,1.0662351120401525,18.2780628490448,18.949741220474245,5.225601137985528,,,
case6_x1only_c20,case6_x1_only,20.0,t3,400,20,2,20,0.02386989491060376,1.0238698949106038,1.1320464940033097,18.2780628490448,18.949741220474245,5.225601137985528,,,
case6_x1only_c20,case6_x1_only,20.0,t3,400,40,1,20,0.005797415412962437,-0.9942025845870376,1.0825724994706576,17.34828971862793,19.237352228164674,5.225601137985528,,,
case6_x1only_c20,case6_x1_only,20.0,t3,400,40,2,20,-0.01056005097925663,0.9894399490207434,1.1099840148829745,17.34828971862793,19.237352228164674,5.225601137985528,,,
case6_x1only_c20,case6_x1_only,20.0,t3,400,60,1,20,0.013368681725114583,-0.9866313182748854,1.094274340041027,16.32592435836792,19.669374990463258,5.225601137985528,,,
case6_x1only_c20,case6_x1_only,20.0,t3,400,60,2,20,-0.04257079883245751,0.9574292011675425,1.0914621458641953,16.32592435836792,19.669374990463258,5.225601137985528,,,
case6_x1only_c20,case6_x1_only,20.0,t3,400,80,1,20,0.021954463608562947,-0.9780455363914371,1.1081348473163015,15.339403429031373,20.11131372451782,5.225601137985528,,,
case6_x1only_c20,case6_x1_only,20.0,t3,400,80,2,20,-0.07067285999655723,0.9293271400034427,1.071563657336321,15.339403429031373,20.11131372451782,5.225601137985528,,,
case6_x1only_c20,case6_x1_only,20.0,t3,400,100,1,20,0.028810123819857834,-0.9711898761801422,1.1260242610861209,14.45417115211487,20.445974922180177,5.225601137985528,,,
case6_x1only_c20,case6_x1_only,20.0,t3,400,100,2,20,-0.09719616333022714,0.9028038366697728,1.0520816902517591,14.45417115211487,20.445974922180177,5.225601137985528,,,
case6_x1only_c20,case6_x1_only,20.0,t3,400,150,1,20,0.02782014086842537,-0.9721798591315747,1.179291499283127,12.627799601554871,21.422498512268067,5.225601137985528,,,
case6_x1only_c20,case6_x1_only,20.0,t3,400,150,2,20,-0.16665578931570052,0.8333442106842994,1.002893369009112,12.627799601554871,21.422498512268067,5.225601137985528,,,
case6_x1only_c20,case6_x1_only,20.0,t3,400,200,1,20,0.029319748282432556,-0.9706802517175674,1.221006403896744,11.207421712875366,22.443715000152586,5.225601137985528,,,
case6_x1only_c20,case6_x1_only,20.0,t3,400,200,2,20,-0.19473012648522853,0.8052698735147714,0.9869242917201742,11.207421712875366,22.443715000152586,5.225601137985528,,,
