design,n_total,coef,epoch_first,epoch_last,abs_bias_first,abs_bias_last,abs_bias_delta,rmse_first,rmse_last,mean_hetero_ratio
case6_full_c20,400,1,10,200,1.0482350886333733,0.9327610060572624,-0.11547408257611091,1.134516271966984,1.2414420373488944,4.593951202124587
case6_full_c20,400,2,10,200,0.9252980394288898,0.6330275091342628,-0.292270530294627,1.0375220621309655,0.8944063559500736,4.593951202124587
case6_nox1_c20,400,1,10,200,1.018973870156333,0.9393539760261774,-0.07961989413015547,1.097954373051696,1.2665770447095765,4.311037218326054
case6_nox1_c20,400,2,10,200,0.8662153967656195,0.6001567939296365,-0.26605860283598304,0.9249238523003172,0.7417187587755584,4.311037218326054
case6_x1only_c20,400,1,10,200,1.006089047063142,0.9706802517175674,-0.03540879534557462,1.0775960185604876,1.221006403896744,5.225601137985528
case6_x1only_c20,400,2,10,200,1.0234716864302755,0.8052698735147714,-0.2182018129155041,1.1226828749824573,0.9869242917201742,5.225601137985528
