case,case_name,replicate,n,n_train,n_validation,n_test,n_eval,tau,epoch,data_seed,init_seed,training_seed,test_seed,eval_seed,theta_error_l2,m_l2_error,q_l2_error,linear_error_mse,nonlinear_error_mse,cross_error_moment,cancellation_fraction,q_mse,decomposition_residual,max_float32_prediction_gap,optimizer_steps,learning_rate,model_instance,fit_calls,theta_hat_1,theta_true_1,theta_error_1,abs_theta_error_1,theta_hat_2,theta_true_2,theta_error_2,abs_theta_error_2,train_check_loss,validation_check_loss,test_check_loss,stopping_validation_check_loss,state_sha256
1,linear,9,1000,800,200,10000,10000,0.5,1,31260913,31760913,1031760913,2031260913,3031260913,0.9470741717016832,4.299897019413648,4.322777697348282,0.15750308713342565,18.489114377562377,0.01989477799795541,-0.002133875276373615,18.686407020691714,3.552713678800501e-15,1.0553309315319837e-07,7,0.005,1,1,0.16206635534763336,1.0,-0.8379336446523666,0.8379336446523666,-0.5586195588111877,-1.0,0.44138044118881226,0.44138044118881226,2.122672984181807,1.999808276822909,2.011651921762367,1.9884977340698242,00316502bde19cfadc04cb7d94eae0b721f2414f06b3e555bd59424cce50ac3e
1,linear,9,1000,800,200,10000,10000,0.5,2,31260913,31760913,1031760913,2031260913,3031260913,0.9336759247780126,3.348082715067527,3.325560388377427,0.15615100246590838,11.209657866933945,-0.15322848632741584,0.02696305878237186,11.059351896745023,1.7763568394002505e-15,2.241178926887244e-07,14,0.005,1,1,0.19685116410255432,1.0,-0.8031488358974457,0.8031488358974457,-0.5238669514656067,-1.0,0.4761330485343933,0.4761330485343933,1.6662227799677913,1.5685477588589163,1.573385725550901,1.5553178787231445,1ae658b38b3f621eef2cf8828ca21351ea153e270d8c9485bf43c80f1116328d
1,linear,9,1000,800,200,10000,10000,0.5,3,31260913,31760913,1031760913,2031260913,3031260913,0.9225455326548889,1.4404949260261108,1.452887789086626,0.16179854260545334,2.0750256319069704,-0.06297062341769946,0.056303596979342924,2.1108829276770242,-4.440892098500626e-16,5.169627854684222e-07,21,0.005,1,1,0.23110966384410858,1.0,-0.7688903361558914,0.7688903361558914,-0.49019816517829895,-1.0,0.509801834821701,0.509801834821701,0.8794799375078329,0.8627074847624558,0.8418672129440998,0.8668376207351685,c696290151c60c12934a6d2e4d036395916ccaa0846438ea9ab2930492653b3a
1,linear,9,1000,800,200,10000,10000,0.5,4,31260913,31760913,1031760913,2031260913,3031260913,0.9140138150970447,1.290729698475423,1.4110818413899198,0.16862508402576673,1.6659831545264563,0.07827186227407183,-0.08532814867967659,1.9911519631003667,0.0,5.293580684906374e-07,28,0.005,1,1,0.25604015588760376,1.0,-0.7439598441123962,0.7439598441123962,-0.46901506185531616,-1.0,0.5309849381446838,0.5309849381446838,0.8591899296220642,0.8552935998193738,0.8248666633742119,0.8449499607086182,b9f40ee6c8edd8bc7d579c880b7815235a5d7690aaaae93b2924e8f188c1d7dd
1,linear,9,1000,800,200,10000,10000,0.5,5,31260913,31760913,1031760913,2031260913,3031260913,0.9067287419291906,1.0778675751881186,1.035625786242431,0.17011814933683245,1.1617985096419146,-0.12969794492424702,0.19475384446905783,1.0725207691302532,2.220446049250313e-16,4.926825205586738e-07,35,0.005,1,1,0.26857084035873413,1.0,-0.7314291596412659,0.7314291596412659,-0.4641190469264984,-1.0,0.5358809530735016,0.5358809530735016,0.7485392488740246,0.7197736487905558,0.7196071317948687,0.7151001691818237,8ac6ca101ac8b6df4bb92f8ac949b6edaa1f94a63d0d2d5ec02151a1070b7022
1,linear,9,1000,800,200,10000,10000,0.5,6,31260913,31760913,1031760913,2031260913,3031260913,0.8974911507718225,0.6788271956280504,0.7291928214160724,0.17441872276843187,0.4608063615242434,-0.05175145674397168,0.16293895824846732,0.531722170804732,1.1102230246251565e-16,5.250428092296033e-07,42,0.005,1,1,0.2873806357383728,1.0,-0.7126193642616272,0.7126193642616272,-0.4544140696525574,-1.0,0.5455859303474426,0.5455859303474426,0.6598441798463321,0.6417963029389182,0.6471912103511265,0.6325298547744751,0b75ce5742c5851236d60200f227dc1e245f4eb627125de7548cae784d6fde44
1,linear,9,1000,800,200,10000,10000,0.5,7,31260913,31760913,1031760913,2031260913,3031260913,0.887860720067375,0.5645012602161235,0.6635021191343334,0.1762388866971675,0.3186616727855915,-0.0273327486935039,0.11045753806409304,0.44023506209575125,5.551115123125783e-17,5.222683938654882e-07,49,0.005,1,1,0.30261462926864624,1.0,-0.6973853707313538,0.6973853707313538,-0.450499951839447,-1.0,0.549500048160553,0.549500048160553,0.6343676257570593,0.6278341291005891,0.6328535935597569,0.6186200380325317,19b56dbd90a9bf884a423f79c1103f7cb9cbe38943cf7a17b5232733528ba4a5
1,linear,9,1000,800,200,10000,10000,0.5,8,31260913,31760913,1031760913,2031260913,3031260913,0.8783558081099581,0.643645880714393,0.6663541378818966,0.17511076938315945,0.4142800197606066,-0.07268147603572023,0.24663254796128667,0.44402783707232557,5.551115123125783e-17,5.073169493385876e-07,56,0.005,1,1,0.31356534361839294,1.0,-0.6864346563816071,0.6864346563816071,-0.45198869705200195,-1.0,0.548011302947998,0.548011302947998,0.6278678093745198,0.6311787646434651,0.6313985826776438,0.6262641549110413,5035811a488d119e00ae01b746fbe2190ef44e4ee5c808ea0e55a7cf09a35082
1,linear,9,1000,800,200,10000,10000,0.5,9,31260913,31760913,1031760913,2031260913,3031260913,0.8681161227070782,0.4710154243547061,0.6312424827135192,0.17542247334361044,0.2218555299800439,0.0005945343293366372,-0.002993039253936655,0.3984670719823276,-5.551115123125783e-17,5.426943499031722e-07,63,0.005,1,1,0.32725366950035095,1.0,-0.672746330499649,0.672746330499649,-0.4513307213783264,-1.0,0.5486692786216736,0.5486692786216736,0.6148234692364906,0.6205816447219148,0.6255246960279772,0.611382246017456,c953934de847a24b8967f6ef6eda6dbae31fa100e363836ae13ea8cba52c2099
1,linear,9,1000,800,200,10000,10000,0.5,10,31260913,31760913,1031760913,2031260913,3031260913,0.858176715855515,0.6494468568673775,0.6387340708428153,0.17179259194396662,0.4217812198949159,-0.09279629929172394,0.3126697891345389,0.4079812132554346,5.551115123125783e-17,3.2226531487822285e-07,70,0.005,1,1,0.33542564511299133,1.0,-0.6645743548870087,0.6645743548870087,-0.4570375680923462,-1.0,0.5429624319076538,0.5429624319076538,0.6151101595114609,0.6219893271164999,0.6256100322314179,0.6139520406723022,ebedeaa1c3891cea802817e30ef5aac56c36ca64ec480506d74d36c0be94cb5b
