case,case_name,replicate,n,n_train,n_validation,n_test,n_eval,tau,epoch,data_seed,init_seed,training_seed,test_seed,eval_seed,theta_error_l2,m_l2_error,q_l2_error,linear_error_mse,nonlinear_error_mse,cross_error_moment,cancellation_fraction,q_mse,decomposition_residual,max_float32_prediction_gap,optimizer_steps,learning_rate,model_instance,fit_calls,theta_hat_1,theta_true_1,theta_error_1,abs_theta_error_1,theta_hat_2,theta_true_2,theta_error_2,abs_theta_error_2,train_check_loss,validation_check_loss,test_check_loss
2,additive,7,1000,800,200,10000,10000,0.5,1,41260911,41760911,1041760911,2041260911,3041260911,1.306549357103435,5.0985159577160415,5.0054676383638705,0.3162340501955734,25.99486497108512,-0.628196371286356,0.04775143529947298,25.054706278707982,0.0,6.311664468849898e-08,7,0.005,1,1,-0.11227227747440338,1.0,-1.1122722774744034,1.1122722774744034,-0.31449171900749207,-1.0,0.6855082809925079,0.6855082809925079,2.3742481076897044,2.5421599181049284,2.3873063583409913
2,additive,7,1000,800,200,10000,10000,0.5,2,41260911,41760911,1041760911,2041260911,3041260911,1.2959768333610358,4.4775670858582455,4.339192204585256,0.32716601979966475,20.0486070083611,-0.7735920199136562,0.07593253211492856,18.82858898833345,-3.552713678800501e-15,9.51594756326557e-08,14,0.005,1,1,-0.07735636830329895,1.0,-1.077356368303299,1.077356368303299,-0.27968117594718933,-1.0,0.7203188240528107,0.7203188240528107,2.0566846451065754,2.1964831156355533,2.0605142774423366
2,additive,7,1000,800,200,10000,10000,0.5,5,41260911,41760911,1041760911,2041260911,3041260911,1.2748618595894265,1.5209652059555183,1.593408987069975,0.37125830928537074,2.313335157727312,-0.0728206334686598,0.05425077157003733,2.5389522000753635,4.440892098500626e-16,4.990526214498914e-07,35,0.005,1,1,-0.000328828115016222,1.0,-1.0003288281150162,1.0003288281150162,-0.20967411994934082,-1.0,0.7903258800506592,0.7903258800506592,0.8663025143736818,0.8498064861619494,0.8666350463164084
2,additive,7,1000,800,200,10000,10000,0.5,10,41260911,41760911,1041760911,2041260911,3041260911,1.2320351307774295,0.7954306768999605,1.0018925215211096,0.37263691141831606,0.6327099617535293,-0.0007791242459592368,0.00154996104678004,1.003788624679927,2.220446049250313e-16,4.986010981866684e-07,70,0.005,1,1,0.056351929903030396,1.0,-0.9436480700969696,0.9436480700969696,-0.2078896015882492,-1.0,0.7921103984117508,0.7921103984117508,0.6763961219396858,0.6682723074928032,0.6951523744230379
2,additive,7,1000,800,200,10000,10000,0.5,20,41260911,41760911,1041760911,2041260911,3041260911,1.092534313688085,0.6971416859032302,0.8004684912416016,0.3143958586303713,0.4860065302239981,-0.07982629169188174,0.1994654009120052,0.640749805470606,0.0,5.156988578391974e-07,140,0.005,1,1,0.18280331790447235,1.0,-0.8171966820955276,0.8171966820955276,-0.27486497163772583,-1.0,0.7251350283622742,0.7251350283622742,0.6124154860960419,0.6205608220767502,0.6509200536492427
2,additive,7,1000,800,200,10000,10000,0.5,30,41260911,41760911,1041760911,2041260911,3041260911,0.9121005524414786,0.6561750766420636,0.68536162505459,0.2368947861824844,0.43056573120621816,-0.09886998014561704,0.29625716449094197,0.46972055709746835,-1.6653345369377348e-16,5.180763338330507e-07,210,0.005,1,1,0.33587193489074707,1.0,-0.6641280651092529,0.6641280651092529,-0.37481096386909485,-1.0,0.6251890361309052,0.6251890361309052,0.5861258551135873,0.6110556249060444,0.6255885580323034
2,additive,7,1000,800,200,10000,10000,0.5,50,41260911,41760911,1041760911,2041260911,3041260911,0.6048681915621069,0.577025901271152,0.5991627466050329,0.12279144364083514,0.33295889073778534,-0.0483771687296668,0.21229679971875498,0.3589959969192868,-5.551115123125783e-17,5.397274236429439e-07,350,0.005,1,1,0.5855422019958496,1.0,-0.4144577980041504,0.4144577980041504,-0.5594432353973389,-1.0,0.44055676460266113,0.44055676460266113,0.5473563590619623,0.5870557532115056,0.6070818398913213
2,additive,7,1000,800,200,10000,10000,0.5,75,41260911,41760911,1041760911,2041260911,3041260911,0.3797699161881149,0.6007247799256172,0.5864793351523362,0.06457235750863129,0.3608702612166813,-0.04074230408229319,0.19152902078481468,0.3439580105607262,5.551115123125783e-17,5.619036471671279e-07,525,0.005,1,1,0.7714023590087891,1.0,-0.22859764099121094,0.22859764099121094,-0.6967372298240662,-1.0,0.30326277017593384,0.30326277017593384,0.5190393135178326,0.5936367771001516,0.6058094782655886
2,additive,7,1000,800,200,10000,10000,0.5,100,41260911,41760911,1041760911,2041260911,3041260911,0.2858489230176703,0.5849390934755665,0.6240605774963598,0.046888038491866256,0.3421537430760175,0.0002049114086032226,-0.0010534159481658024,0.38945160438509013,0.0,5.26647509602185e-07,700,0.005,1,1,0.8522689938545227,1.0,-0.1477310061454773,0.1477310061454773,-0.7552855610847473,-1.0,0.24471443891525269,0.24471443891525269,0.5079922784278831,0.5922568372681525,0.613084898676482
2,additive,7,1000,800,200,10000,10000,0.5,150,41260911,41760911,1041760911,2041260911,3041260911,0.22589909884004084,0.6749767040274213,0.6800500625116396,0.027986551717658546,0.4555935509797211,-0.010556007587647437,0.04365774161826214,0.4624680875220849,1.1102230246251565e-16,5.612132198962172e-07,1050,0.005,1,1,0.8794718980789185,1.0,-0.12052810192108154,0.12052810192108154,-0.8089414238929749,-1.0,0.19105857610702515,0.19105857610702515,0.47341364514745693,0.6065323961906331,0.6245918894780591
