case,case_name,replicate,n,n_train,n_validation,n_test,n_eval,tau,epoch,data_seed,init_seed,training_seed,test_seed,eval_seed,theta_error_l2,m_l2_error,q_l2_error,linear_error_mse,nonlinear_error_mse,cross_error_moment,cancellation_fraction,q_mse,decomposition_residual,max_float32_prediction_gap,optimizer_steps,learning_rate,model_instance,fit_calls,theta_hat_1,theta_true_1,theta_error_1,abs_theta_error_1,theta_hat_2,theta_true_2,theta_error_2,abs_theta_error_2,train_check_loss,validation_check_loss,test_check_loss
3,deep,8,1000,800,200,10000,10000,0.5,1,51260912,51760912,1051760912,2051260912,3051260912,1.648113737215265,2.1890877404402906,1.5110094265652325,2.0712324472293204,4.792105135345978,-2.290094047703153,0.6673412228817838,2.283149487168993,0.0,1.738185901878353e-07,7,0.005,1,1,0.36671173572540283,1.0,-0.6332882642745972,0.6332882642745972,0.5215862989425659,-1.0,1.521586298942566,1.521586298942566,0.8182859808943257,0.768819145494449,0.8221268540420329
3,deep,8,1000,800,200,10000,10000,0.5,2,51260912,51760912,1051760912,2051260912,3051260912,1.6614068404116955,1.804933004245971,1.333580906103089,2.2023356581361266,3.2577831498163867,-1.8408403874148884,0.6742858359542487,1.7784380331227359,-6.661338147750939e-16,2.304484638671056e-07,14,0.005,1,1,0.3992657959461212,1.0,-0.6007342040538788,0.6007342040538788,0.5489968061447144,-1.0,1.5489968061447144,1.5489968061447144,0.7614498103622425,0.7436587738348968,0.7720545939829948
3,deep,8,1000,800,200,10000,10000,0.5,5,51260912,51760912,1051760912,2051260912,3051260912,1.610523398329704,1.4927908150405194,0.9762896888312977,2.1303396101184284,2.228424417469338,-1.7028112355347276,0.7813275620139959,0.9531415565183121,6.661338147750939e-16,3.448463647970357e-07,35,0.005,1,1,0.4419286251068115,1.0,-0.5580713748931885,0.5580713748931885,0.5107421875,-1.0,1.5107421875,1.5107421875,0.6653534104057954,0.6486591059032691,0.6816590317900535
3,deep,8,1000,800,200,10000,10000,0.5,10,51260912,51760912,1051760912,2051260912,3051260912,1.4744921744041968,1.2104650822242218,0.8431984948518345,1.7951499472493335,1.4652257152840922,-1.2746959804065132,0.7819319687940683,0.7109837017203993,0.0,3.469251987908706e-07,70,0.005,1,1,0.49320244789123535,1.0,-0.5067975521087646,0.5067975521087646,0.3846600353717804,-1.0,1.3846600353717804,1.3846600353717804,0.6124840889759049,0.6343868321123068,0.6517521386548691
3,deep,8,1000,800,200,10000,10000,0.5,20,51260912,51760912,1051760912,2051260912,3051260912,1.2366409684641697,1.054187342421965,0.7801077603378339,1.3147803761175563,1.1113109529226854,-0.9087616056504652,0.7491569627017874,0.6085681177393113,-1.1102230246251565e-16,2.9037659032837837e-07,140,0.005,1,1,0.6020861268043518,1.0,-0.3979138731956482,0.3979138731956482,0.17087379097938538,-1.0,1.1708737909793854,1.1708737909793854,0.5741240209594863,0.6119147095130559,0.637520158191924
3,deep,8,1000,800,200,10000,10000,0.5,30,51260912,51760912,1051760912,2051260912,3051260912,1.0312416818036148,1.1059068372616163,0.7140260014514817,0.9422756491852681,1.223029932701991,-0.8277362255692339,0.7645444896953411,0.5098331307487913,2.220446049250313e-16,2.670439638308153e-07,210,0.005,1,1,0.6857314109802246,1.0,-0.3142685890197754,0.3142685890197754,-0.01781129091978073,-1.0,0.9821887090802193,0.9821887090802193,0.5472434854343383,0.5850985598381861,0.621318612558254
3,deep,8,1000,800,200,10000,10000,0.5,50,51260912,51760912,1051760912,2051260912,3051260912,0.7079008468635655,0.8296468060054483,0.6747198396771338,0.5026906131290457,0.6883138227150419,-0.36787878689507525,0.6177622447465572,0.4552468620539371,-5.551115123125783e-17,2.8745295388432623e-07,350,0.005,1,1,0.8387270569801331,1.0,-0.16127294301986694,0.16127294301986694,-0.31071439385414124,-1.0,0.6892856061458588,0.6892856061458588,0.4894101963126275,0.5759494395443219,0.6125544632870126
3,deep,8,1000,800,200,10000,10000,0.5,75,51260912,51760912,1051760912,2051260912,3051260912,0.4578038871818405,0.7195490289891225,0.7272347389750582,0.20473312598869536,0.5177508051191891,-0.0968067827678817,0.26798321346589526,0.5288703655721211,-1.1102230246251565e-16,3.6091533317517133e-07,525,0.005,1,1,0.8877035975456238,1.0,-0.11229640245437622,0.11229640245437622,-0.5561825633049011,-1.0,0.4438174366950989,0.4438174366950989,0.4522567425009767,0.5902331491572316,0.6233336788334134
3,deep,8,1000,800,200,10000,10000,0.5,100,51260912,51760912,1051760912,2051260912,3051260912,0.33538185612616034,0.806786379552051,0.7683174189928129,0.10647899587793194,0.6509042622307061,-0.08353580089043018,0.22059056625845805,0.5903116563277777,0.0,4.2453213922044597e-07,700,0.005,1,1,0.9110497236251831,1.0,-0.0889502763748169,0.0889502763748169,-0.6766289472579956,-1.0,0.3233710527420044,0.3233710527420044,0.4230287569685944,0.5881031364085001,0.63204816568378
3,deep,8,1000,800,200,10000,10000,0.5,150,51260912,51760912,1051760912,2051260912,3051260912,0.20960362304724317,0.8402719635926491,0.8454339709898457,0.043711200377446406,0.7060569727998461,-0.017504786936816612,0.04669386501866724,0.7147585993036594,1.1102230246251565e-16,4.5753145805349504e-07,1050,0.005,1,1,0.9511032104492188,1.0,-0.04889678955078125,0.04889678955078125,-0.7961795330047607,-1.0,0.20382046699523926,0.20382046699523926,0.3644056226970828,0.6040149928473112,0.6483198566019098
3,deep,8,1000,800,200,10000,10000,0.5,200,51260912,51760912,1051760912,2051260912,3051260912,0.1509439929200148,0.94501936609603,0.9579253783315269,0.02690157272378691,0.8930616022965423,-0.0011710722843651766,0.0025459112194122302,0.9176210304515989,1.1102230246251565e-16,5.047067670460592e-07,1400,0.005,1,1,0.9842231273651123,1.0,-0.015776872634887695,0.015776872634887695,-0.8498827815055847,-1.0,0.15011721849441528,0.15011721849441528,0.32388589535543666,0.6238450356506299,0.6751322765735794
3,deep,8,1000,800,200,10000,10000,0.5,300,51260912,51760912,1051760912,2051260912,3051260912,0.11159214816319636,1.0819936657332752,1.092928886844626,0.01996699999547323,1.1707102926869304,0.0019081295085150807,-0.0032051161473254826,1.1944935516994337,0.0,4.967239775055532e-07,2100,0.005,1,1,1.068387746810913,1.0,0.06838774681091309,0.06838774681091309,-0.91181880235672,-1.0,0.08818119764328003,0.08818119764328003,0.2721944671487818,0.6579437516539213,0.7081893246550387
3,deep,8,1000,800,200,10000,10000,0.5,500,51260912,51760912,1051760912,2051260912,3051260912,0.13538080836649188,1.2945788852839506,1.3036067246577916,0.020461651202423922,1.6759344902230362,0.0014971755737778125,-0.0017651249460161529,1.6993904925730152,-4.440892098500626e-16,5.307268278187394e-07,3500,0.005,1,1,1.1226986646652222,1.0,0.12269866466522217,0.12269866466522217,-0.9427898526191711,-1.0,0.05721014738082886,0.05721014738082886,0.21670038914608653,0.6909787694122939,0.7608794437181052
