n,replication,seed,experiment,theta1_hat,theta2_hat,theta1_error,theta2_error,sqrt_n_theta1_error,sqrt_n_theta2_error,oracle_se1,oracle_se2,T1,T2,coverage1,coverage2,empirical_check_loss,Cn1,Cn2,lhs1,lhs2,minus_Sn1,minus_Sn2,IF_gap1,IF_gap2,IF_gap_norm
1000,48,1020312353,experiment0_exact_m0,1.0749527952009983,-1.0228340521836474,0.0749527952009985,-0.0228340521836474,2.370215498312933,-0.7220761311146725,0.0998975178959168,0.0998514322360929,0.7502968720313131,-0.2286802669956464,1.0,1.0,0.5437703866316297,0.0,0.0,0.1598502782875091,-0.0429374918755459,0.1440119338657405,0.1993298572101923,0.0158383444217685,-0.2422673490857383,0.2427845167778488
1000,49,1020313362,experiment0_exact_m0,1.090010212816113,-1.033132668297008,0.0900102128161133,-0.0331326682970078,2.846372851753967,-1.0477469677739717,0.1013438907882178,0.0992199407500491,0.8881661451523615,-0.333931546890099,1.0,1.0,0.5813740458204668,0.0,0.0,0.1843469277791286,-0.0587972836176248,0.2360553250506583,-0.0884203990051105,-0.0517083972715297,0.0296231153874857,0.0595926783560752
1000,50,1020314371,experiment0_exact_m0,1.0413951299591329,-0.9884001429030296,0.0413951299591328,0.0115998570969704,1.3090289470953262,0.3668196895889519,0.1005691654302102,0.0974694856381738,0.4116085659262918,0.119010139645462,1.0,1.0,0.5436208571933993,0.0,0.0,0.0902009580497423,0.0326433562355709,0.1334501694311785,0.0915431193366345,-0.0432492113814362,-0.0588997631010635,0.073073089290638
2000,1,2020267930,experiment0_exact_m0,1.0440667667445338,-1.0171981108379191,0.0440667667445338,-0.0171981108379191,1.9707257197880936,-0.7691228983632601,0.0728591121721846,0.0704770900561516,0.60482162670872,-0.2440241335761273,1.0,1.0,0.5596047248962325,0.0,0.0,0.1228651794844016,-0.0420838261068809,0.1801628583489342,0.0413394337920019,-0.0572976788645326,-0.0834232598988828,0.1012050606215897
2000,2,2020268939,experiment0_exact_m0,0.95426539196808,-1.0102940224951251,-0.0457346080319199,-0.0102940224951251,-2.0453138496736187,-0.4603626812202354,0.0733989401403724,0.0680821586841927,-0.6230963000889985,-0.1512000014992941,1.0,1.0,0.5423445587270048,0.0,0.0,-0.1328530220999075,-0.0462602232484212,-0.11858348087818,0.0028422072106023,-0.0142695412217274,-0.0491024304590236,0.0511338291511777
2000,3,2020269948,experiment0_exact_m0,1.0194580177865862,-0.9673112847776908,0.0194580177865861,0.032688715222309,0.8701890095641339,1.4618837866843055,0.0725599640824427,0.0713633824579843,0.2681646557112123,0.458060059604865,1.0,1.0,0.5625582868234836,0.0,0.0,0.064264764567923,0.1028276443060457,0.1358581672851598,0.3781968050483401,-0.0715934027172367,-0.2753691607422944,0.2845237951394365
2000,4,2020270957,experiment0_exact_m0,1.12380083780034,-1.088675039354691,0.1238008378003399,-0.0886750393546909,5.536541779859712,-3.965668318091159,0.071651300069615,0.0693790102343453,1.7278240266409302,-1.2781248832344008,1.0,1.0,0.5299068860330276,0.0,0.0,0.344655822420072,-0.2473380994577506,0.4295219267444214,0.093234756692979,-0.0848661043243494,-0.3405728561507297,0.3509873587607636
2000,5,2020271966,experiment0_exact_m0,1.0708298690833613,-1.0700050813562283,0.0708298690833613,-0.0700050813562283,3.1676080421561323,-3.1307224136585927,0.0725366215338675,0.0696083380220822,0.9764704722329904,-1.0056996524470985,1.0,1.0,0.5823941141146541,0.0,0.0,0.197838536374122,-0.2127711689143682,0.2166338354283981,-0.400129646347372,-0.018795299054276,0.1873584774330037,0.1882988643952826
2000,6,2020272975,experiment0_exact_m0,1.0578795097519922,-1.027060746394689,0.0578795097519921,-0.027060746394689,2.5884503661963305,-1.2101933692081406,0.0728088259541843,0.0685243482438649,0.7949518343890538,-0.3949070233894826,1.0,1.0,0.5436018855357532,0.0,0.0,0.1601716240324442,-0.073084066328505,0.0972492688395578,-0.0873342759195332,0.0629223551928864,0.0142502095910281,0.0645158217525592
2000,7,2020273984,experiment0_exact_m0,0.9609724315093672,-0.9966373736853096,-0.0390275684906328,0.0033626263146903,-1.7453659228316774,0.1503812204515426,0.0730194720299323,0.0703871661834044,-0.5344816581888533,0.04777328733378,1.0,1.0,0.5957241454364074,0.0,0.0,-0.1111193817680504,0.0038054666157866,-0.0503877673721365,0.1444318027497834,-0.0607316143959139,-0.1406263361339968,0.1531799445149587
