case,case_name,epoch,metric,repetitions,mean,sd,mcse,mc_sd_available
1,linear,30,cross_error_moment,10,-0.6372720924053158,0.4440774746220391,0.14042962773812645,True
1,linear,30,cancellation_fraction,10,0.7380512406032365,0.1515727018939109,0.04793149690904758,True
1,linear,30,q_mse,10,0.3164500789987926,0.13486831810163674,0.04264910693972885,True
1,linear,30,decomposition_residual,10,8.604228440844963e-17,2.885779111354576e-16,9.125634816017133e-17,True
1,linear,50,theta_error_l2,10,0.6842353277759674,0.28270134351651605,0.08939801431018655,True
1,linear,50,train_check_loss,10,0.5430825721587443,0.031070833043860314,0.009825460121742095,True
1,linear,50,validation_check_loss,10,0.5727784097519484,0.03194152112800283,0.010100795869487963,True
1,linear,50,test_check_loss,10,0.5969821485130573,0.018007269555821964,0.005694398623700597,True
1,linear,50,m_l2_error,10,0.6856681970061116,0.2158751596068824,0.06826571946101274,True
1,linear,50,q_l2_error,10,0.49498255711438344,0.10508244413360464,0.03322998655595897,True
1,linear,50,linear_error_mse,10,0.4610299371305667,0.3259898363106063,0.1030870376806977,True
1,linear,50,nonlinear_error_mse,10,0.5120827524673791,0.32012240423332916,0.10123159274264482,True
1,linear,50,cross_error_moment,10,-0.3590834348459345,0.27181580550517037,0.08595570494296734,True
1,linear,50,cancellation_fraction,10,0.6615179585324032,0.1944547345731419,0.06149198630546184,True
1,linear,50,q_mse,10,0.2549458199060768,0.11226055594103046,0.03549990481704032,True
1,linear,50,decomposition_residual,10,-4.718447854656915e-17,1.102874315590204e-16,3.487594810164393e-17,True
1,linear,75,theta_error_l2,10,0.4436552355133837,0.19586459584535024,0.06193782358596594,True
1,linear,75,train_check_loss,10,0.5156765361946565,0.0245173683282386,0.0077530726150508685,True
1,linear,75,validation_check_loss,10,0.5727080929226327,0.03370452404048098,0.010658306341982107,True
1,linear,75,test_check_loss,10,0.5964661103101794,0.014637644795919382,0.00462882971356158,True
1,linear,75,m_l2_error,10,0.5987749925775654,0.16440186881823068,0.051988435705382335,True
1,linear,75,q_l2_error,10,0.4945565858018003,0.08710393217422868,0.02754468188273851,True
1,linear,75,linear_error_mse,10,0.22937185508121413,0.17283676319165842,0.05465578350967938,True
1,linear,75,nonlinear_error_mse,10,0.3828566687600976,0.20531866831084405,0.06492746380149035,True
1,linear,75,cross_error_moment,10,-0.18040696089059347,0.14788860281119093,0.04676648248633436,True
1,linear,75,cancellation_fraction,10,0.48382730063495866,0.29040863710484766,0.09183527454366056,True
1,linear,75,q_mse,10,0.25141460206012484,0.09034452675348525,0.02856944786710309,True
1,linear,75,decomposition_residual,10,-5.551115123125783e-18,5.967269455082414e-17,1.8870162890012256e-17,True
1,linear,100,theta_error_l2,10,0.31106430267287377,0.15576603689633714,0.04925754586902504,True
1,linear,100,train_check_loss,10,0.4991359937456502,0.028245350283721826,0.008931964020584411,True
1,linear,100,validation_check_loss,10,0.5839568433731342,0.02711971094381651,0.008576005606785486,True
1,linear,100,test_check_loss,10,0.6049410612520634,0.019273920184171966,0.006094948722227542,True
1,linear,100,m_l2_error,10,0.6444345299762102,0.17917698613600305,0.05666073804741818,True
1,linear,100,q_l2_error,10,0.5429872949251168,0.10964867586911406,0.034673955816794305,True
1,linear,100,linear_error_mse,10,0.12988166263453196,0.10466389310735291,0.03309762909996333,True
1,linear,100,nonlinear_error_mse,10,0.44418981655036244,0.25215832861154197,0.07973946493936762,True
1,linear,100,cross_error_moment,10,-0.13420786391346684,0.13067085956311095,0.04132175400314254,True
1,linear,100,cancellation_fraction,10,0.390853828081532,0.2403392646178704,0.0760019487362388,True
1,linear,100,q_mse,10,0.30565575135796064,0.11838436178536141,0.03743642225871396,True
1,linear,100,decomposition_residual,10,-1.9428902930940238e-17,7.052077070509034e-17,2.2300625777856386e-17,True
1,linear,150,theta_error_l2,10,0.20372826687681395,0.10539885722064148,0.03333004515961112,True
1,linear,150,train_check_loss,10,0.4601606953037754,0.027849431639202508,0.008806763552103653,True
1,linear,150,validation_check_loss,10,0.5993533872288828,0.021848980748525086,0.006909254371850987,True
1,linear,150,test_check_loss,10,0.6209358599521981,0.02088492867178232,0.006604394337298729,True
1,linear,150,m_l2_error,10,0.6594014982196453,0.10129510452053989,0.032032324610972426,True
1,linear,150,q_l2_error,10,0.6371866216752501,0.1210134325772376,0.03826780744192908,True
1,linear,150,linear_error_mse,10,0.06383986020908752,0.05226620574228557,0.01652802548005939,True
1,linear,150,nonlinear_error_mse,10,0.4440449642341574,0.12147404135159032,0.038413464725650395,True
1,linear,150,cross_error_moment,10,-0.04434910391180677,0.04181979919362786,0.013224581674273699,True
1,linear,150,cancellation_fraction,10,0.18103891822573642,0.16021735659276468,0.05066517675245307,True
1,linear,150,q_mse,10,0.41918661661963136,0.14300039913070642,0.04522069675661946,True
1,linear,150,decomposition_residual,10,-1.1102230246251566e-17,3.2579155783620455e-17,1.030243365216884e-17,True
1,linear,200,theta_error_l2,10,0.16255593107310146,0.08928968143844263,0.02823587648963383,True
1,linear,200,train_check_loss,10,0.4312245347453979,0.02914949127779128,0.009217878507303238,True
1,linear,200,validation_check_loss,10,0.6218850354129367,0.024208321303886404,0.007655343364945822,True
1,linear,200,test_check_loss,10,0.6407734426504798,0.020975489215556694,0.0066330320957457695,True
1,linear,200,m_l2_error,10,0.7600217568037757,0.11429505987842867,0.03614327145211622,True
1,linear,200,q_l2_error,10,0.7405855153147417,0.11216597627424578,0.03546999610030239,True
1,linear,200,linear_error_mse,10,0.04168883063834036,0.03880252235943121,0.012270434961541335,True
1,linear,200,nonlinear_error_mse,10,0.5893900954564496,0.16758180822360857,0.052994020839613895,True
1,linear,200,cross_error_moment,10,-0.03564446749529458,0.04015898771560446,0.012699386970803235,True
1,linear,200,cancellation_fraction,10,0.10530228390916507,0.11858861063410647,0.037501011415864115,True
1,linear,200,q_mse,10,0.5597899911042008,0.15758309402551407,0.04983214978570963,True
1,linear,200,decomposition_residual,10,1.6653345369377347e-17,9.083798682610206e-17,2.872549364348521e-17,True
1,linear,300,theta_error_l2,10,0.14948901296182804,0.09276360639023781,0.029334428016450174,True
1,linear,300,train_check_loss,10,0.38483424870838606,0.024781832544697336,0.007836703543413008,True
1,linear,300,validation_check_loss,10,0.655132781660721,0.03144838970654522,0.009944854021727715,True
1,linear,300,test_check_loss,10,0.6773373884755071,0.025101741317579435,0.007937867579990703,True
1,linear,300,m_l2_error,10,0.9374261447290317,0.12020566372053645,0.0380123685009165,True
1,linear,300,q_l2_error,10,0.9144348797301329,0.11629153580206406,0.03677461257335384,True
1,linear,300,linear_error_mse,10,0.03410236718817576,0.03570400978366256,0.011290599251730937,True
1,linear,300,nonlinear_error_mse,10,0.8917722382529807,0.2109888257500305,0.06672052502144803,True
1,linear,300,cross_error_moment,10,-0.03875605350240546,0.04961241251193703,0.015688822375355665,True
1,linear,300,cancellation_fraction,10,0.07707629787250407,0.08735103622621401,0.027622823045071538,True
1,linear,300,q_mse,10,0.8483624984363454,0.2014877622476675,0.06371602493531167,True
1,linear,300,decomposition_residual,10,-1.0547118733938987e-16,1.6226398941827464e-16,5.131237887872081e-17,True
1,linear,500,theta_error_l2,10,0.14615915409109137,0.0807434852127012,0.025533331949226086,True
1,linear,500,train_check_loss,10,0.3197876737229239,0.030674970460058487,0.009700277381216791,True
1,linear,500,validation_check_loss,10,0.706020968284311,0.039776484747113955,0.012578428911582673,True
1,linear,500,test_check_loss,10,0.7238096995954856,0.024742636705813375,0.007824308730845577,True
1,linear,500,m_l2_error,10,1.1228980640557262,0.10366414288831634,0.03278148032162255,True
1,linear,500,q_l2_error,10,1.1143579532098096,0.1077492725827739,0.034073311758789915,True
1,linear,500,linear_error_mse,10,0.030816529943373194,0.03333395438766274,0.010541121928517761,True
1,linear,500,nonlinear_error_mse,10,1.27057169132879,0.23251084073102407,0.07352638373906854,True
1,linear,500,cross_error_moment,10,-0.024572829111150912,0.028701464022825127,0.009076199849350635,True
1,linear,500,cancellation_fraction,10,0.03836691400829713,0.046786230269351206,0.014795105078426293,True
1,linear,500,q_mse,10,1.2522425630498615,0.24086303046046698,0.07616757803855906,True
1,linear,500,decomposition_residual,10,3.3306690738754695e-17,7.49343429207797e-17,2.369631985977782e-17,True
1,linear,750,theta_error_l2,10,0.16008347927496933,0.10806404772258459,0.03417285239804988,True
1,linear,750,train_check_loss,10,0.27586768495537217,0.0287208885664716,0.009082342429393856,True
1,linear,750,validation_check_loss,10,0.7440918510715115,0.04220899160944938,0.013347655122479634,True
1,linear,750,test_check_loss,10,0.7637645619242468,0.027438628497552502,0.008676856192346974,True
1,linear,750,m_l2_error,10,1.279068007789516,0.1109670564776091,0.03509086437137861,True
1,linear,750,q_l2_error,10,1.2739824965845024,0.11637294210037508,0.03680035550520844,True
1,linear,750,linear_error_mse,10,0.03899301984811103,0.06055240793051064,0.01914835268680564,True
1,linear,750,nonlinear_error_mse,10,1.647097287411616,0.2906829463672027,0.09192201874889282,True
1,linear,750,cross_error_moment,10,-0.025435255084128795,0.047467148858587306,0.015010430442739761,True
1,linear,750,cancellation_fraction,10,0.030347355305590316,0.056326816223335734,0.01781210326114644,True
1,linear,750,q_mse,10,1.635219797091469,0.3036635839035261,0.09602685675847868,True
1,linear,750,decomposition_residual,10,-2.2204460492503132e-17,2.2080757800230294e-16,6.982548711125694e-17,True
1,linear,1000,theta_error_l2,10,0.16692206097704457,0.10586744948606275,0.03347822704487806,True
1,linear,1000,train_check_loss,10,0.25226181622119875,0.03258554694922174,0.01030445471618918,True
1,linear,1000,validation_check_loss,10,0.7811647136017998,0.03698239978713618,0.011694861666627657,True
1,linear,1000,test_check_loss,10,0.7955072494050868,0.028897995993889588,0.009138348715511236,True
1,linear,1000,m_l2_error,10,1.400873453219169,0.12771302298930462,0.04038640395116486,True
1,linear,1000,q_l2_error,10,1.3939212569355053,0.12727022575447428,0.04024637917079603,True
1,linear,1000,linear_error_mse,10,0.037467867550097456,0.05577238707643527,0.017636777370607485,True
1,linear,1000,nonlinear_error_mse,10,1.9771259865511581,0.36673123041681577,0.11597059772331589,True
1,linear,1000,cross_error_moment,10,-0.028499722118680505,0.05168736345689711,0.016344979477274917,True
1,linear,1000,cancellation_fraction,10,0.027606898260450825,0.05190868026181171,0.016414965996075045,True
1,linear,1000,q_mse,10,1.9575944098638947,0.3648310968128561,0.1153697227186022,True
1,linear,1000,decomposition_residual,10,-4.4408920985006264e-17,3.105097951117579e-16,9.819181883453726e-17,True
2,additive,1,theta_error_l2,10,1.4601790478584729,0.23617090327083667,0.0746837971395154,True
2,additive,1,train_check_loss,10,2.2252932591047876,0.27983651839217166,0.08849207706108622,True
2,additive,1,validation_check_loss,10,2.258285821570594,0.27800808456338394,0.08791387551609907,True
2,additive,1,test_check_loss,10,2.224266099184,0.2798776285845908,0.08850507724539546,True
2,additive,1,m_l2_error,10,5.137228484685036,0.11582065928770852,0.036625708345149395,True
2,additive,1,q_l2_error,10,4.707999275889348,0.5656309039242846,0.1788681971380612,True
2,additive,1,linear_error_mse,10,0.9900999515696448,0.780418022602836,0.24678984784697294,True
2,additive,1,nonlinear_error_mse,10,26.403189486465358,1.1744322410024421,0.3713880839103509,True
2,additive,1,cross_error_moment,10,-2.4700438843668007,2.8801717026858182,0.9107902632852486,True
2,additive,1,cancellation_fraction,10,0.1769824601286755,0.2014243660547918,0.06369597729886461,True
2,additive,1,q_mse,10,22.4532016693014,5.3513481372220735,1.6922448666121033,True
2,additive,1,decomposition_residual,10,-1.0658141036401502e-15,3.370400129833633e-15,1.0658141036401502e-15,True
2,additive,2,theta_error_l2,10,1.4611488384296716,0.2382065363386144,0.07532752083696875,True
2,additive,2,train_check_loss,10,1.821586077911204,0.30463648635480667,0.09633451552719943,True
2,additive,2,validation_check_loss,10,1.8591589259484658,0.30802270120133657,0.09740533068337064,True
2,additive,2,test_check_loss,10,1.8256818943321282,0.30669515428628413,0.09698552348814106,True
2,additive,2,m_l2_error,10,4.362877645712681,0.2360741439069126,0.07465319914202048,True
2,additive,2,q_l2_error,10,3.9052764244885045,0.623197473964825,0.19707234497923312,True
2,additive,2,linear_error_mse,10,1.0520865098805754,0.8564975382899174,0.27084830313234165,True
2,additive,2,nonlinear_error_mse,10,19.08485925273866,1.9979637889601332,0.6318116255653999,True
2,additive,2,cross_error_moment,10,-2.2681121142764957,2.3988035700909442,0.7585682940830746,True
2,additive,2,cancellation_fraction,10,0.2237691134037317,0.22995299792295898,0.07271752282205189,True
2,additive,2,q_mse,10,15.600721534066244,4.842382358292848,1.5312957553622943,True
2,additive,2,decomposition_residual,10,-7.105427357601002e-16,2.085065970151709e-15,6.593557537388058e-16,True
2,additive,5,theta_error_l2,10,1.4571691502871769,0.24367709585367137,0.07705746365127737,True
2,additive,5,train_check_loss,10,0.8706833098491895,0.029524406377370298,0.009336437071689092,True
2,additive,5,validation_check_loss,10,0.9277849978565518,0.05224445534354185,0.01652114740005469,True
2,additive,5,test_check_loss,10,0.8892750953343314,0.02394977936995354,0.0075735852267565604,True
2,additive,5,m_l2_error,10,1.8804237438041458,0.3521828901039548,0.11137000856692716,True
2,additive,5,q_l2_error,10,1.6745794035701849,0.06363698182445095,0.02012378059840024,True
2,additive,5,linear_error_mse,10,1.1716689993528926,0.9769887260890138,0.3089509622747652,True
2,additive,5,nonlinear_error_mse,10,3.647622965536177,1.4081896185988192,0.4453086572176076,True
2,additive,5,cross_error_moment,10,-1.0057155435587206,1.1769742870856024,0.3721919494643405,True
2,additive,5,cancellation_fraction,10,0.3007204402008449,0.2745196586042572,0.08681073836812928,True
2,additive,5,q_mse,10,2.8078608777716285,0.21622300988778764,0.06837571937825174,True
2,additive,5,decomposition_residual,10,8.881784197001253e-17,5.45906695095563e-16,1.7263085464370498e-16,True
2,additive,10,theta_error_l2,10,1.4145580867212506,0.237354688916999,0.07505814302984412,True
2,additive,10,train_check_loss,10,0.6796160471640078,0.02572176533315427,0.00813393638931272,True
2,additive,10,validation_check_loss,10,0.7489890395152735,0.058617879241520836,0.01853660100119091,True
2,additive,10,test_check_loss,10,0.7142477326920641,0.017882334512486556,0.005654890694049424,True
2,additive,10,m_l2_error,10,1.1067457188156784,0.29289616337343655,0.09262189941848463,True
2,additive,10,q_l2_error,10,1.0635770805972267,0.0684610119657357,0.02164927287317661,True
2,additive,10,linear_error_mse,10,1.1430548196514876,0.9510208259164753,0.3007391912150551,True
2,additive,10,nonlinear_error_mse,10,1.3020954323838234,0.7149760746806456,0.22609528685174843,True
2,additive,10,cross_error_moment,10,-0.6548679132600781,0.7830219589714754,0.24761328482767778,True
2,additive,10,cancellation_fraction,10,0.35721325219439215,0.31038300718693573,0.09815172497231284,True
2,additive,10,q_mse,10,1.1354144255151548,0.1449948366497789,0.04585139327773592,True
2,additive,10,decomposition_residual,10,2.2204460492503132e-17,2.443611834245489e-16,7.727379113557587e-17,True
2,additive,20,theta_error_l2,10,1.2602452690581953,0.21454015648316518,0.06784355440557416,True
2,additive,20,train_check_loss,10,0.6127374989853202,0.0221477655165968,0.007003738411578164,True
2,additive,20,validation_check_loss,10,0.6954510906137243,0.05253368627366799,0.01661261025095145,True
2,additive,20,test_check_loss,10,0.6632009032841488,0.013039957585864114,0.004123596656332128,True
2,additive,20,m_l2_error,10,0.9325280122177485,0.30494649281049657,0.09643254817613306,True
2,additive,20,q_l2_error,10,0.8572163217351252,0.05609391381817979,0.01773845305386403,True
2,additive,20,linear_error_mse,10,0.9285530983524793,0.7731928647345665,0.2445050523151711,True
2,additive,20,nonlinear_error_mse,10,0.953301620700465,0.6394964890712954,0.20222654611462695,True
2,additive,20,cross_error_moment,10,-0.5721015111765747,0.6721653921217033,0.2125573603444781,True
2,additive,20,cancellation_fraction,10,0.41052852675062096,0.3169767313988138,0.10023684364956618,True
2,additive,20,q_mse,10,0.7376516966997948,0.09535824344081353,0.03015492429457825,True
2,additive,20,decomposition_residual,10,-5.551115123125783e-17,2.6814433536895164e-16,8.479468414379335e-17,True
2,additive,30,theta_error_l2,10,1.0787280077610584,0.1947533263853471,0.061586409327186405,True
2,additive,30,train_check_loss,10,0.5805367312651323,0.019853309815929688,0.006278167811131605,True
2,additive,30,validation_check_loss,10,0.6670594885701039,0.0491274154936785,0.015535452851746942,True
2,additive,30,test_check_loss,10,0.6406873960209856,0.014498537289178633,0.00458484005746878,True
2,additive,30,m_l2_error,10,0.8602610902966366,0.2665434163570996,0.0842884291011015,True
2,additive,30,q_l2_error,10,0.7583543762278904,0.06450785453490783,0.02039917473011305,True
2,additive,30,linear_error_mse,10,0.7203627446987075,0.6214118778251624,0.19650768990097933,True
2,additive,30,nonlinear_error_mse,10,0.8039899970013409,0.5080435237580722,0.16065746855733748,True
2,additive,30,cross_error_moment,10,-0.4727531223945142,0.5306274665535469,0.1677991383354025,True
2,additive,30,cancellation_fraction,10,0.4369792824728777,0.30450905016049956,0.09629421666416402,True
2,additive,30,q_mse,10,0.5788464969110199,0.09801596120426168,0.030995368445616723,True
2,additive,30,decomposition_residual,10,3.8857805861880476e-17,2.027825047552868e-16,6.412545846606316e-17,True
2,additive,50,theta_error_l2,10,0.7415908459555159,0.1653554860466151,0.052289995951149505,True
2,additive,50,train_check_loss,10,0.5400829435147801,0.016896825442760062,0.005343245362540483,True
2,additive,50,validation_check_loss,10,0.6418185332620018,0.043998630224642475,0.013913588543739613,True
2,additive,50,test_check_loss,10,0.6185872322815161,0.01363373095887104,0.00431136428359839,True
2,additive,50,m_l2_error,10,0.7509748815672238,0.2649567314557598,0.08378667527937818,True
2,additive,50,q_l2_error,10,0.6465950103724257,0.05633430669146463,0.017814471955149264,True
2,additive,50,linear_error_mse,10,0.39419462816558987,0.3654473060717267,0.11556458519593374,True
2,additive,50,nonlinear_error_mse,10,0.6271451353342534,0.4509842814730975,0.14261375183894645,True
2,additive,50,cross_error_moment,10,-0.3001992286809794,0.365962346607301,0.1157274553139065,True
2,additive,50,cancellation_fraction,10,0.37846198983336415,0.31795468092278967,0.10054609844281029,True
2,additive,50,q_mse,10,0.4209413061378845,0.07285490939110564,0.02303874524010848,True
2,additive,50,decomposition_residual,10,-7.216449660063518e-17,2.1105596341140503e-16,6.674175581412009e-17,True
2,additive,75,theta_error_l2,10,0.46434536691459777,0.1411527148788555,0.044636407693352156,True
2,additive,75,train_check_loss,10,0.5044543313661762,0.024092005270900253,0.007618561005682671,True
2,additive,75,validation_check_loss,10,0.6343050986466874,0.04052104939400279,0.012813880926523446,True
2,additive,75,test_check_loss,10,0.6118097636926985,0.014494962167563593,0.004583709504747218,True
2,additive,75,m_l2_error,10,0.6585873354059102,0.12217240054258661,0.03863430529249648,True
2,additive,75,q_l2_error,10,0.614364820568717,0.06237346548807175,0.01972422165002127,True
2,additive,75,linear_error_mse,10,0.1859237699675412,0.19396347431621325,0.06133663617188043,True
2,additive,75,nonlinear_error_mse,10,0.4471707642659612,0.16484066229044483,0.05212719438484339,True
2,additive,75,cross_error_moment,10,-0.12607449860188905,0.1509794827622007,0.047743904548268414,True
2,additive,75,cancellation_fraction,10,0.28426964194187043,0.2486334669396889,0.07862480580735914,True
2,additive,75,q_mse,10,0.38094553702972433,0.0759502055468381,0.024017563828596263,True
2,additive,75,decomposition_residual,10,2.2204460492503132e-17,5.362886707379033e-17,1.695893682875867e-17,True
2,additive,100,theta_error_l2,10,0.33189899430216324,0.12535375550318242,0.03964033806459228,True
2,additive,100,train_check_loss,10,0.4823817317382173,0.022129637980086957,0.006998005981204268,True
2,additive,100,validation_check_loss,10,0.6383260821705633,0.041134545900922276,0.013007885556365728,True
2,additive,100,test_check_loss,10,0.6160217204681149,0.015697001297949868,0.004963827653614092,True
2,additive,100,m_l2_error,10,0.6776232797121491,0.1076579041184422,0.03404441851342991,True
2,additive,100,q_l2_error,10,0.6374317584326091,0.06601991980576681,0.02087733175278843,True
2,additive,100,linear_error_mse,10,0.10946843487520683,0.12573360488924848,0.03976045698737082,True
2,additive,100,nonlinear_error_mse,10,0.4696045110951076,0.15296031092995574,0.048370297414620816,True
2,additive,100,cross_error_moment,10,-0.08441546624089123,0.12501282476463232,0.03953252629877411,True
2,additive,100,cancellation_fraction,10,0.20954337661217823,0.22755529885538703,0.07195930380233295,True
2,additive,100,q_mse,10,0.410242013488532,0.08448887567323339,0.026717728407420958,True
2,additive,100,decomposition_residual,10,-5.551115123125783e-18,4.8605288448017766e-17,1.5370341782520678e-17,True
2,additive,150,theta_error_l2,10,0.24682389878882954,0.1066740332866978,0.03373329123825825,True
2,additive,150,train_check_loss,10,0.4491946201226094,0.0273034939472359,0.008634122895388664,True
2,additive,150,validation_check_loss,10,0.6565717985313959,0.04139477042745647,0.013090175777054427,True
2,additive,150,test_check_loss,10,0.6305110716555719,0.018475368529414248,0.005842424516394459,True
2,additive,150,m_l2_error,10,0.7296328994318592,0.10278692887152038,0.032504080892772506,True
2,additive,150,q_l2_error,10,0.7096201795545293,0.07295404542293031,0.02307009480598417,True
2,additive,150,linear_error_mse,10,0.06734752825956479,0.08733778588087425,0.02761863291796579,True
2,additive,150,nonlinear_error_mse,10,0.5418728054054966,0.15128513683890785,0.04784056085411945,True
2,additive,150,cross_error_moment,10,-0.05043473548242271,0.08846475829249599,0.027975012886055542,True
2,additive,150,cancellation_fraction,10,0.11738882526669539,0.18444237675152472,0.058325800758970626,True
2,additive,150,q_mse,10,0.5083508627002161,0.10696369835460115,0.03382489137557444,True
