n_total,n_fit,epoch,Q_available,Q_requested,complete,mean_theta1,mean_theta2,bias_theta1,bias_theta2,abs_bias_theta1,abs_bias_theta2,mc_sd_theta1,mc_sd_theta2,rmse_theta1,rmse_theta2,mcse_mean_theta1,mcse_mean_theta2,mean_train_check_loss,mean_validation_check_loss
1000,800,200,50,50,True,0.9176174890995026,-0.9030050671100617,-0.08238251090049743,0.09699493288993835,0.08238251090049743,0.09699493288993835,0.07413851544184732,0.07850795279501815,0.11033343638604388,0.12429097185776265,0.010484769403206761,0.01110270115968614,0.23406976721882825,0.4149890265464783
1000,800,500,50,50,True,0.9450617253780365,-0.9217729341983795,-0.054938274621963504,0.07822706580162048,0.054938274621963504,0.07822706580162048,0.08254376047734235,0.08444165617071588,0.09846530843045347,0.11448693923259279,0.011673450555633381,0.011941853538587214,0.16843659234642983,0.47035374999046325
1000,800,1000,50,50,True,0.9652134490013122,-0.9273103511333466,-0.03478655099868774,0.07268964886665344,0.03478655099868774,0.07268964886665344,0.09599422840207798,0.09510777509100855,0.10119633481092292,0.11894689637592064,0.013575633971575924,0.013450270542083432,0.13324642493724823,0.5131371209144592
1000,800,2000,50,50,True,0.9694322884082794,-0.9292480039596558,-0.03056771159172058,0.07075199604034424,0.03056771159172058,0.07075199604034424,0.10693914300594506,0.10115842651141714,0.11018913600107616,0.12261407607967918,0.015123478638756342,0.014305961872076818,0.10513876560330392,0.5472623304605484
2000,1600,200,50,50,True,0.9699722754955292,-0.9684435725212097,-0.030027724504470825,0.03155642747879028,0.030027724504470825,0.03155642747879028,0.05780836803930457,0.04953238675038127,0.06462689460260901,0.05831120223138698,0.00817533780998399,0.007004937311909858,0.2592675544738769,0.3993078553318978
2000,1600,500,50,50,True,0.9698499369621277,-0.9799359846115112,-0.030150063037872314,0.02006401538848877,0.030150063037872314,0.02006401538848877,0.06879834256652548,0.05351905496178017,0.07448203811853328,0.05665305086781753,0.009729554912637054,0.00756873733723406,0.2142380446255207,0.43843267198801045
2000,1600,1000,50,50,True,0.9699645185470581,-0.9857204830646515,-0.030035481452941895,0.014279516935348511,0.030035481452941895,0.014279516935348511,0.07084728033579393,0.05402649173932999,0.07629600601911622,0.05535692528829251,0.010019318470812846,0.007640499734519845,0.18735548279285433,0.4700943871498107
2000,1600,2000,50,50,True,0.9671001136302948,-0.9893692576885224,-0.0328998863697052,0.010630742311477662,0.0328998863697052,0.010630742311477662,0.07136727675033139,0.05336624624984053,0.07793474802732564,0.05388886523314151,0.010092857068995272,0.00754712692194668,0.1657747071504593,0.49922467139959337
