case,tau,n_total,n_fit,n_val,replication,seed,data_seed,fit_seed,data_sha256,initialization_sha256,epoch,optimizer_updates,theta_hat_1,theta_hat_2,theta0_1,theta0_2,error_theta1,error_theta2,squared_error_theta1,squared_error_theta2,train_check_loss,validation_check_loss,train_check_loss_clipped,validation_check_loss_clipped,elapsed_time
6,0.5,1000,800,200,3,81260907,81260907,81760907,561b8f1221d442279c4d391df57c44a5a1d3cec271391c8ec9c9af6caa818b6d,cf91d7417c781e6437f6d83709cd3eb2037cbc0b15dd31759be82ab6242ac36d,1000,7000,0.7447043657302856,-0.9325994253158569,1.0,-1.0,-0.25529563426971436,0.06740057468414307,0.06517586087717575,0.004542837467752747,0.10885572105646134,0.4930403685569763,0.24625636458396913,0.4583361530303955,9.26507689999562
6,0.5,1000,800,200,3,81260907,81260907,81760907,561b8f1221d442279c4d391df57c44a5a1d3cec271391c8ec9c9af6caa818b6d,cf91d7417c781e6437f6d83709cd3eb2037cbc0b15dd31759be82ab6242ac36d,2000,14000,0.772708535194397,-0.9598464965820312,1.0,-1.0,-0.22729146480560303,0.04015350341796875,0.05166140997347668,0.001612303836736828,0.10219129145145417,0.5138663482666016,0.2681146919727325,0.4964218783378601,19.1946769999995
6,0.5,1000,800,200,4,81260908,81260908,81760908,7b70ea08e07387831be465a90545897ea53a596f8ca29eadaf325c178c2914b8,6da3f9e23b407e187452c856d66b54a6d4397a1e1641687c2a0a1457530a905e,200,1400,0.8784708380699158,-0.9633995294570923,1.0,-1.0,-0.12152916193008423,0.036600470542907715,0.014769337199428634,0.0013395944439622554,0.232980854511261,0.3743057012557983,0.23625131130218505,0.3720500636100769,1.8874285999991116
6,0.5,1000,800,200,4,81260908,81260908,81760908,7b70ea08e07387831be465a90545897ea53a596f8ca29eadaf325c178c2914b8,6da3f9e23b407e187452c856d66b54a6d4397a1e1641687c2a0a1457530a905e,500,3500,0.8946691751480103,-1.0280135869979858,1.0,-1.0,-0.10533082485198975,-0.02801358699798584,0.01109458266400054,0.0007847610564937213,0.18145641982555388,0.4342946660518646,0.2438585090637207,0.425480352640152,4.770496899996942
6,0.5,1000,800,200,4,81260908,81260908,81760908,7b70ea08e07387831be465a90545897ea53a596f8ca29eadaf325c178c2914b8,6da3f9e23b407e187452c856d66b54a6d4397a1e1641687c2a0a1457530a905e,1000,7000,0.8790170550346375,-1.065394401550293,1.0,-1.0,-0.12098294496536255,-0.06539440155029297,0.014636872972491943,0.0042764277541209594,0.12401103317737579,0.49509990453720093,0.2581145662069321,0.48863026142120364,9.488273900002241
6,0.5,1000,800,200,4,81260908,81260908,81760908,7b70ea08e07387831be465a90545897ea53a596f8ca29eadaf325c178c2914b8,6da3f9e23b407e187452c856d66b54a6d4397a1e1641687c2a0a1457530a905e,2000,14000,0.8628783226013184,-1.0611814260482788,1.0,-1.0,-0.13712167739868164,-0.06118142604827881,0.01880235441262812,0.0037431668933010087,0.10262229710817337,0.5672246789932252,0.35565595507621767,0.5573281240463257,33.03916069999832
6,0.5,1000,800,200,5,81260909,81260909,81760909,5b1810d7c801e982db7b29d8948182b6f796519e8bd074c17970616e62c13eb8,e3d0c317cb8ed8410187d5aa3404bbb2baea22587bae997c3fed1c5156174c3e,200,1400,0.9208871722221375,-0.8251636028289795,1.0,-1.0,-0.07911282777786255,0.1748363971710205,0.00625883951900974,0.030567765775742828,0.23857393503189087,0.42738605618476866,0.24518521070480348,0.42633249282836916,4.781970800002455
6,0.5,1000,800,200,5,81260909,81260909,81760909,5b1810d7c801e982db7b29d8948182b6f796519e8bd074c17970616e62c13eb8,e3d0c317cb8ed8410187d5aa3404bbb2baea22587bae997c3fed1c5156174c3e,500,3500,0.9349600076675415,-0.8066530823707581,1.0,-1.0,-0.0650399923324585,0.19334691762924194,0.00423020060260626,0.03738303055672887,0.17974087238311767,0.46308413028717044,0.21980679154396057,0.45052738547325133,11.679769599999418
6,0.5,1000,800,200,5,81260909,81260909,81760909,5b1810d7c801e982db7b29d8948182b6f796519e8bd074c17970616e62c13eb8,e3d0c317cb8ed8410187d5aa3404bbb2baea22587bae997c3fed1c5156174c3e,1000,7000,0.921622097492218,-0.8419696688652039,1.0,-1.0,-0.07837790250778198,0.15803033113479614,0.006143095601519377,0.02497358555857332,0.16901398897171022,0.564868323802948,0.23135680794715882,0.5045195055007935,23.64135879999958
6,0.5,1000,800,200,5,81260909,81260909,81760909,5b1810d7c801e982db7b29d8948182b6f796519e8bd074c17970616e62c13eb8,e3d0c317cb8ed8410187d5aa3404bbb2baea22587bae997c3fed1c5156174c3e,2000,14000,0.8534442782402039,-0.8271439671516418,1.0,-1.0,-0.14655572175979614,0.17285603284835815,0.021478579580534785,0.029879208092072673,0.1014900827407837,0.558197808265686,0.30364426732063293,0.5370053935050965,46.96507370000472
6,0.5,1000,800,200,6,81260910,81260910,81760910,ea1d3216bca44bc545c8fb36283e933e0d9a3a8734a6e1802a7861b71f118e40,03eb6628af75577197769e745e3dd02996514a3106f7ae54608cd4f2e83db7ec,200,1400,0.9862058162689209,-0.9825904965400696,1.0,-1.0,-0.013794183731079102,0.01740950345993042,0.00019027950480676736,0.00030309081072132926,0.23316548585891725,0.3912877094745636,0.24825083315372468,0.38129634857177735,4.5003635000030044
6,0.5,1000,800,200,6,81260910,81260910,81760910,ea1d3216bca44bc545c8fb36283e933e0d9a3a8734a6e1802a7861b71f118e40,03eb6628af75577197769e745e3dd02996514a3106f7ae54608cd4f2e83db7ec,500,3500,1.0179777145385742,-0.9968815445899963,1.0,-1.0,0.01797771453857422,0.003118455410003662,0.00032319822003046283,9.724764144181108e-06,0.167021960914135,0.413297199010849,0.23903538346290587,0.4084472393989563,11.675867899997684
6,0.5,1000,800,200,6,81260910,81260910,81760910,ea1d3216bca44bc545c8fb36283e933e0d9a3a8734a6e1802a7861b71f118e40,03eb6628af75577197769e745e3dd02996514a3106f7ae54608cd4f2e83db7ec,1000,7000,0.9899523258209229,-0.9848335385322571,1.0,-1.0,-0.010047674179077148,0.01516646146774292,0.00010095575640889365,0.00023002155345253072,0.13745400965213775,0.4531574273109436,0.2648937976360321,0.4612071204185486,24.53263390000211
6,0.5,1000,800,200,6,81260910,81260910,81760910,ea1d3216bca44bc545c8fb36283e933e0d9a3a8734a6e1802a7861b71f118e40,03eb6628af75577197769e745e3dd02996514a3106f7ae54608cd4f2e83db7ec,2000,14000,1.0071743726730347,-0.9704068899154663,1.0,-1.0,0.007174372673034668,0.02959311008453369,5.147162325158661e-05,0.0008757521644753297,0.1185410624742508,0.460258264541626,0.341868736743927,0.49391244888305663,48.30123060000187
6,0.5,1000,800,200,7,81260911,81260911,81760911,2df67e557871820bdcf76615d3c0f5e56895869904e24a23af08942ec556c85d,6a9c0e5182d5304a978388226a50e1854dec91ae13264ffa74baea53030f252f,200,1400,0.9298650026321411,-1.0392440557479858,1.0,-1.0,-0.07013499736785889,-0.03924405574798584,0.004918917855789573,0.0015400959115510204,0.24700507521629333,0.4858703017234802,0.2628848934173584,0.47426514983177187,4.532084899998154
