case,analysis,rule_id,patience,max_epochs,case_name,repetitions,mc_sd_available,restore_best,min_delta,mean_selected_epoch,median_selected_epoch,sd_selected_epoch,mcse_selected_epoch,q25_selected_epoch,q75_selected_epoch,mean_stop_epoch,median_stop_epoch,sd_stop_epoch,mcse_stop_epoch,q25_stop_epoch,q75_stop_epoch,mean_theta_error_l2,median_theta_error_l2,sd_theta_error_l2,mcse_theta_error_l2,q25_theta_error_l2,q75_theta_error_l2,mean_training_check_loss,median_training_check_loss,sd_training_check_loss,mcse_training_check_loss,q25_training_check_loss,q75_training_check_loss,mean_validation_check_loss,median_validation_check_loss,sd_validation_check_loss,mcse_validation_check_loss,q25_validation_check_loss,q75_validation_check_loss,mean_test_check_loss,median_test_check_loss,sd_test_check_loss,mcse_test_check_loss,q25_test_check_loss,q75_test_check_loss,mean_m_l2_error,median_m_l2_error,sd_m_l2_error,mcse_m_l2_error,q25_m_l2_error,q75_m_l2_error,mean_q_l2_error,median_q_l2_error,sd_q_l2_error,mcse_q_l2_error,q25_q_l2_error,q75_q_l2_error,mean_theta_epoch_gap,median_theta_epoch_gap,sd_theta_epoch_gap,mcse_theta_epoch_gap,q25_theta_epoch_gap,q75_theta_epoch_gap,mean_abs_theta_epoch_gap,median_abs_theta_epoch_gap,sd_abs_theta_epoch_gap,mcse_abs_theta_epoch_gap,q25_abs_theta_epoch_gap,q75_abs_theta_epoch_gap,mean_theta_regret,median_theta_regret,sd_theta_regret,mcse_theta_regret,q25_theta_regret,q75_theta_regret,mean_theta_squared_regret,median_theta_squared_regret,sd_theta_squared_regret,mcse_theta_squared_regret,q25_theta_squared_regret,q75_theta_squared_regret,mean_q_regret,median_q_regret,sd_q_regret,mcse_q_regret,q25_q_regret,q75_q_regret,mean_best_validation_loss,median_best_validation_loss,sd_best_validation_loss,mcse_best_validation_loss,q25_best_validation_loss,q75_best_validation_loss,mean_empirical_validation_check_loss,median_empirical_validation_check_loss,sd_empirical_validation_check_loss,mcse_empirical_validation_check_loss,q25_empirical_validation_check_loss,q75_empirical_validation_check_loss,theta_1_true,theta_1_mean,theta_1_bias,theta_1_sd,theta_1_bias_mcse,theta_1_rmse,theta_2_true,theta_2_mean,theta_2_bias,theta_2_sd,theta_2_bias_mcse,theta_2_rmse,theta_vector_rmse,proportion_early_stopping,proportion_max_epochs,proportion_before_theta_oracle,proportion_equal_theta_oracle,proportion_after_theta_oracle,proportion_within_10_epochs,proportion_within_25_epochs
1,patience,patience_100,100,1000,linear,10,True,True,0.0,66.9,71.5,17.342625714310582,5.484219786502603,58.5,76.5,166.9,171.5,17.342625714310582,5.484219786502603,158.5,176.5,0.5141840447260941,0.5875095552367866,0.24258291934231055,0.07671145465746164,0.36907625926103327,0.6629584569803024,0.5217278008233983,0.5284559896576173,0.030457650216173058,0.009631554685982667,0.503226460892009,0.5427346097392428,0.5575977474451065,0.5587501525878906,0.03713218605775579,0.01174222824436569,0.5333247929811478,0.5740502923727036,0.5936180081429788,0.5929732731975677,0.013767411874584282,0.004353637900933474,0.5833278726889195,0.601844888397663,0.64155839703269,0.6185159691293387,0.16653558525110834,0.052663176086264654,0.5070018389749,0.7446382517988894,0.47725584075196903,0.4621677332812413,0.08263761148236745,0.02613230726803645,0.4135517382424707,0.5165754356491118,-286.4,-235.5,240.41824667302882,76.02692505509698,-331.25,-145.25,286.4,235.5,240.41824667302882,76.02692505509698,145.25,331.25,0.4359203274348598,0.5218036794057045,0.21660574454907272,0.06849675070516713,0.29480227424234745,0.5915150754246028,0.30484346656606853,0.3199179296159773,0.2091780642189036,0.06614791194767054,0.1368465206284677,0.43830151956770275,0.03469895274267783,0.037661342214448335,0.02110171245099415,0.006672947387507573,0.019593743641245012,0.04792501673008111,0.5575977474451065,0.5587501525878906,0.03713218605775579,0.01174222824436569,0.5333247929811478,0.5740502923727036,0.5614078534391707,0.5605889677822516,0.028708804255367825,0.009078521034689657,0.5414640961215248,0.5835597430993009,1.0,0.8516098737716675,-0.14839012622833253,0.11679023215236169,0.03693231420612921,0.18519069106097838,-1.0,-0.5171750277280808,0.48282497227191923,0.23554077596231826,0.07448453338843641,0.5320258126033148,0.5633356524594021,1.0,0.0,1.0,0.0,0.0,0.1,0.1
1,patience,patience_15,15,1000,linear,10,True,True,0.0,54.5,58.0,18.709771659631645,5.916549294610461,41.5,69.0,69.5,73.0,18.709771659631645,5.916549294610461,56.5,84.0,0.6408211136352582,0.658164703010437,0.2021904369051511,0.06393823017248434,0.527005923709384,0.7522541737117839,0.5358174877512087,0.5327526531068141,0.024893679018579803,0.007872072503985722,0.5283780271351655,0.5488698615678314,0.5602107077836991,0.562998503446579,0.037375056707780456,0.011819030687454046,0.5340332090854645,0.5788764506578445,0.5940731534219563,0.5912014739415015,0.01454175525306458,0.00459850677764023,0.5833278726889195,0.6032814975258328,0.6679446273980812,0.6498549558346445,0.21796933250052875,0.06892795507682355,0.5070018389749,0.7446382517988894,0.4779805168358119,0.45911686184174144,0.08293710855162868,0.02622701655717752,0.4090736480409861,0.5267794022503888,-298.8,-235.5,237.8845658437442,75.22570482665262,-331.25,-145.25,298.8,235.5,237.8845658437442,75.22570482665262,145.25,331.25,0.5625573963440237,0.5873606700435354,0.20584509183509445,0.06509393353654276,0.5030869558080397,0.6578048244557225,0.434940984413247,0.4308072149281914,0.2523677615537771,0.07980569345082097,0.259135676007193,0.5608455721650034,0.03542362882652057,0.030264042147437664,0.029365449184971196,0.009286170393844415,0.014784106978122755,0.04420030242753342,0.5602107077836991,0.562998503446579,0.037375056707780456,0.011819030687454046,0.5340332090854645,0.5788764506578445,0.5640454565601795,0.5605889677822516,0.02985234606772638,0.009440140707358649,0.5420326292445665,0.5905612011512473,1.0,0.778410866856575,-0.221589133143425,0.1547109333044831,0.048923892817256696,0.26578876861674255,-1.0,-0.41668234672397375,0.5833176532760262,0.2014983347953913,0.06371936826845948,0.6138411078253349,0.6689129802739955,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,patience,patience_200,200,1000,linear,10,True,True,0.0,66.9,71.5,17.342625714310582,5.484219786502603,58.5,76.5,266.9,271.5,17.342625714310582,5.484219786502603,258.5,276.5,0.5141840447260941,0.5875095552367866,0.24258291934231055,0.07671145465746164,0.36907625926103327,0.6629584569803024,0.5217278008233983,0.5284559896576173,0.030457650216173058,0.009631554685982667,0.503226460892009,0.5427346097392428,0.5575977474451065,0.5587501525878906,0.03713218605775579,0.01174222824436569,0.5333247929811478,0.5740502923727036,0.5936180081429788,0.5929732731975677,0.013767411874584282,0.004353637900933474,0.5833278726889195,0.601844888397663,0.64155839703269,0.6185159691293387,0.16653558525110834,0.052663176086264654,0.5070018389749,0.7446382517988894,0.47725584075196903,0.4621677332812413,0.08263761148236745,0.02613230726803645,0.4135517382424707,0.5165754356491118,-286.4,-235.5,240.41824667302882,76.02692505509698,-331.25,-145.25,286.4,235.5,240.41824667302882,76.02692505509698,145.25,331.25,0.4359203274348598,0.5218036794057045,0.21660574454907272,0.06849675070516713,0.29480227424234745,0.5915150754246028,0.30484346656606853,0.3199179296159773,0.2091780642189036,0.06614791194767054,0.1368465206284677,0.43830151956770275,0.03469895274267783,0.037661342214448335,0.02110171245099415,0.006672947387507573,0.019593743641245012,0.04792501673008111,0.5575977474451065,0.5587501525878906,0.03713218605775579,0.01174222824436569,0.5333247929811478,0.5740502923727036,0.5614078534391707,0.5605889677822516,0.028708804255367825,0.009078521034689657,0.5414640961215248,0.5835597430993009,1.0,0.8516098737716675,-0.14839012622833253,0.11679023215236169,0.03693231420612921,0.18519069106097838,-1.0,-0.5171750277280808,0.48282497227191923,0.23554077596231826,0.07448453338843641,0.5320258126033148,0.5633356524594021,1.0,0.0,1.0,0.0,0.0,0.1,0.1
1,patience,patience_30,30,1000,linear,10,True,True,0.0,66.9,71.5,17.342625714310582,5.484219786502603,58.5,76.5,96.9,101.5,17.342625714310582,5.484219786502603,88.5,106.5,0.5141840447260941,0.5875095552367866,0.24258291934231055,0.07671145465746164,0.36907625926103327,0.6629584569803024,0.5217278008233983,0.5284559896576173,0.030457650216173058,0.009631554685982667,0.503226460892009,0.5427346097392428,0.5575977474451065,0.5587501525878906,0.03713218605775579,0.01174222824436569,0.5333247929811478,0.5740502923727036,0.5936180081429788,0.5929732731975677,0.013767411874584282,0.004353637900933474,0.5833278726889195,0.601844888397663,0.64155839703269,0.6185159691293387,0.16653558525110834,0.052663176086264654,0.5070018389749,0.7446382517988894,0.47725584075196903,0.4621677332812413,0.08263761148236745,0.02613230726803645,0.4135517382424707,0.5165754356491118,-286.4,-235.5,240.41824667302882,76.02692505509698,-331.25,-145.25,286.4,235.5,240.41824667302882,76.02692505509698,145.25,331.25,0.4359203274348598,0.5218036794057045,0.21660574454907272,0.06849675070516713,0.29480227424234745,0.5915150754246028,0.30484346656606853,0.3199179296159773,0.2091780642189036,0.06614791194767054,0.1368465206284677,0.43830151956770275,0.03469895274267783,0.037661342214448335,0.02110171245099415,0.006672947387507573,0.019593743641245012,0.04792501673008111,0.5575977474451065,0.5587501525878906,0.03713218605775579,0.01174222824436569,0.5333247929811478,0.5740502923727036,0.5614078534391707,0.5605889677822516,0.028708804255367825,0.009078521034689657,0.5414640961215248,0.5835597430993009,1.0,0.8516098737716675,-0.14839012622833253,0.11679023215236169,0.03693231420612921,0.18519069106097838,-1.0,-0.5171750277280808,0.48282497227191923,0.23554077596231826,0.07448453338843641,0.5320258126033148,0.5633356524594021,1.0,0.0,1.0,0.0,0.0,0.1,0.1
1,patience,patience_5,5,1000,linear,10,True,True,0.0,27.9,25.0,15.67340280716206,4.956365155590894,12.75,43.25,32.9,30.0,15.67340280716206,4.956365155590894,17.75,48.25,0.9678464154942837,0.9156781622788402,0.2652781548321383,0.08388831827563593,0.8295188887812467,1.1904201257953224,0.5741180566136836,0.5746814101678802,0.032521458840850656,0.010284188276850747,0.5505120061353868,0.5868483590900211,0.5698437631130219,0.571664571762085,0.038427253527895104,0.012151764537288922,0.5438061654567719,0.589683398604393,0.6072484770048352,0.6108813215421702,0.014206213759806182,0.004492399240821172,0.6047950831052661,0.6129647770571839,0.8274266201734175,0.8678268820527051,0.25373774082042805,0.08023891893380339,0.6631459554584711,0.9665670615981053,0.5551831688150037,0.5728169305696489,0.0847796999733577,0.02680969512615268,0.49370264962541055,0.6200132005637751,-325.4,-255.0,233.09854854402963,73.71223326784593,-385.5,-167.5,325.4,255.0,233.09854854402963,73.71223326784593,167.5,385.5,0.8895826982030494,0.8720876639824845,0.28996440810178253,0.09169479699842138,0.7743036428185308,1.0611132034142223,0.9875583427073715,0.8389140042535659,0.5200866666640537,0.16446584473431755,0.684448563512233,1.4132862073656807,0.11262628080571246,0.09790327782032998,0.07583120435704617,0.023979932348195017,0.06093924426116307,0.14233781969043724,0.5698437631130219,0.571664571762085,0.038427253527895104,0.012151764537288922,0.5438061654567719,0.589683398604393,0.5737211088051253,0.5693493490453128,0.028288557884652805,0.008945627463701762,0.5564866855544872,0.5973396133199046,1.0,0.5780724793672561,-0.42192752063274386,0.1881840492141341,0.059509021482988304,0.4581427129269431,-1.0,-0.14726671408861874,0.8527332859113812,0.2646027025222753,0.08367472150063704,0.8889134873907044,1.0000309662571272,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,patience,patience_50,50,1000,linear,10,True,True,0.0,66.9,71.5,17.342625714310582,5.484219786502603,58.5,76.5,116.9,121.5,17.342625714310582,5.484219786502603,108.5,126.5,0.5141840447260941,0.5875095552367866,0.24258291934231055,0.07671145465746164,0.36907625926103327,0.6629584569803024,0.5217278008233983,0.5284559896576173,0.030457650216173058,0.009631554685982667,0.503226460892009,0.5427346097392428,0.5575977474451065,0.5587501525878906,0.03713218605775579,0.01174222824436569,0.5333247929811478,0.5740502923727036,0.5936180081429788,0.5929732731975677,0.013767411874584282,0.004353637900933474,0.5833278726889195,0.601844888397663,0.64155839703269,0.6185159691293387,0.16653558525110834,0.052663176086264654,0.5070018389749,0.7446382517988894,0.47725584075196903,0.4621677332812413,0.08263761148236745,0.02613230726803645,0.4135517382424707,0.5165754356491118,-286.4,-235.5,240.41824667302882,76.02692505509698,-331.25,-145.25,286.4,235.5,240.41824667302882,76.02692505509698,145.25,331.25,0.4359203274348598,0.5218036794057045,0.21660574454907272,0.06849675070516713,0.29480227424234745,0.5915150754246028,0.30484346656606853,0.3199179296159773,0.2091780642189036,0.06614791194767054,0.1368465206284677,0.43830151956770275,0.03469895274267783,0.037661342214448335,0.02110171245099415,0.006672947387507573,0.019593743641245012,0.04792501673008111,0.5575977474451065,0.5587501525878906,0.03713218605775579,0.01174222824436569,0.5333247929811478,0.5740502923727036,0.5614078534391707,0.5605889677822516,0.028708804255367825,0.009078521034689657,0.5414640961215248,0.5835597430993009,1.0,0.8516098737716675,-0.14839012622833253,0.11679023215236169,0.03693231420612921,0.18519069106097838,-1.0,-0.5171750277280808,0.48282497227191923,0.23554077596231826,0.07448453338843641,0.5320258126033148,0.5633356524594021,1.0,0.0,1.0,0.0,0.0,0.1,0.1
2,patience,patience_100,100,1000,additive,10,True,True,0.0,67.7,63.5,19.13722376243047,6.051721518157733,59.0,78.25,167.7,163.5,19.13722376243047,6.051721518157733,159.0,178.25,0.5615220413040058,0.5444048630160937,0.14506821911016615,0.04587459884924899,0.4986467267424669,0.6950222827885733,0.5153255340438745,0.522630795409103,0.0360849896000869,0.01141107564797631,0.4964677597673446,0.5364427728379049,0.6194202184677124,0.6120194494724274,0.03371161857669022,0.010660549831318481,0.5983233153820038,0.6175528466701508,0.6124860744241638,0.6146432931168335,0.011888598820105846,0.003759505045952487,0.6022222850168755,0.6219830128634081,0.6564512429824432,0.6299702800031864,0.13451692752374816,0.04253798748228378,0.5525537017578512,0.7290036299922544,0.6175483662837729,0.639173550615293,0.05074284088118254,0.01604629521320423,0.5693027387310039,0.6558535954650823,-515.7,-528.0,262.6895294618514,83.0697230577356,-674.0,-273.75,515.7,528.0,262.6895294618514,83.0697230577356,273.75,674.0,0.4080516270465856,0.38128255562700514,0.16916140162986007,0.05349353213368773,0.29739890510747397,0.5589568752810302,0.3014987403614141,0.27419216096951615,0.1624191938366608,0.05136145882522302,0.16574665489512497,0.43818115999820395,0.0314381962170725,0.023383302967289687,0.026728470236491747,0.008452284431933329,0.01779003715910754,0.03285812902616769,0.6194202184677124,0.6120194494724274,0.03371161857669022,0.010660549831318481,0.5983233153820038,0.6175528466701508,0.6230566392911479,0.6130068705479645,0.041669621776423346,0.013177091405124935,0.5967613261285136,0.6255571371382502,1.0,0.7296550989151,-0.2703449010848999,0.20026490973055047,0.06332932501565568,0.33042668809442627,-1.0,-0.5589550793170929,0.4410449206829071,0.18422478413669324,0.058256991932480705,0.4744107039700748,0.5781412563089,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2,patience,patience_15,15,1000,additive,10,True,True,0.0,65.9,61.0,19.42764353526524,6.14356031412839,56.0,76.0,80.9,76.0,19.42764353526524,6.14356031412839,71.0,91.0,0.5836285251731189,0.623199788241666,0.15153045516010086,0.047918137318793325,0.5017860558739156,0.7173331624287811,0.5170274978804693,0.5291519665818805,0.03683810302713796,0.011649231024569951,0.4964677597673446,0.5386170579860393,0.6195825457572937,0.6120194494724274,0.034102850062226936,0.010784268089985206,0.5983233153820038,0.6175528466701508,0.6125368745788318,0.6146432931168335,0.011831847755454799,0.003741558783558809,0.6022222850168755,0.6219830128634081,0.6630985284785619,0.6299702800031864,0.12669344782421338,0.04006398597442181,0.5555979258187351,0.7290036299922544,0.617854214530348,0.639173550615293,0.050280414855780865,0.01590006326424341,0.5693027387310039,0.6558535954650823,-517.5,-537.0,263.3465186572416,83.27748128329102,-674.0,-273.75,517.5,537.0,263.3465186572416,83.27748128329102,273.75,674.0,0.4301581109156987,0.4545328558889118,0.1674261463369356,0.05294479622893733,0.3109385825803568,0.5654896576654851,0.3285390144676553,0.3682496493795995,0.16778266656927948,0.05305753782555125,0.1695544697923761,0.47144404827711495,0.03174404446364767,0.024461017734836166,0.026631318192738045,0.008421562258173126,0.018015800391772224,0.03285812902616769,0.6195825457572937,0.6120194494724274,0.034102850062226936,0.010784268089985206,0.5983233153820038,0.6175528466701508,0.6235245504463113,0.6130068705479645,0.04292616729340995,0.013574445986860082,0.5967613261285136,0.6255571371382502,1.0,0.7145720779895782,-0.2854279220104218,0.2097784588188844,0.06633777339075105,0.3479589060064006,-1.0,-0.5427557110786438,0.4572442889213562,0.18601029341979564,0.0588216195442785,0.4901144622264306,0.6010720309186532,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2,patience,patience_200,200,1000,additive,10,True,True,0.0,67.7,63.5,19.13722376243047,6.051721518157733,59.0,78.25,267.7,263.5,19.13722376243047,6.051721518157733,259.0,278.25,0.5615220413040058,0.5444048630160937,0.14506821911016615,0.04587459884924899,0.4986467267424669,0.6950222827885733,0.5153255340438745,0.522630795409103,0.0360849896000869,0.01141107564797631,0.4964677597673446,0.5364427728379049,0.6194202184677124,0.6120194494724274,0.03371161857669022,0.010660549831318481,0.5983233153820038,0.6175528466701508,0.6124860744241638,0.6146432931168335,0.011888598820105846,0.003759505045952487,0.6022222850168755,0.6219830128634081,0.6564512429824432,0.6299702800031864,0.13451692752374816,0.04253798748228378,0.5525537017578512,0.7290036299922544,0.6175483662837729,0.639173550615293,0.05074284088118254,0.01604629521320423,0.5693027387310039,0.6558535954650823,-515.7,-528.0,262.6895294618514,83.0697230577356,-674.0,-273.75,515.7,528.0,262.6895294618514,83.0697230577356,273.75,674.0,0.4080516270465856,0.38128255562700514,0.16916140162986007,0.05349353213368773,0.29739890510747397,0.5589568752810302,0.3014987403614141,0.27419216096951615,0.1624191938366608,0.05136145882522302,0.16574665489512497,0.43818115999820395,0.0314381962170725,0.023383302967289687,0.026728470236491747,0.008452284431933329,0.01779003715910754,0.03285812902616769,0.6194202184677124,0.6120194494724274,0.03371161857669022,0.010660549831318481,0.5983233153820038,0.6175528466701508,0.6230566392911479,0.6130068705479645,0.041669621776423346,0.013177091405124935,0.5967613261285136,0.6255571371382502,1.0,0.7296550989151,-0.2703449010848999,0.20026490973055047,0.06332932501565568,0.33042668809442627,-1.0,-0.5589550793170929,0.4410449206829071,0.18422478413669324,0.058256991932480705,0.4744107039700748,0.5781412563089,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2,patience,patience_30,30,1000,additive,10,True,True,0.0,67.7,63.5,19.13722376243047,6.051721518157733,59.0,78.25,97.7,93.5,19.13722376243047,6.051721518157733,89.0,108.25,0.5615220413040058,0.5444048630160937,0.14506821911016615,0.04587459884924899,0.4986467267424669,0.6950222827885733,0.5153255340438745,0.522630795409103,0.0360849896000869,0.01141107564797631,0.4964677597673446,0.5364427728379049,0.6194202184677124,0.6120194494724274,0.03371161857669022,0.010660549831318481,0.5983233153820038,0.6175528466701508,0.6124860744241638,0.6146432931168335,0.011888598820105846,0.003759505045952487,0.6022222850168755,0.6219830128634081,0.6564512429824432,0.6299702800031864,0.13451692752374816,0.04253798748228378,0.5525537017578512,0.7290036299922544,0.6175483662837729,0.639173550615293,0.05074284088118254,0.01604629521320423,0.5693027387310039,0.6558535954650823,-515.7,-528.0,262.6895294618514,83.0697230577356,-674.0,-273.75,515.7,528.0,262.6895294618514,83.0697230577356,273.75,674.0,0.4080516270465856,0.38128255562700514,0.16916140162986007,0.05349353213368773,0.29739890510747397,0.5589568752810302,0.3014987403614141,0.27419216096951615,0.1624191938366608,0.05136145882522302,0.16574665489512497,0.43818115999820395,0.0314381962170725,0.023383302967289687,0.026728470236491747,0.008452284431933329,0.01779003715910754,0.03285812902616769,0.6194202184677124,0.6120194494724274,0.03371161857669022,0.010660549831318481,0.5983233153820038,0.6175528466701508,0.6230566392911479,0.6130068705479645,0.041669621776423346,0.013177091405124935,0.5967613261285136,0.6255571371382502,1.0,0.7296550989151,-0.2703449010848999,0.20026490973055047,0.06332932501565568,0.33042668809442627,-1.0,-0.5589550793170929,0.4410449206829071,0.18422478413669324,0.058256991932480705,0.4744107039700748,0.5781412563089,1.0,0.0,1.0,0.0,0.0,0.0,0.0
