case,tau,n_total,n_fit,n_val,replication,seed,data_seed,fit_seed,data_sha256,initialization_sha256,epoch,optimizer_updates,theta_hat_1,theta_hat_2,theta0_1,theta0_2,error_theta1,error_theta2,squared_error_theta1,squared_error_theta2,train_check_loss,validation_check_loss,train_check_loss_clipped,validation_check_loss_clipped,elapsed_time
6,0.5,1000,800,200,5,81260909,81260909,81760909,55c5b23f417b8b9fd2644ca84fff44739cc5e894da3c7977b181f9478a9c26ff,e3d0c317cb8ed8410187d5aa3404bbb2baea22587bae997c3fed1c5156174c3e,500,3500,0.8957324028015137,-0.9245488047599792,1.0,-1.0,-0.10426759719848633,0.07545119524002075,0.010871731825545794,0.00569288286314773,0.17650950193405152,0.4968244409561157,0.25867239236831663,0.4848174118995667,12.326730200002203
6,0.5,1000,800,200,5,81260909,81260909,81760909,55c5b23f417b8b9fd2644ca84fff44739cc5e894da3c7977b181f9478a9c26ff,e3d0c317cb8ed8410187d5aa3404bbb2baea22587bae997c3fed1c5156174c3e,1000,7000,0.8801300525665283,-0.9504866600036621,1.0,-1.0,-0.11986994743347168,0.04951333999633789,0.014368804297703264,0.0024515708375929535,0.14375617623329162,0.5373727178573608,0.32151123046875,0.5379094862937928,24.416203700006008
6,0.5,1000,800,200,5,81260909,81260909,81760909,55c5b23f417b8b9fd2644ca84fff44739cc5e894da3c7977b181f9478a9c26ff,e3d0c317cb8ed8410187d5aa3404bbb2baea22587bae997c3fed1c5156174c3e,2000,14000,0.9105314016342163,-0.9221876859664917,1.0,-1.0,-0.08946859836578369,0.0778123140335083,0.008004630093537912,0.006054756215249313,0.1115819501876831,0.5502670001983643,0.36934978246688843,0.5654054951667785,46.238422499998705
6,0.5,1000,800,200,6,81260910,81260910,81760910,b4824b9c153f0ff865e46589976fc1d94f46b4714941b94a7cb191de3ca3e23a,03eb6628af75577197769e745e3dd02996514a3106f7ae54608cd4f2e83db7ec,200,1400,0.965631902217865,-0.9577317833900452,1.0,-1.0,-0.03436809778213501,0.042268216609954834,0.0011811661451623934,0.0017866021353860617,0.23059234857559205,0.41233171463012697,0.24311037480831146,0.41004568338394165,1.9943238999985624
6,0.5,1000,800,200,6,81260910,81260910,81760910,b4824b9c153f0ff865e46589976fc1d94f46b4714941b94a7cb191de3ca3e23a,03eb6628af75577197769e745e3dd02996514a3106f7ae54608cd4f2e83db7ec,500,3500,1.0317044258117676,-0.9861885905265808,1.0,-1.0,0.03170442581176758,0.01381140947341919,0.0010051706160538743,0.00019075503164245333,0.17098696172237396,0.4683210873603821,0.23131596326828002,0.46692766427993776,4.913252999991528
6,0.5,1000,800,200,6,81260910,81260910,81760910,b4824b9c153f0ff865e46589976fc1d94f46b4714941b94a7cb191de3ca3e23a,03eb6628af75577197769e745e3dd02996514a3106f7ae54608cd4f2e83db7ec,1000,7000,1.0851995944976807,-1.0548009872436523,1.0,-1.0,0.08519959449768066,-0.054800987243652344,0.007258970902569217,0.003003148202878947,0.1231867527961731,0.5165697360038757,0.2621561056375504,0.511136634349823,9.847198499992373
6,0.5,1000,800,200,6,81260910,81260910,81760910,b4824b9c153f0ff865e46589976fc1d94f46b4714941b94a7cb191de3ca3e23a,03eb6628af75577197769e745e3dd02996514a3106f7ae54608cd4f2e83db7ec,2000,14000,1.077323317527771,-1.0615341663360596,1.0,-1.0,0.077323317527771,-0.06153416633605957,0.005978895433500497,0.003786453626673847,0.09922076880931854,0.5296602821350098,0.3531639897823334,0.5489286184310913,19.823547399995732
6,0.5,1000,800,200,7,81260911,81260911,81760911,616547426bdf5c7bca50eb423ed4b191ee2f3980865a19952d4219b8918e401c,6a9c0e5182d5304a978388226a50e1854dec91ae13264ffa74baea53030f252f,200,1400,0.9417959451675415,-1.135085940361023,1.0,-1.0,-0.058204054832458496,-0.13508594036102295,0.003387711998939835,0.01824821128322185,0.26586071372032166,0.5192921602725983,0.27466056823730467,0.5113119745254516,1.9267277000035392
6,0.5,1000,800,200,7,81260911,81260911,81760911,616547426bdf5c7bca50eb423ed4b191ee2f3980865a19952d4219b8918e401c,6a9c0e5182d5304a978388226a50e1854dec91ae13264ffa74baea53030f252f,500,3500,0.9831072688102722,-1.1425654888153076,1.0,-1.0,-0.016892731189727783,-0.14256548881530762,0.00028536436704840185,0.0203249186011476,0.19854435801506043,0.556256674528122,0.2755939471721649,0.5506380105018616,4.805653999996139
6,0.5,1000,800,200,7,81260911,81260911,81760911,616547426bdf5c7bca50eb423ed4b191ee2f3980865a19952d4219b8918e401c,6a9c0e5182d5304a978388226a50e1854dec91ae13264ffa74baea53030f252f,1000,7000,0.9921483993530273,-1.1942579746246338,1.0,-1.0,-0.007851600646972656,-0.1942579746246338,6.164763271954143e-05,0.037736160705264865,0.17429498076438904,0.5909145164489746,0.2837570834159851,0.5759410166740417,9.472097000005306
6,0.5,1000,800,200,7,81260911,81260911,81760911,616547426bdf5c7bca50eb423ed4b191ee2f3980865a19952d4219b8918e401c,6a9c0e5182d5304a978388226a50e1854dec91ae13264ffa74baea53030f252f,2000,14000,1.0334320068359375,-1.237688422203064,1.0,-1.0,0.0334320068359375,-0.23768842220306396,0.0011176990810781717,0.05649578604938199,0.12227714210748672,0.6164241814613343,0.3336996626853943,0.6282103443145752,18.662887099999352
6,0.5,1000,800,200,8,81260912,81260912,81760912,15febff6bf59bec6af71b38b368317088375b8f9c12b1e2c5823a4f4cd2809ab,b6cdb57c2791149fe91865e5b9ae552002448b7f197d447c1b6b452b2d59d1d8,200,1400,0.8842694163322449,-0.8084356188774109,1.0,-1.0,-0.11573058366775513,0.1915643811225891,0.01339356799607927,0.036696912114880575,0.24639663219451904,0.4613864231109619,0.2686510628461838,0.45229689598083495,1.7917400000005728
6,0.5,1000,800,200,8,81260912,81260912,81760912,15febff6bf59bec6af71b38b368317088375b8f9c12b1e2c5823a4f4cd2809ab,b6cdb57c2791149fe91865e5b9ae552002448b7f197d447c1b6b452b2d59d1d8,500,3500,0.889258086681366,-0.7895445227622986,1.0,-1.0,-0.11074191331863403,0.21045547723770142,0.012263771365471854,0.04429150789934866,0.1826105633378029,0.4845763278007507,0.25258116781711576,0.46049516201019286,4.56274609999673
6,0.5,1000,800,200,8,81260912,81260912,81760912,15febff6bf59bec6af71b38b368317088375b8f9c12b1e2c5823a4f4cd2809ab,b6cdb57c2791149fe91865e5b9ae552002448b7f197d447c1b6b452b2d59d1d8,1000,7000,0.9349523186683655,-0.7834705114364624,1.0,-1.0,-0.06504768133163452,0.2165294885635376,0.004231200846621874,0.04688501941758716,0.13642720401287078,0.4987431883811951,0.2667668497562408,0.46372347354888915,9.160490399997798
6,0.5,1000,800,200,8,81260912,81260912,81760912,15febff6bf59bec6af71b38b368317088375b8f9c12b1e2c5823a4f4cd2809ab,b6cdb57c2791149fe91865e5b9ae552002448b7f197d447c1b6b452b2d59d1d8,2000,14000,0.8964238166809082,-0.7531570196151733,1.0,-1.0,-0.1035761833190918,0.24684298038482666,0.01072802575095011,0.06093145696526392,0.12377748250961304,0.5346208024024963,0.3748366606235504,0.5398696732521057,19.245750899994164
6,0.5,1000,800,200,9,81260913,81260913,81760913,a8ec1d1c0c24125824c9e8354b0aea338b91fb56739326e6db2c1d585aae4a66,46af01833c670fff79b4004de987b46fc378c48e8120f36b17b743c6c8468168,200,1400,0.8785068392753601,-0.9138736724853516,1.0,-1.0,-0.12149316072463989,0.08612632751464844,0.014760588102863181,0.0074177442911604885,0.23452357888221742,0.4301563823223114,0.24260272681713105,0.4299061346054077,1.826583899994148
6,0.5,1000,800,200,9,81260913,81260913,81760913,a8ec1d1c0c24125824c9e8354b0aea338b91fb56739326e6db2c1d585aae4a66,46af01833c670fff79b4004de987b46fc378c48e8120f36b17b743c6c8468168,500,3500,0.8839959502220154,-0.939481258392334,1.0,-1.0,-0.11600404977798462,0.060518741607666016,0.013456939564893133,0.003662518085775446,0.17224607586860657,0.4714093124866486,0.21078108191490175,0.45988105416297914,8.646688799999538
6,0.5,1000,800,200,9,81260913,81260913,81760913,a8ec1d1c0c24125824c9e8354b0aea338b91fb56739326e6db2c1d585aae4a66,46af01833c670fff79b4004de987b46fc378c48e8120f36b17b743c6c8468168,1000,7000,0.8652018904685974,-0.8972302079200745,1.0,-1.0,-0.1347981095314026,0.10276979207992554,0.01817053033324001,0.010561630164151126,0.13295526742935182,0.5170734703540802,0.22595796585083008,0.514073292016983,20.92033929999161
6,0.5,1000,800,200,9,81260913,81260913,81760913,a8ec1d1c0c24125824c9e8354b0aea338b91fb56739326e6db2c1d585aae4a66,46af01833c670fff79b4004de987b46fc378c48e8120f36b17b743c6c8468168,2000,14000,0.7875663042068481,-0.8940742015838623,1.0,-1.0,-0.21243369579315186,0.1059257984161377,0.045128075108337384,0.011220274770096239,0.10266125679016114,0.5414312517642975,0.35230676889419554,0.584973554611206,45.77400320000015
6,0.5,1000,800,200,10,81260914,81260914,81760914,17b508536c4ffdfcd761076573bb0bf78f2eac59118fa7a91efa73e5feb57d2a,62dea26a2ca650bdaf85e963b11c2d0a40667e88244c00da7ac1b20c12f649e7,200,1400,0.8107943534851074,-0.7213221788406372,1.0,-1.0,-0.18920564651489258,0.2786778211593628,0.03579877667311848,0.07766132800612979,0.26565802574157715,0.4745178997516632,0.2727878212928772,0.4657488465309143,4.842155199992703
6,0.5,1000,800,200,10,81260914,81260914,81760914,17b508536c4ffdfcd761076573bb0bf78f2eac59118fa7a91efa73e5feb57d2a,62dea26a2ca650bdaf85e963b11c2d0a40667e88244c00da7ac1b20c12f649e7,500,3500,0.8091346621513367,-0.7659823894500732,1.0,-1.0,-0.19086533784866333,0.23401761054992676,0.036429577192084395,0.05476424204749719,0.17380659580230712,0.5451256346702575,0.24948067903518678,0.5073793983459473,12.193571299998439
6,0.5,1000,800,200,10,81260914,81260914,81760914,17b508536c4ffdfcd761076573bb0bf78f2eac59118fa7a91efa73e5feb57d2a,62dea26a2ca650bdaf85e963b11c2d0a40667e88244c00da7ac1b20c12f649e7,1000,7000,0.7602468132972717,-0.8190109729766846,1.0,-1.0,-0.23975318670272827,0.18098902702331543,0.05748159053411328,0.0327570279028464,0.1335952365398407,0.5979344940185547,0.2777080714702606,0.5569962644577027,24.400873099992168
6,0.5,1000,800,200,10,81260914,81260914,81760914,17b508536c4ffdfcd761076573bb0bf78f2eac59118fa7a91efa73e5feb57d2a,62dea26a2ca650bdaf85e963b11c2d0a40667e88244c00da7ac1b20c12f649e7,2000,14000,0.760901927947998,-0.8876299262046814,1.0,-1.0,-0.23909807205200195,0.1123700737953186,0.05716788805898432,0.012627033484765349,0.11150186449289322,0.6305381393432617,0.3679847025871277,0.6245448017120361,49.439519599996856
6,0.5,1000,800,200,11,81260915,81260915,81760915,75d1623ae3d4209c2352e774943d12f43d72700b7355d6ebdae567f5167d2415,05530be3d5daabd407ed3c63d2ba78a31df580778c0f5f7242d4ab58f880c178,200,1400,0.8739053606987,-0.9461211562156677,1.0,-1.0,-0.12609463930130005,0.053878843784332275,0.015899858060524963,0.0029029298075364807,0.28509039759635924,0.42551708698272706,0.28327452182769775,0.4241493570804596,5.274154400001862
6,0.5,1000,800,200,11,81260915,81260915,81760915,75d1623ae3d4209c2352e774943d12f43d72700b7355d6ebdae567f5167d2415,05530be3d5daabd407ed3c63d2ba78a31df580778c0f5f7242d4ab58f880c178,500,3500,0.8646813035011292,-0.9520274996757507,1.0,-1.0,-0.13531869649887085,0.04797250032424927,0.018311149622153522,0.002301360787360096,0.1819281733036041,0.47373043179512025,0.25772534251213075,0.4607826828956604,12.850765800001682
6,0.5,1000,800,200,11,81260915,81260915,81760915,75d1623ae3d4209c2352e774943d12f43d72700b7355d6ebdae567f5167d2415,05530be3d5daabd407ed3c63d2ba78a31df580778c0f5f7242d4ab58f880c178,1000,7000,0.921096682548523,-0.9475213289260864,1.0,-1.0,-0.07890331745147705,0.052478671073913574,0.006225733504848563,0.0027540109176840133,0.1457643312215805,0.48071298122406003,0.2623300313949585,0.45513756036758424,25.931413500002236
6,0.5,1000,800,200,11,81260915,81260915,81760915,75d1623ae3d4209c2352e774943d12f43d72700b7355d6ebdae567f5167d2415,05530be3d5daabd407ed3c63d2ba78a31df580778c0f5f7242d4ab58f880c178,2000,14000,0.9211261868476868,-0.9852703213691711,1.0,-1.0,-0.07887381315231323,0.014729678630828857,0.00622107840118602,0.00021696343256749628,0.10652744233608245,0.5139786386489869,0.324144104719162,0.5255846452713012,51.43889269999636
6,0.5,1000,800,200,12,81260916,81260916,81760916,74a5d0c94342c82624829ba3ad35d6f5a94ae235abf6a1e774bec1caaacb9627,e4b1f8b64e97310163bd5d98679ce271a816114b341c65c560599c9685a792eb,200,1400,0.8717983365058899,-0.9107124209403992,1.0,-1.0,-0.1282016634941101,0.08928757905960083,0.016435666522657044,0.007972271774324469,0.2708444118499756,0.4336678385734558,0.27783982157707215,0.4301965320110321,4.909418800001731
6,0.5,1000,800,200,12,81260916,81260916,81760916,74a5d0c94342c82624829ba3ad35d6f5a94ae235abf6a1e774bec1caaacb9627,e4b1f8b64e97310163bd5d98679ce271a816114b341c65c560599c9685a792eb,500,3500,0.8870289921760559,-0.8446305990219116,1.0,-1.0,-0.11297100782394409,0.15536940097808838,0.012762448608757637,0.02413965076029001,0.21302964627742768,0.5039888477325439,0.2584807711839676,0.4682632327079773,12.470100100006675
6,0.5,1000,800,200,12,81260916,81260916,81760916,74a5d0c94342c82624829ba3ad35d6f5a94ae235abf6a1e774bec1caaacb9627,e4b1f8b64e97310163bd5d98679ce271a816114b341c65c560599c9685a792eb,1000,7000,0.9350759387016296,-0.8367108106613159,1.0,-1.0,-0.06492406129837036,0.16328918933868408,0.004215133735474552,0.02666335935488462,0.15827372938394546,0.5561886525154114,0.28625120282173155,0.5143176555633545,25.199832300000708
6,0.5,1000,800,200,12,81260916,81260916,81760916,74a5d0c94342c82624829ba3ad35d6f5a94ae235abf6a1e774bec1caaacb9627,e4b1f8b64e97310163bd5d98679ce271a816114b341c65c560599c9685a792eb,2000,14000,0.9433532357215881,-0.8303607106208801,1.0,-1.0,-0.056646764278411865,0.16963928937911987,0.0032088559032139585,0.028777488501052773,0.13530170679092407,0.6363073635101318,0.390336332321167,0.6222639870643616,50.533767500004615
6,0.5,1000,800,200,13,81260917,81260917,81760917,91ec06885d525ca3c2d043d57ea689be205c3d6fecf42e6a45d362594c335ee7,56676a89f6b85d1e5840be0cfb256417eb9d52eeda212c6dac6756680fbf572e,200,1400,0.8831204175949097,-0.9318597316741943,1.0,-1.0,-0.11687958240509033,0.06814026832580566,0.013660836783188302,0.004643096167512795,0.2665908759832382,0.39439653158187865,0.2745722770690918,0.39088003516197206,4.899524299995392
6,0.5,1000,800,200,13,81260917,81260917,81760917,91ec06885d525ca3c2d043d57ea689be205c3d6fecf42e6a45d362594c335ee7,56676a89f6b85d1e5840be0cfb256417eb9d52eeda212c6dac6756680fbf572e,500,3500,0.8998867869377136,-0.9773479104042053,1.0,-1.0,-0.10011321306228638,0.022652089595794678,0.010022655429654748,0.0005131171630559095,0.2024235761165619,0.44742282152175905,0.24022501528263093,0.4232535171508789,13.265473199993721
6,0.5,1000,800,200,13,81260917,81260917,81760917,91ec06885d525ca3c2d043d57ea689be205c3d6fecf42e6a45d362594c335ee7,56676a89f6b85d1e5840be0cfb256417eb9d52eeda212c6dac6756680fbf572e,1000,7000,0.9099286198616028,-0.9403314590454102,1.0,-1.0,-0.09007138013839722,0.059668540954589844,0.008112853520035657,0.0035603347796495655,0.17125695288181306,0.4944556844234467,0.2695043909549713,0.4581556284427643,27.95102949999273
6,0.5,1000,800,200,13,81260917,81260917,81760917,91ec06885d525ca3c2d043d57ea689be205c3d6fecf42e6a45d362594c335ee7,56676a89f6b85d1e5840be0cfb256417eb9d52eeda212c6dac6756680fbf572e,2000,14000,0.9087115526199341,-0.9189203381538391,1.0,-1.0,-0.09128844738006592,0.08107966184616089,0.008333580625063064,0.006573911565087798,0.11075525015592574,0.5617469024658203,0.3590931451320648,0.5354600238800049,60.60482989999582
6,0.5,1000,800,200,14,81260918,81260918,81760918,0ad2c1321261451143f10086aa160fa5d12a76c26bc6e8f9d5cba765eead3d76,0ada7864c54b9f139de1f4ebc0859ef74f9de35ace6553853f45c9d324f15d76,200,1400,0.806603729724884,-1.133626937866211,1.0,-1.0,-0.19339627027511597,-0.13362693786621094,0.037402117356325704,0.0178561585235002,0.2788947033882141,0.4893169128894806,0.28440224766731265,0.48254592895507814,5.146621599997161
6,0.5,1000,800,200,14,81260918,81260918,81760918,0ad2c1321261451143f10086aa160fa5d12a76c26bc6e8f9d5cba765eead3d76,0ada7864c54b9f139de1f4ebc0859ef74f9de35ace6553853f45c9d324f15d76,500,3500,0.8384314775466919,-1.199573040008545,1.0,-1.0,-0.1615685224533081,-0.19957304000854492,0.026104387447745125,0.03982939829825227,0.20842699110507965,0.5543584799766541,0.31694802522659304,0.5536283266544342,13.065704799999367
6,0.5,1000,800,200,14,81260918,81260918,81760918,0ad2c1321261451143f10086aa160fa5d12a76c26bc6e8f9d5cba765eead3d76,0ada7864c54b9f139de1f4ebc0859ef74f9de35ace6553853f45c9d324f15d76,1000,7000,0.874794602394104,-1.1819167137145996,1.0,-1.0,-0.125205397605896,-0.1819167137145996,0.015676391589650507,0.033093690728719594,0.14805594205856323,0.631358642578125,0.356142053604126,0.6217041301727295,25.614793599990662
6,0.5,1000,800,200,14,81260918,81260918,81760918,0ad2c1321261451143f10086aa160fa5d12a76c26bc6e8f9d5cba765eead3d76,0ada7864c54b9f139de1f4ebc0859ef74f9de35ace6553853f45c9d324f15d76,2000,14000,0.8715884685516357,-1.2601208686828613,1.0,-1.0,-0.12841153144836426,-0.26012086868286133,0.016489521408914243,0.06766286632432639,0.131849045753479,0.6847209429740906,0.5000802862644196,0.7912509632110596,50.93103110000084
6,0.5,1000,800,200,15,81260919,81260919,81760919,269c04371a2b418afc4a545328a4c3bd261f8692a36c7ed278d2f03322808c66,de0f4169ce2864a974ed088ccff46e1346888f0c84fdf75e31ef9ba75d3e12d4,200,1400,0.9202011227607727,-0.8815628290176392,1.0,-1.0,-0.0797988772392273,0.11843717098236084,0.006367860808641268,0.014027363470304977,0.2822291374206543,0.4373890781402588,0.2898154318332672,0.4308237898349762,4.927382400011993
6,0.5,1000,800,200,15,81260919,81260919,81760919,269c04371a2b418afc4a545328a4c3bd261f8692a36c7ed278d2f03322808c66,de0f4169ce2864a974ed088ccff46e1346888f0c84fdf75e31ef9ba75d3e12d4,500,3500,1.0111916065216064,-0.877402126789093,1.0,-1.0,0.011191606521606445,0.12259787321090698,0.00012525205653446392,0.015030238515837624,0.2206082308292389,0.46846864819526673,0.27281084179878234,0.46831273794174194,12.45488300001307
6,0.5,1000,800,200,15,81260919,81260919,81760919,269c04371a2b418afc4a545328a4c3bd261f8692a36c7ed278d2f03322808c66,de0f4169ce2864a974ed088ccff46e1346888f0c84fdf75e31ef9ba75d3e12d4,1000,7000,1.00141179561615,-0.9627531170845032,1.0,-1.0,0.0014117956161499023,0.037246882915496826,1.9931668617800824e-06,0.0013873302869207293,0.1884952300786972,0.5242458057403564,0.37903559565544126,0.5230836033821106,25.360164600002463
6,0.5,1000,800,200,15,81260919,81260919,81760919,269c04371a2b418afc4a545328a4c3bd261f8692a36c7ed278d2f03322808c66,de0f4169ce2864a974ed088ccff46e1346888f0c84fdf75e31ef9ba75d3e12d4,2000,14000,1.0086065530776978,-1.0005189180374146,1.0,-1.0,0.008606553077697754,-0.0005189180374145508,7.407275587922868e-05,2.692759295541691e-07,0.12960710674524306,0.5816475725173951,0.41260129332542417,0.5731272149085999,50.5483782000083
