case,tau,n_total,n_fit,n_val,replication,seed,data_seed,fit_seed,data_sha256,initialization_sha256,epoch,optimizer_updates,theta_hat_1,theta_hat_2,theta0_1,theta0_2,error_theta1,error_theta2,squared_error_theta1,squared_error_theta2,train_check_loss,validation_check_loss,train_check_loss_clipped,validation_check_loss_clipped,elapsed_time,theta_hat_1_at_200,theta_hat_2_at_200,train_check_loss_at_200,validation_check_loss_at_200,delta_theta1,delta_abs_error_theta1,delta_theta2,delta_abs_error_theta2,delta_train_check_loss,delta_validation_check_loss
6,0.5,2000,1600,400,43,82260947,82260947,82760947,4401fb66fda8487f6d683360dd0cfd917a1e4a9734c107e8f23a056ebb83635e,11c843bf52ac40968e27680721162a332c1ad1ab7ba32ad1be994e1670ed8649,2000,26000,1.0871366262435913,-0.9634538292884827,1.0,-1.0,0.08713662624359131,0.036546170711517334,0.007592791633115326,0.0013356225936753674,0.1774909645318985,0.5280432772636413,0.4738630819320679,0.5793162560462952,90.92453309999837,1.0498969554901123,-0.9245704412460327,0.28298144102096556,0.4268099224567413,0.037239670753479004,0.037239670753479004,-0.03888338804244995,-0.03888338804244995,-0.10549047648906706,0.10123335480689999
6,0.5,2000,1600,400,44,82260948,82260948,82760948,9d620d0d4477efbe920b33af97ce9c2066646edb2bfe62fab59b255152c38006,0da0c8d132d9dc5a3e0a92dc00cac7e9a4cf3615270bd7b93e7cd5a7980c486e,500,6500,0.9095142483711243,-1.0181267261505127,1.0,-1.0,-0.09048575162887573,-0.018126726150512695,0.008187671247842587,0.0003285782009356808,0.24663381576538085,0.4956560158729553,0.3083675992488861,0.5015039038658142,22.84486620000098,0.8953455686569214,-1.0130701065063477,0.2784998345375061,0.4593573355674744,0.01416867971420288,-0.01416867971420288,-0.005056619644165039,0.005056619644165039,-0.03186601877212525,0.036298680305480946
6,0.5,2000,1600,400,44,82260948,82260948,82760948,9d620d0d4477efbe920b33af97ce9c2066646edb2bfe62fab59b255152c38006,0da0c8d132d9dc5a3e0a92dc00cac7e9a4cf3615270bd7b93e7cd5a7980c486e,1000,13000,0.8969055414199829,-1.0438969135284424,1.0,-1.0,-0.10309445858001709,-0.04389691352844238,0.01062846738990686,0.0019269390173235479,0.20700638771057128,0.5520622372627259,0.35799015045166016,0.5614918303489685,45.84387799999968,0.8953455686569214,-1.0130701065063477,0.2784998345375061,0.4593573355674744,0.0015599727630615234,-0.0015599727630615234,-0.030826807022094727,0.030826807022094727,-0.07149344682693481,0.09270490169525147
6,0.5,2000,1600,400,44,82260948,82260948,82760948,9d620d0d4477efbe920b33af97ce9c2066646edb2bfe62fab59b255152c38006,0da0c8d132d9dc5a3e0a92dc00cac7e9a4cf3615270bd7b93e7cd5a7980c486e,2000,26000,0.9235493540763855,-1.0933548212051392,1.0,-1.0,-0.0764506459236145,-0.09335482120513916,0.005844701262137875,0.0087151226422435,0.18136171340942384,0.5807773661613465,0.47740946054458616,0.6386564183235168,92.36979070000234,0.8953455686569214,-1.0130701065063477,0.2784998345375061,0.4593573355674744,0.02820378541946411,-0.02820378541946411,-0.0802847146987915,0.0802847146987915,-0.09713812112808226,0.12142003059387207
6,0.5,2000,1600,400,45,82260949,82260949,82760949,1b44a586bbf3e0142913a9b684cab6afb296f8d4e1fa223dd4135547d25453f0,09963d5da594265befe8aa38b4fb1986ba23ba9c84dba444a40cb620df929ea8,500,6500,1.0243667364120483,-0.8880951404571533,1.0,-1.0,0.02436673641204834,0.11190485954284668,0.0005937378433742424,0.012522697589304244,0.22068991065025328,0.44884457349777224,0.2840743088722229,0.4404189133644104,22.197975999995833,0.9822158217430115,-0.864454448223114,0.28260554194450377,0.4047399628162384,0.042150914669036865,0.0065825581550598145,-0.023640692234039307,-0.023640692234039307,-0.061915631294250484,0.04410461068153382
6,0.5,2000,1600,400,45,82260949,82260949,82760949,1b44a586bbf3e0142913a9b684cab6afb296f8d4e1fa223dd4135547d25453f0,09963d5da594265befe8aa38b4fb1986ba23ba9c84dba444a40cb620df929ea8,1000,13000,1.0089832544326782,-0.9109514355659485,1.0,-1.0,0.008983254432678223,0.08904856443405151,8.069886020223294e-05,0.007929646827765424,0.18855977058410645,0.4720419812202454,0.31999276995658876,0.4689115655422211,44.76636249999865,0.9822158217430115,-0.864454448223114,0.28260554194450377,0.4047399628162384,0.026767432689666748,-0.008800923824310303,-0.04649698734283447,-0.04649698734283447,-0.09404577136039732,0.06730201840400696
6,0.5,2000,1600,400,45,82260949,82260949,82760949,1b44a586bbf3e0142913a9b684cab6afb296f8d4e1fa223dd4135547d25453f0,09963d5da594265befe8aa38b4fb1986ba23ba9c84dba444a40cb620df929ea8,2000,26000,0.9819141030311584,-0.9185980558395386,1.0,-1.0,-0.018085896968841553,0.08140194416046143,0.00032709966916755207,0.00662627651310288,0.1707382792234421,0.5073921263217926,0.43668131113052366,0.5416072058677673,72.58719859999837,0.9822158217430115,-0.864454448223114,0.28260554194450377,0.4047399628162384,-0.00030171871185302734,0.00030171871185302734,-0.05414360761642456,-0.05414360761642456,-0.11186726272106168,0.10265216350555423
6,0.5,2000,1600,400,46,82260950,82260950,82760950,3b268dce9d46bd3685b9b6902630592d7dea0af1765f90096e47d4d7ebc870e7,d058c48b6867f2d15f40c659a23e2a836085c5cded94dae746b47f39cd2d1958,500,6500,0.983762800693512,-1.0155075788497925,1.0,-1.0,-0.016237199306488037,-0.01550757884979248,0.0002636466413186156,0.00024048500178253107,0.24875388622283937,0.5190921425819397,0.3059234690666199,0.4975726008415222,22.928065400003106,1.0009539127349854,-1.032477855682373,0.286758531332016,0.4746754610538483,-0.01719111204147339,0.015283286571502686,0.016970276832580566,-0.016970276832580566,-0.038004645109176644,0.04441668152809142
6,0.5,2000,1600,400,46,82260950,82260950,82760950,3b268dce9d46bd3685b9b6902630592d7dea0af1765f90096e47d4d7ebc870e7,d058c48b6867f2d15f40c659a23e2a836085c5cded94dae746b47f39cd2d1958,1000,13000,0.9833965301513672,-0.9700361490249634,1.0,-1.0,-0.016603469848632812,0.02996385097503662,0.0002756752110144589,0.0008978323652542031,0.21052494049072265,0.561903829574585,0.33189270973205565,0.5159638810157776,46.18198850000044,1.0009539127349854,-1.032477855682373,0.286758531332016,0.4746754610538483,-0.017557382583618164,0.01564955711364746,0.06244170665740967,-0.0025140047073364258,-0.07623359084129336,0.08722836852073668
6,0.5,2000,1600,400,46,82260950,82260950,82760950,3b268dce9d46bd3685b9b6902630592d7dea0af1765f90096e47d4d7ebc870e7,d058c48b6867f2d15f40c659a23e2a836085c5cded94dae746b47f39cd2d1958,2000,26000,0.9779062271118164,-0.9461840391159058,1.0,-1.0,-0.022093772888183594,0.05381596088409424,0.0004881348004346364,0.002896157645878361,0.20067225098609925,0.5960998582839966,0.4920076632499695,0.616756615638733,91.96512930000608,1.0009539127349854,-1.032477855682373,0.286758531332016,0.4746754610538483,-0.023047685623168945,0.021139860153198242,0.08629381656646729,0.02133810520172119,-0.08608628034591675,0.1214243972301483
6,0.5,2000,1600,400,47,82260951,82260951,82760951,fc646f1793f3d7e11f2a1ddd61e3c24375d518792e1828f12d8981a037868655,a9c484a14adccacbf7ce89f88a2d1e681fa1d879cbb324417dc6ecc0a27b3d6e,500,6500,0.9513800740242004,-1.0058650970458984,1.0,-1.0,-0.04861992597579956,-0.0058650970458984375,0.002363897201892229,3.439936335780658e-05,0.2509057343006134,0.44732123494148257,0.3125655448436737,0.43601219296455385,22.83541139999579,0.9338018894195557,-0.9510398507118225,0.29036868929862975,0.4081848728656769,0.017578184604644775,-0.017578184604644775,-0.05482524633407593,-0.04309505224227905,-0.03946295499801633,0.039136362075805675
6,0.5,2000,1600,400,47,82260951,82260951,82760951,fc646f1793f3d7e11f2a1ddd61e3c24375d518792e1828f12d8981a037868655,a9c484a14adccacbf7ce89f88a2d1e681fa1d879cbb324417dc6ecc0a27b3d6e,1000,13000,0.9732007384300232,-1.008183240890503,1.0,-1.0,-0.026799261569976807,-0.00818324089050293,0.0007182004206960357,6.696543147199918e-05,0.22746057987213134,0.4627623200416565,0.3644104862213135,0.45894302606582643,47.64051820000168,0.9338018894195557,-0.9510398507118225,0.29036868929862975,0.4081848728656769,0.03939884901046753,-0.03939884901046753,-0.05714339017868042,-0.04077690839767456,-0.06290810942649841,0.05457744717597962
6,0.5,2000,1600,400,47,82260951,82260951,82760951,fc646f1793f3d7e11f2a1ddd61e3c24375d518792e1828f12d8981a037868655,a9c484a14adccacbf7ce89f88a2d1e681fa1d879cbb324417dc6ecc0a27b3d6e,2000,26000,0.9955272078514099,-1.0227793455123901,1.0,-1.0,-0.004472792148590088,-0.022779345512390137,2.0005869604489135e-05,0.0005188985819728487,0.19854844152927398,0.5045627140998841,0.5421167182922363,0.6380624556541443,94.8168325000006,0.9338018894195557,-0.9510398507118225,0.29036868929862975,0.4081848728656769,0.06172531843185425,-0.06172531843185425,-0.07173949480056763,-0.026180803775787354,-0.09182024776935577,0.09637784123420717
6,0.5,2000,1600,400,48,82260952,82260952,82760952,f30ae26b2e22318bb9ffb544fe2db7bca4e9ad0d4a3acb2d074d17946ed60854,b9e01ea1332faddc383b3a0cf190e0bf1a0b67dd7d68960ccce8b3ac078ead56,500,6500,1.0269982814788818,-0.8888490200042725,1.0,-1.0,0.026998281478881836,0.11115097999572754,0.000728907202812934,0.012354540354010624,0.21779099225997925,0.44840519547462465,0.2941501021385193,0.47345069885253904,24.67260800000804,0.963116466999054,-0.8963841795921326,0.2688806879520416,0.4116103494167328,0.06388181447982788,-0.009885251522064209,0.007535159587860107,0.007535159587860107,-0.05108969569206237,0.03679484605789185
