design,sigma,scale,error_law,n_total,epoch,coef,Q,mean_theta,bias_vs_theta0,rmse_vs_theta0,mean_train_check,mean_val_check,mean_hetero_ratio,theta_tau,bias_vs_theta_tau,rmse_vs_theta_tau
case6_c10_t3,paper_case6,10.0,t3,400,100,1,20,0.09549117920687422,-0.9045088207931258,1.0269403213422263,8.418200612068178,12.572057056427003,4.583988587774712,1.0,-0.9045088207931258,1.0269403213422263
case6_c10_t3,paper_case6,10.0,t3,400,100,2,20,-0.08084171721711755,0.9191582827828825,0.9899967510098321,8.418200612068178,12.572057056427003,4.583988587774712,-1.0,0.9191582827828825,0.9899967510098321
case6_c10_t3,paper_case6,10.0,t3,400,150,1,20,0.10392507128417491,-0.8960749287158251,1.0691535842731354,7.295746955871583,13.197162246704101,4.583988587774712,1.0,-0.8960749287158251,1.0691535842731354
case6_c10_t3,paper_case6,10.0,t3,400,150,2,20,-0.07619526336202398,0.923804736637976,1.0037696595237804,7.295746955871583,13.197162246704101,4.583988587774712,-1.0,0.923804736637976,1.0037696595237804
case6_c10_t3,paper_case6,10.0,t3,400,200,1,20,0.09009495563805103,-0.909905044361949,1.123929083139184,6.47156512260437,13.660514211654663,4.583988587774712,1.0,-0.909905044361949,1.123929083139184
case6_c10_t3,paper_case6,10.0,t3,400,200,2,20,-0.07802049620077015,0.9219795037992299,1.013530138026104,6.47156512260437,13.660514211654663,4.583988587774712,-1.0,0.9219795037992299,1.013530138026104
case6_c1_t3,paper_case6,1.0,t3,400,10,1,20,0.1033890686929226,-0.8966109313070774,0.9843515678993298,1.1705887269973756,1.2574062407016755,4.8175266875421645,1.0,-0.8966109313070774,0.9843515678993298
case6_c1_t3,paper_case6,1.0,t3,400,10,2,20,0.03804318606853485,1.0380431860685349,1.0956138843664542,1.1705887269973756,1.2574062407016755,4.8175266875421645,-1.0,1.0380431860685349,1.0956138843664542
case6_c1_t3,paper_case6,1.0,t3,400,20,1,20,0.14888257514685393,-0.8511174248531461,0.9350111620415459,1.0946920180320738,1.214127817749977,4.8175266875421645,1.0,-0.8511174248531461,0.9350111620415459
case6_c1_t3,paper_case6,1.0,t3,400,20,2,20,-0.011016018246300519,0.9889839817536995,1.0413889032732315,1.0946920180320738,1.214127817749977,4.8175266875421645,-1.0,0.9889839817536995,1.0413889032732315
case6_c1_t3,paper_case6,1.0,t3,400,40,1,20,0.24777985718101264,-0.7522201428189874,0.8297808865015271,1.0142431616783143,1.2190427780151367,4.8175266875421645,1.0,-0.7522201428189874,0.8297808865015271
case6_c1_t3,paper_case6,1.0,t3,400,40,2,20,-0.12860330871772022,0.8713966912822798,0.9199058198471303,1.0142431616783143,1.2190427780151367,4.8175266875421645,-1.0,0.8713966912822798,0.9199058198471303
case6_c1_t3,paper_case6,1.0,t3,400,60,1,20,0.3389787878841162,-0.6610212121158838,0.7383619483651033,0.9271525609493254,1.2418830394744873,4.8175266875421645,1.0,-0.6610212121158838,0.7383619483651033
case6_c1_t3,paper_case6,1.0,t3,400,60,2,20,-0.23303719963878394,0.7669628003612161,0.8149924667371916,0.9271525609493254,1.2418830394744873,4.8175266875421645,-1.0,0.7669628003612161,0.8149924667371916
case6_c1_t3,paper_case6,1.0,t3,400,80,1,20,0.41026035221293566,-0.5897396477870643,0.6681818924627076,0.8410242199897766,1.2813785552978516,4.8175266875421645,1.0,-0.5897396477870643,0.6681818924627076
case6_c1_t3,paper_case6,1.0,t3,400,80,2,20,-0.3139471450820565,0.6860528549179434,0.733886959845896,0.8410242199897766,1.2813785552978516,4.8175266875421645,-1.0,0.6860528549179434,0.733886959845896
case6_c1_t3,paper_case6,1.0,t3,400,100,1,20,0.46493057496845724,-0.5350694250315428,0.6150955485974425,0.7641582110524177,1.317565244436264,4.8175266875421645,1.0,-0.5350694250315428,0.6150955485974425
case6_c1_t3,paper_case6,1.0,t3,400,100,2,20,-0.37395390346646307,0.6260460965335369,0.6735260286855647,0.7641582110524177,1.317565244436264,4.8175266875421645,-1.0,0.6260460965335369,0.6735260286855647
case6_c1_t3,paper_case6,1.0,t3,400,150,1,20,0.5367743317969144,-0.46322566820308564,0.547981256235101,0.6319747290015221,1.3798252940177917,4.8175266875421645,1.0,-0.46322566820308564,0.547981256235101
