design,sigma,scale,error_law,n_total,n_fit,n_val,replication,data_seed,fit_seed,epoch,theta_hat_1,theta_hat_2,error_theta1,error_theta2,train_check_loss,val_check_loss,mean_sigma,hetero_ratio,p10_sigma,p90_sigma
case6_c1_t3,paper_case6,1.0,t3,400,320,80,10,436261095,436261112,80,0.3884548842906952,-0.07401301711797714,-0.6115451157093048,0.9259869828820229,0.7598842501640319,1.3409762382507324,1.9437408625979455,5.249770807811711,0.6177616615543012,3.2431071370130287
case6_c1_t3,paper_case6,1.0,t3,400,320,80,10,436261095,436261112,100,0.47483980655670166,-0.17973634600639343,-0.5251601934432983,0.8202636539936066,0.7011487483978271,1.3663036823272705,1.9437408625979455,5.249770807811711,0.6177616615543012,3.2431071370130287
case6_c1_t3,paper_case6,1.0,t3,400,320,80,10,436261095,436261112,150,0.6185368299484253,-0.35620900988578796,-0.3814631700515747,0.643790990114212,0.5751436829566956,1.3888946771621704,1.9437408625979455,5.249770807811711,0.6177616615543012,3.2431071370130287
case6_c1_t3,paper_case6,1.0,t3,400,320,80,10,436261095,436261112,200,0.7196428775787354,-0.3870830237865448,-0.28035712242126465,0.6129169762134552,0.4785941779613495,1.451589822769165,1.9437408625979455,5.249770807811711,0.6177616615543012,3.2431071370130287
case6_c1_t3,paper_case6,1.0,t3,400,320,80,11,553891392,553891409,10,0.46147802472114563,-0.22537752985954285,-0.5385219752788544,0.7746224701404572,1.1762192249298096,1.0403887033462524,1.9455327439629757,4.7889867810436595,0.6787109446705339,3.250337742176842
case6_c1_t3,paper_case6,1.0,t3,400,320,80,11,553891392,553891409,20,0.4948588013648987,-0.2443070113658905,-0.5051411986351013,0.7556929886341095,1.1232161045074462,1.0305567979812622,1.9455327439629757,4.7889867810436595,0.6787109446705339,3.250337742176842
case6_c1_t3,paper_case6,1.0,t3,400,320,80,11,553891392,553891409,40,0.550934374332428,-0.3443835377693176,-0.449065625667572,0.6556164622306824,1.072636342048645,1.0609347820281982,1.9455327439629757,4.7889867810436595,0.6787109446705339,3.250337742176842
case6_c1_t3,paper_case6,1.0,t3,400,320,80,11,553891392,553891409,60,0.6052052974700928,-0.4428856074810028,-0.3947947025299072,0.5571143925189972,1.0090107679367066,1.1145954132080078,1.9455327439629757,4.7889867810436595,0.6787109446705339,3.250337742176842
case6_c1_t3,paper_case6,1.0,t3,400,320,80,11,553891392,553891409,80,0.6462496519088745,-0.5241161584854126,-0.3537503480911255,0.4758838415145874,0.9181450128555297,1.2207860946655273,1.9455327439629757,4.7889867810436595,0.6787109446705339,3.250337742176842
case6_c1_t3,paper_case6,1.0,t3,400,320,80,11,553891392,553891409,100,0.674522340297699,-0.5961065888404846,-0.325477659702301,0.4038934111595154,0.8036133885383606,1.3351858854293823,1.9455327439629757,4.7889867810436595,0.6787109446705339,3.250337742176842
case6_c1_t3,paper_case6,1.0,t3,400,320,80,11,553891392,553891409,150,0.6806703209877014,-0.7249904870986938,-0.3193296790122986,0.27500951290130615,0.6437661647796631,1.5250344276428223,1.9455327439629757,4.7889867810436595,0.6787109446705339,3.250337742176842
case6_c1_t3,paper_case6,1.0,t3,400,320,80,11,553891392,553891409,200,0.6253151893615723,-0.792683482170105,-0.37468481063842773,0.20731651782989502,0.5417778968811036,1.638045310974121,1.9455327439629757,4.7889867810436595,0.6787109446705339,3.250337742176842
case6_c1_t3,paper_case6,1.0,t3,400,320,80,12,946338201,946338218,10,-0.41605857014656067,0.3903627395629883,-1.4160585701465607,1.3903627395629883,1.3524497985839843,1.3055474758148193,2.022433635709083,4.302084005907057,0.7642448655270765,3.2878456125806252
case6_c1_t3,paper_case6,1.0,t3,400,320,80,12,946338201,946338218,20,-0.35438987612724304,0.32229647040367126,-1.354389876127243,1.3222964704036713,1.2631084203720093,1.2610570192337036,2.022433635709083,4.302084005907057,0.7642448655270765,3.2878456125806252
case6_c1_t3,paper_case6,1.0,t3,400,320,80,12,946338201,946338218,40,-0.21969227492809296,0.15746678411960602,-1.219692274928093,1.157466784119606,1.179484486579895,1.2802584171295166,2.022433635709083,4.302084005907057,0.7642448655270765,3.2878456125806252
case6_c1_t3,paper_case6,1.0,t3,400,320,80,12,946338201,946338218,60,-0.10239863395690918,0.010210253298282623,-1.1023986339569092,1.0102102532982826,1.095631194114685,1.3307634592056274,2.022433635709083,4.302084005907057,0.7642448655270765,3.2878456125806252
case6_c1_t3,paper_case6,1.0,t3,400,320,80,12,946338201,946338218,80,-0.0097732525318861,-0.10363273322582245,-1.009773252531886,0.8963672667741776,0.9871041059494019,1.364874243736267,2.022433635709083,4.302084005907057,0.7642448655270765,3.2878456125806252
case6_c1_t3,paper_case6,1.0,t3,400,320,80,12,946338201,946338218,100,0.046377748250961304,-0.20178602635860443,-0.9536222517490387,0.7982139736413956,0.8879368543624878,1.4030312299728394,2.022433635709083,4.302084005907057,0.7642448655270765,3.2878456125806252
case6_c1_t3,paper_case6,1.0,t3,400,320,80,12,946338201,946338218,150,0.12423320859670639,-0.2864695191383362,-0.8757667914032936,0.7135304808616638,0.7380255699157715,1.4220249652862549,2.022433635709083,4.302084005907057,0.7642448655270765,3.2878456125806252
case6_c1_t3,paper_case6,1.0,t3,400,320,80,12,946338201,946338218,200,0.17277826368808746,-0.326572448015213,-0.8272217363119125,0.673427551984787,0.6711591005325317,1.456512689590454,2.022433635709083,4.302084005907057,0.7642448655270765,3.2878456125806252
case6_c1_t3,paper_case6,1.0,t3,400,320,80,13,973641835,973641852,10,0.260476291179657,-0.37965160608291626,-0.739523708820343,0.6203483939170837,1.1538506031036377,1.0904637575149536,1.986133451953287,4.8513514912269455,0.6748908141387387,3.2741325575873375
case6_c1_t3,paper_case6,1.0,t3,400,320,80,13,973641835,973641852,20,0.2634146511554718,-0.4221477806568146,-0.7365853488445282,0.5778522193431854,1.0858359336853027,1.0609519481658936,1.986133451953287,4.8513514912269455,0.6748908141387387,3.2741325575873375
case6_c1_t3,paper_case6,1.0,t3,400,320,80,13,973641835,973641852,40,0.24639275670051575,-0.5129615068435669,-0.7536072432994843,0.4870384931564331,1.010675859451294,1.1090831756591797,1.986133451953287,4.8513514912269455,0.6748908141387387,3.2741325575873375
case6_c1_t3,paper_case6,1.0,t3,400,320,80,13,973641835,973641852,60,0.25901103019714355,-0.6038616895675659,-0.7409889698028564,0.3961383104324341,0.9303534030914307,1.076845407485962,1.986133451953287,4.8513514912269455,0.6748908141387387,3.2741325575873375
case6_c1_t3,paper_case6,1.0,t3,400,320,80,13,973641835,973641852,80,0.2341695874929428,-0.6728014945983887,-0.7658304125070572,0.32719850540161133,0.8287852048873902,1.0758850574493408,1.986133451953287,4.8513514912269455,0.6748908141387387,3.2741325575873375
case6_c1_t3,paper_case6,1.0,t3,400,320,80,13,973641835,973641852,100,0.2638698220252991,-0.7176427245140076,-0.7361301779747009,0.28235727548599243,0.7527031183242798,1.0865659713745117,1.986133451953287,4.8513514912269455,0.6748908141387387,3.2741325575873375
case6_c1_t3,paper_case6,1.0,t3,400,320,80,13,973641835,973641852,150,0.3482044041156769,-0.8125959038734436,-0.6517955958843231,0.1874040961265564,0.6350171685218811,1.0940152406692505,1.986133451953287,4.8513514912269455,0.6748908141387387,3.2741325575873375
