case,case_name,replicate,n,n_train,n_validation,n_test,n_eval,tau,epoch,data_seed,init_seed,training_seed,test_seed,eval_seed,theta_error_l2,m_l2_error,q_l2_error,linear_error_mse,nonlinear_error_mse,cross_error_moment,cancellation_fraction,q_mse,decomposition_residual,max_float32_prediction_gap,optimizer_steps,learning_rate,model_instance,fit_calls,theta_hat_1,theta_true_1,theta_error_1,abs_theta_error_1,theta_hat_2,theta_true_2,theta_error_2,abs_theta_error_2,train_check_loss,validation_check_loss,test_check_loss
3,deep,1,1000,800,200,10000,10000,0.5,1,51260905,51760905,1051760905,2051260905,3051260905,1.414054114575622,2.2383007497443757,1.7178412546740975,1.0809448189489823,5.009990246306234,-1.5699782444974701,0.5155130460848827,2.9509785762602774,1.3322676295501878e-15,1.1364075147568542e-07,7,0.005,1,1,0.2519114315509796,1.0,-0.7480885684490204,0.7480885684490204,0.1999635547399521,-1.0,1.199963554739952,1.199963554739952,0.9336781918457996,0.9064170332261798,0.8782449552005174
3,deep,1,1000,800,200,10000,10000,0.5,2,51260905,51760905,1051760905,2051260905,3051260905,1.42349203955569,1.9919501470112078,1.5206533204054797,1.1780334833056134,3.9678653881779726,-1.4167561753116877,0.5506350632589211,2.3123865208602106,-4.440892098500626e-16,1.1404341915266514e-07,14,0.005,1,1,0.28498804569244385,1.0,-0.7150119543075562,0.7150119543075562,0.23088890314102173,-1.0,1.2308889031410217,1.2308889031410217,0.8745047037099275,0.8477121982175242,0.8206206472547403
3,deep,1,1000,800,200,10000,10000,0.5,5,51260905,51760905,1051760905,2051260905,3051260905,1.4029003916349367,1.3108667988538838,1.0237677208072984,1.2561508862206117,1.7183717643374286,-0.963211152195535,0.6476408253370202,1.0481003461669705,2.220446049250313e-16,2.4829335920628637e-07,35,0.005,1,1,0.346889853477478,1.0,-0.653110146522522,0.653110146522522,0.24160245060920715,-1.0,1.2416024506092072,1.2416024506092072,0.7264093226521118,0.6997476240097089,0.6909516061525504
3,deep,1,1000,800,200,10000,10000,0.5,10,51260905,51760905,1051760905,2051260905,3051260905,1.2748397623203596,0.8875556734747354,0.7710923996488893,1.058794898097404,0.7877550735171912,-0.6259832414091564,0.6780030338001697,0.5945834887962824,0.0,2.8764619308674355e-07,70,0.005,1,1,0.41731905937194824,1.0,-0.5826809406280518,0.5826809406280518,0.13388682901859283,-1.0,1.1338868290185928,1.1338868290185928,0.6465835427595934,0.6424073083314741,0.6362496022304432
3,deep,1,1000,800,200,10000,10000,0.5,20,51260905,51760905,1051760905,2051260905,3051260905,1.0171186666588141,0.8678570138814166,0.6974713896163441,0.7767134381192041,0.7531757965431692,-0.5217114476645096,0.6820251242301794,0.48646633933335415,0.0,2.6990535673121485e-07,140,0.005,1,1,0.5993765592575073,1.0,-0.4006234407424927,0.4006234407424927,-0.06510362029075623,-1.0,0.9348963797092438,0.9348963797092438,0.6014117065112058,0.6188774111201314,0.6216071345056418
3,deep,1,1000,800,200,10000,10000,0.5,30,51260905,51760905,1051760905,2051260905,3051260905,0.8076288488915281,0.8268023029244023,0.6384833782929551,0.5722495179833188,0.683602048121095,-0.4240952708740145,0.6753907584628587,0.40766102435638485,0.0,2.7272516511800404e-07,210,0.005,1,1,0.746849536895752,1.0,-0.25315046310424805,0.25315046310424805,-0.23307158052921295,-1.0,0.766928419470787,0.766928419470787,0.5670181125841242,0.60622322655893,0.6074211905006661
3,deep,1,1000,800,200,10000,10000,0.5,50,51260905,51760905,1051760905,2051260905,3051260905,0.536625457362515,0.8276443064419221,0.6493867285124177,0.2886406092528593,0.6849950979857303,-0.2759662920352645,0.5668779195002118,0.4217031231680606,0.0,2.859392544962702e-07,350,0.005,1,1,0.8752573132514954,1.0,-0.12474268674850464,0.12474268674850464,-0.4780745804309845,-1.0,0.5219254195690155,0.5219254195690155,0.529286220670908,0.6076738408621613,0.60715510601462
3,deep,1,1000,800,200,10000,10000,0.5,75,51260905,51760905,1051760905,2051260905,3051260905,0.3835046624548748,0.7455201237104,0.704374261941844,0.14035780515159677,0.5558002548571701,-0.10000747956132466,0.2873125668043411,0.49614310088611757,0.0,2.997784722680308e-07,525,0.005,1,1,0.8988102078437805,1.0,-0.10118979215621948,0.10118979215621948,-0.6300858855247498,-1.0,0.36991411447525024,0.36991411447525024,0.48444826066751373,0.6021861666287794,0.6216211656104801
3,deep,1,1000,800,200,10000,10000,0.5,100,51260905,51760905,1051760905,2051260905,3051260905,0.2936927578291556,0.7857780990984519,0.7948549811249371,0.08607408419183384,0.6174472210227765,-0.03586343209774306,0.10195407539734098,0.6317944410191242,0.0,3.3197454918365565e-07,700,0.005,1,1,0.9308702945709229,1.0,-0.06912970542907715,0.06912970542907715,-0.7145590782165527,-1.0,0.28544092178344727,0.28544092178344727,0.4546449758991396,0.6303325906306401,0.6404053314300847
3,deep,1,1000,800,200,10000,10000,0.5,150,51260905,51760905,1051760905,2051260905,3051260905,0.2190989662767252,0.9744191352141096,0.9335144796836549,0.047955292027604866,0.9494926510714132,-0.06299932965998667,0.1263210377962204,0.8714492837790448,1.1102230246251565e-16,4.7214212628432506e-07,1050,0.005,1,1,0.9485839605331421,1.0,-0.05141603946685791,0.05141603946685791,-0.7870193719863892,-1.0,0.21298062801361084,0.21298062801361084,0.40853701880524845,0.6544095481086074,0.6691046990237034
