case,case_name,replicate,n,n_train,n_validation,n_test,n_eval,tau,epoch,data_seed,init_seed,training_seed,test_seed,eval_seed,theta_error_l2,m_l2_error,q_l2_error,linear_error_mse,nonlinear_error_mse,cross_error_moment,cancellation_fraction,q_mse,decomposition_residual,max_float32_prediction_gap,optimizer_steps,learning_rate,model_instance,fit_calls,theta_hat_1,theta_true_1,theta_error_1,abs_theta_error_1,theta_hat_2,theta_true_2,theta_error_2,abs_theta_error_2,train_check_loss,validation_check_loss,test_check_loss,stopping_validation_check_loss,state_sha256
2,additive,4,1000,800,200,10000,10000,0.5,1,41260908,41760908,1041760908,2041260908,3041260908,1.6562054935391912,5.205596254450707,4.019744431004359,2.455266033710738,27.098232364351222,-6.697576553735699,0.4532510137057011,16.158345290590557,-7.105427357601002e-15,1.7556426090692412e-07,7,0.005,1,1,0.478516548871994,1.0,-0.521483451128006,0.521483451128006,0.5719642639160156,-1.0,1.5719642639160156,1.5719642639160156,1.9112177500298861,1.9020116700000143,1.8838974231517212,1.9342808723449707,36f12a3fc4f3c72be88e7e47d5e19368cf209c1406238a6bfca05ab7fa41678d
2,additive,4,1000,800,200,10000,10000,0.5,2,41260908,41760908,1041760908,2041260908,3041260908,1.6788828077781375,4.397477977721388,3.205085733208128,2.632664659496342,19.337812564544585,-5.848951333413322,0.5324373497916721,10.272574557214282,0.0,2.7070392283334854e-07,14,0.005,1,1,0.5130221247673035,1.0,-0.48697787523269653,0.48697787523269653,0.6067047119140625,-1.0,1.6067047119140625,1.6067047119140625,1.517130027312338,1.5100113693670745,1.5033602715600947,1.5375628471374512,e87e62b19f2c7cb775117ed1579030850b4beacd2bc72513327d0230722425ce
2,additive,4,1000,800,200,10000,10000,0.5,3,41260908,41760908,1041760908,2041260908,3041260908,1.7010507698173993,2.4613549721210415,1.7752518442573635,2.8056338252198127,6.058268298784972,-2.8561915067328068,0.6444546581799023,3.1515191105391707,-4.440892098500626e-16,3.6210393972169186e-07,21,0.005,1,1,0.5454957485198975,1.0,-0.45450425148010254,0.45450425148010254,0.6392070055007935,-1.0,1.6392070055007935,1.6392070055007935,0.8840873812374788,0.9182373674659154,0.9112635930132023,0.9177812337875366,26240c9e1b1b2d2cc2b2dcf54cfc5c82707d068cb9fe9971682adfae0aef0011
2,additive,4,1000,800,200,10000,10000,0.5,4,41260908,41760908,1041760908,2041260908,3041260908,1.7125138969538987,1.7991840785431328,1.9305084517031614,2.904912093412592,3.2370633484831015,-1.2075562798991777,0.39321429768741334,3.7268628820973375,-8.881784197001252e-16,5.851671911472067e-07,28,0.005,1,1,0.565618634223938,1.0,-0.434381365776062,0.434381365776062,0.6565073728561401,-1.0,1.6565073728561401,1.6565073728561401,0.9238629833166206,1.0574546839386767,0.9700982663788728,1.0495752096176147,167a752c24678e5237e0fa614c446a31bac724c451d30a027df84eba31a834a9
2,additive,4,1000,800,200,10000,10000,0.5,5,41260908,41760908,1041760908,2041260908,3041260908,1.7119081153920905,2.431156077571734,1.6540684693501762,2.916611088409119,5.91051987351398,-3.0455942303123322,0.6900530293364565,2.7359425012984344,-8.881784197001252e-16,3.6414392301509224e-07,35,0.005,1,1,0.5709923505783081,1.0,-0.4290076494216919,0.4290076494216919,0.6572814583778381,-1.0,1.6572814583778381,1.6572814583778381,0.8414074238241025,0.8708036232960492,0.8747125281302699,0.8721083998680115,e490f327d1b526de313dffada8de4e6a4e02a161c6e4322bbcdeb3224739c7e0
2,additive,4,1000,800,200,10000,10000,0.5,6,41260908,41760908,1041760908,2041260908,3041260908,1.7123706982429714,2.1596349968231863,1.5237236494848432,2.941717357268533,4.6640233195034835,-2.6420034583863035,0.6947392951366327,2.3217337599994092,-8.881784197001252e-16,5.445698292305678e-07,42,0.005,1,1,0.5798217058181763,1.0,-0.42017829418182373,0.42017829418182373,0.6600191593170166,-1.0,1.6600191593170166,1.6600191593170166,0.7962716362459992,0.8530523692557104,0.8337114867002183,0.8506554365158081,8c2235a1d45bacac2d6a43609bd8d81b1942ef2baa39d8751443c023c7be12e4
2,additive,4,1000,800,200,10000,10000,0.5,7,41260908,41760908,1041760908,2041260908,3041260908,1.7101662952425913,1.6660085521101673,1.4271719666723501,2.948582486045694,2.7755844957042157,-1.8436735796472432,0.6441718368892243,2.0368198224554237,0.0,5.833810643451898e-07,49,0.005,1,1,0.585868239402771,1.0,-0.414131760597229,0.414131760597229,0.6592659950256348,-1.0,1.6592659950256348,1.6592659950256348,0.7632348593149325,0.8624051021798279,0.8014613906597163,0.8531044721603394,2385db947e29b41e06fa5b6c3d4860636f871ccc26fac2f280e65b72d41a7417
2,additive,4,1000,800,200,10000,10000,0.5,8,41260908,41760908,1041760908,2041260908,3041260908,1.7019990753595269,1.859127631347857,1.3003632535367422,2.9175914282568316,3.4563555496410934,-2.341501193374632,0.7347099690329837,1.6909445911486618,1.1102230246251565e-15,5.242251290837885e-07,56,0.005,1,1,0.5867356657981873,1.0,-0.41326433420181274,0.41326433420181274,0.6510643362998962,-1.0,1.6510643362998962,1.6510643362998962,0.7375360531774333,0.8011348480894216,0.765329202647351,0.7926795482635498,3a0d11f2e5d1cdd0b602ff2557c327d8c6b83f53a8acff20524551d52f59dec7
2,additive,4,1000,800,200,10000,10000,0.5,9,41260908,41760908,1041760908,2041260908,3041260908,1.6926851439519925,1.6280740307261754,1.2241670440047634,2.8864970168463326,2.6506250495249755,-2.019268557371974,0.7293567066673968,1.4985849516273602,0.0,5.950905546114882e-07,63,0.005,1,1,0.5892865061759949,1.0,-0.4107134938240051,0.4107134938240051,0.642101526260376,-1.0,1.642101526260376,1.642101526260376,0.7160091652862204,0.7951969331862071,0.7442458307834106,0.783290445804596,450d52b0411f54b307afaa576a3c45a763acdfb71e1b9161b008481588e403c1
2,additive,4,1000,800,200,10000,10000,0.5,10,41260908,41760908,1041760908,2041260908,3041260908,1.6802877602204809,1.613169723470681,1.1536649920538884,2.842609231442176,2.6023165567224735,-2.0569914371369755,0.7555627081669875,1.3309429138906983,-2.220446049250313e-16,5.515711567483095e-07,70,0.005,1,1,0.5916107892990112,1.0,-0.40838921070098877,0.40838921070098877,0.6299034357070923,-1.0,1.6299034357070923,1.6299034357070923,0.6956413853634696,0.7810579544244951,0.7254597178936492,0.7696313858032227,c5b8dfd223be01d5cf19427cf636bd7fe69d89973e0a5282c0d03fc218bde32c
