design,sigma,scale,error_law,n_total,n_fit,n_val,replication,data_seed,fit_seed,epoch,theta_hat_1,theta_hat_2,error_theta1,error_theta2,train_check_loss,val_check_loss,mean_sigma,hetero_ratio,p10_sigma,p90_sigma
mild_s1_t3,mild_prior,1.0,t3,400,320,80,1,263919738,263919755,10,0.7544708251953125,0.07318586856126785,-0.2455291748046875,1.0731858685612679,0.50257807970047,0.5292607545852661,0.6426437036332828,2.8886890715844897,0.33312426254254757,0.9622924166862996
mild_s1_t3,mild_prior,1.0,t3,400,320,80,1,263919738,263919755,20,0.7686813473701477,0.0036440847907215357,-0.2313186526298523,1.0036440847907215,0.41706822514534,0.48715323209762573,0.6426437036332828,2.8886890715844897,0.33312426254254757,0.9622924166862996
mild_s1_t3,mild_prior,1.0,t3,400,320,80,1,263919738,263919755,40,0.7817149758338928,-0.15486687421798706,-0.21828502416610718,0.8451331257820129,0.374713534116745,0.48112449049949646,0.6426437036332828,2.8886890715844897,0.33312426254254757,0.9622924166862996
mild_s1_t3,mild_prior,1.0,t3,400,320,80,1,263919738,263919755,60,0.7969279289245605,-0.2769208550453186,-0.20307207107543945,0.7230791449546814,0.3340322136878967,0.48697128891944885,0.6426437036332828,2.8886890715844897,0.33312426254254757,0.9622924166862996
mild_s1_t3,mild_prior,1.0,t3,400,320,80,1,263919738,263919755,80,0.7777864933013916,-0.38255152106285095,-0.2222135066986084,0.617448478937149,0.28492624759674073,0.5041878819465637,0.6426437036332828,2.8886890715844897,0.33312426254254757,0.9622924166862996
mild_s1_t3,mild_prior,1.0,t3,400,320,80,1,263919738,263919755,100,0.7458455562591553,-0.4547801613807678,-0.2541544437408447,0.5452198386192322,0.2562359690666199,0.527483344078064,0.6426437036332828,2.8886890715844897,0.33312426254254757,0.9622924166862996
mild_s1_t3,mild_prior,1.0,t3,400,320,80,2,365918163,365918180,10,0.7776402831077576,0.09211067855358124,-0.22235971689224243,1.0921106785535812,0.5659276127815247,0.5301834344863892,0.6676799841142435,3.0090582330014426,0.33237539144656847,1.000136908079374
mild_s1_t3,mild_prior,1.0,t3,400,320,80,2,365918163,365918180,20,0.806136429309845,0.02598598226904869,-0.19386357069015503,1.0259859822690487,0.43866920471191406,0.4345586895942688,0.6676799841142435,3.0090582330014426,0.33237539144656847,1.000136908079374
mild_s1_t3,mild_prior,1.0,t3,400,320,80,2,365918163,365918180,40,0.8733755946159363,-0.12947174906730652,-0.12662440538406372,0.8705282509326935,0.3715739190578461,0.42374905943870544,0.6676799841142435,3.0090582330014426,0.33237539144656847,1.000136908079374
mild_s1_t3,mild_prior,1.0,t3,400,320,80,2,365918163,365918180,60,0.9631472229957581,-0.2595670521259308,-0.03685277700424194,0.7404329478740692,0.3337559401988983,0.430219829082489,0.6676799841142435,3.0090582330014426,0.33237539144656847,1.000136908079374
mild_s1_t3,mild_prior,1.0,t3,400,320,80,2,365918163,365918180,80,1.0112181901931763,-0.3643712103366852,0.01121819019317627,0.6356287896633148,0.3036783695220947,0.42803043127059937,0.6676799841142435,3.0090582330014426,0.33237539144656847,1.000136908079374
mild_s1_t3,mild_prior,1.0,t3,400,320,80,2,365918163,365918180,100,1.0514862537384033,-0.43786323070526123,0.05148625373840332,0.5621367692947388,0.2756479024887085,0.4281851649284363,0.6676799841142435,3.0090582330014426,0.33237539144656847,1.000136908079374
mild_s1_t3,mild_prior,1.0,t3,400,320,80,3,467916588,467916605,10,0.7717106342315674,0.07033015787601471,-0.22828936576843262,1.0703301578760147,0.48586645126342776,0.5999158024787903,0.6651699743679503,2.9846870161892265,0.33362494365000167,0.9957660375890223
mild_s1_t3,mild_prior,1.0,t3,400,320,80,3,467916588,467916605,20,0.7993919253349304,0.003983381669968367,-0.20060807466506958,1.0039833816699684,0.3956327855587006,0.47283416986465454,0.6651699743679503,2.9846870161892265,0.33362494365000167,0.9957660375890223
mild_s1_t3,mild_prior,1.0,t3,400,320,80,3,467916588,467916605,40,0.8564895987510681,-0.1346631944179535,-0.14351040124893188,0.8653368055820465,0.3481177628040314,0.46377483010292053,0.6651699743679503,2.9846870161892265,0.33362494365000167,0.9957660375890223
mild_s1_t3,mild_prior,1.0,t3,400,320,80,3,467916588,467916605,60,0.915463387966156,-0.27351850271224976,-0.084536612033844,0.7264814972877502,0.3020168006420135,0.46502000093460083,0.6651699743679503,2.9846870161892265,0.33362494365000167,0.9957660375890223
mild_s1_t3,mild_prior,1.0,t3,400,320,80,3,467916588,467916605,80,0.9520008563995361,-0.3758184015750885,-0.04799914360046387,0.6241815984249115,0.27431097328662873,0.47237834334373474,0.6651699743679503,2.9846870161892265,0.33362494365000167,0.9957660375890223
mild_s1_t3,mild_prior,1.0,t3,400,320,80,3,467916588,467916605,100,0.9803641438484192,-0.4535363018512726,-0.01963585615158081,0.5464636981487274,0.24344381988048552,0.4787817597389221,0.6651699743679503,2.9846870161892265,0.33362494365000167,0.9957660375890223
paper6_s1_t3,paper_case6,1.0,t3,400,320,80,1,523351445,523351462,10,-0.47479692101478577,0.03478141874074936,-1.4747969210147858,1.0347814187407494,1.1654071807861328,1.043365716934204,1.995238998865775,4.514883138466762,0.7383719049607269,3.333662863624768
paper6_s1_t3,paper_case6,1.0,t3,400,320,80,1,523351445,523351462,20,-0.4269874095916748,-0.010776862502098083,-1.4269874095916748,0.9892231374979019,1.0845422267913818,1.0401551723480225,1.995238998865775,4.514883138466762,0.7383719049607269,3.333662863624768
paper6_s1_t3,paper_case6,1.0,t3,400,320,80,1,523351445,523351462,40,-0.3191271424293518,-0.1074136272072792,-1.3191271424293518,0.8925863727927208,1.029777956008911,1.0421019792556763,1.995238998865775,4.514883138466762,0.7383719049607269,3.333662863624768
paper6_s1_t3,paper_case6,1.0,t3,400,320,80,1,523351445,523351462,60,-0.2220376878976822,-0.20454758405685425,-1.2220376878976822,0.7954524159431458,0.9716814756393433,1.0477100610733032,1.995238998865775,4.514883138466762,0.7383719049607269,3.333662863624768
paper6_s1_t3,paper_case6,1.0,t3,400,320,80,1,523351445,523351462,80,-0.15418921411037445,-0.2958065867424011,-1.1541892141103745,0.7041934132575989,0.8974646806716919,1.0473437309265137,1.995238998865775,4.514883138466762,0.7383719049607269,3.333662863624768
paper6_s1_t3,paper_case6,1.0,t3,400,320,80,1,523351445,523351462,100,-0.10118851065635681,-0.3368397057056427,-1.1011885106563568,0.6631602942943573,0.8346710920333862,1.0592607259750366,1.995238998865775,4.514883138466762,0.7383719049607269,3.333662863624768
paper6_s1_t3,paper_case6,1.0,t3,400,320,80,2,275838567,275838584,10,-0.19993840157985687,-0.16151726245880127,-1.1999384015798569,0.8384827375411987,1.2627477645874023,1.05501127243042,2.0647709851617724,4.017278825693555,0.8326564438146329,3.3450131008138206
paper6_s1_t3,paper_case6,1.0,t3,400,320,80,2,275838567,275838584,20,-0.14030280709266663,-0.206654354929924,-1.1403028070926666,0.793345645070076,1.1360453844070435,1.0193989276885986,2.0647709851617724,4.017278825693555,0.8326564438146329,3.3450131008138206
