case,n,rep,tau,epoch,theta1,theta2,error_theta1,error_theta2,selection_val_loss,relative_mse,train_check_loss,validation_check_loss,test_check_loss
3,1000,9,0.5,0,0.4986627697944641,-0.07274985313415527,-0.5013372302055359,0.9272501468658447,,0.9329466886127875,0.940369312346742,0.9753444824382038,0.960981239442566
3,1000,9,0.5,1,0.5336726307868958,-0.038436539471149445,-0.46632736921310425,0.9615634605288506,0.9356181025505066,0.774373593998665,0.8756088309578787,0.9209169290488248,0.897006289866132
3,1000,9,0.5,2,0.5671139359474182,-0.006234206259250641,-0.4328860640525818,0.9937657937407494,0.8691517114639282,0.5418751655215894,0.789552483819169,0.8602791419051105,0.8142104283085938
3,1000,9,0.5,3,0.5947701930999756,0.018165871500968933,-0.4052298069000244,1.018165871500969,0.8069033622741699,0.2304801584113681,0.7079559932943712,0.8052253527934109,0.7198600322976705
3,1000,9,0.5,4,0.605736255645752,0.015875477343797684,-0.39426374435424805,1.0158754773437977,0.7701977491378784,0.19220564864426518,0.6794587171919408,0.7686044426976831,0.6924492979892828
3,1000,9,0.5,5,0.6085832715034485,0.00203893706202507,-0.3914167284965515,1.002038937062025,0.7420806884765625,0.289977856695809,0.6593651354417878,0.7401027960197181,0.6856739525018858
3,1000,9,0.5,6,0.616399884223938,-0.006656575947999954,-0.383600115776062,0.993343424052,0.7193225026130676,0.15176504248048403,0.6249036837733604,0.7169337015033286,0.6518174164074414
3,1000,9,0.5,7,0.619834303855896,-0.020847946405410767,-0.380165696144104,0.9791520535945892,0.7176852226257324,0.12225742786191313,0.6119283298737332,0.713906947191997,0.6383192098145082
3,1000,9,0.5,8,0.6207572221755981,-0.03961500525474548,-0.37924277782440186,0.9603849947452545,0.6898289918899536,0.18392027848958115,0.6038701366316879,0.6859820754113697,0.6322803182998417
3,1000,9,0.5,9,0.6237439513206482,-0.053495172411203384,-0.3762560486793518,0.9465048275887966,0.6921930313110352,0.16688614994594647,0.5968051817292571,0.6880669700185684,0.6206071109956647
3,1000,9,0.5,10,0.6314132809638977,-0.06425148993730545,-0.3685867190361023,0.9357485100626945,0.7008309364318848,0.11800189213623961,0.5928227047709514,0.6954873204416474,0.6166258274862817
3,1000,9,0.5,11,0.6332864165306091,-0.0807705670595169,-0.36671358346939087,0.9192294329404831,0.6899988055229187,0.16826956558781705,0.5917878019446384,0.6850215117163105,0.6180213949217322
3,1000,9,0.5,12,0.64069002866745,-0.09336505830287933,-0.35930997133255005,0.9066349416971207,0.6926772594451904,0.13055086476362443,0.5860214592724291,0.6868143998488131,0.6138586365002137
3,1000,9,0.5,13,0.6458297371864319,-0.10785602033138275,-0.3541702628135681,0.8921439796686172,0.6991943120956421,0.1252496778434951,0.5830316396624308,0.6926492870198203,0.6091870277964033
3,1000,9,0.5,14,0.6471819877624512,-0.12510234117507935,-0.35281801223754883,0.8748976588249207,0.6861677169799805,0.1754069327580014,0.5862026698122595,0.6813135999806761,0.6178027840320577
