case,n,n_train,n_val,rep,tau,method,setting_seed,fit_seed,data_sha256,theta1,theta2,se_theta1,se_theta2,lower_theta1,upper_theta1,lower_theta2,upper_theta2,covered_theta1,covered_theta2,t_theta1,root_n_error_theta1,root_n_train_error_theta1,fit_seconds,inference_seconds,density_seconds,projection_seconds,total_seconds,inference_wall_seconds,epochs_run,best_epoch,best_validation_loss,density_zero,projection_epochs,projection_best_epochs,selected_hyperparameters
1,500,400,100,19,0.5,DPLQR,30760923,31260923,04d52b45b1bd25b3c43772a6f287f5786e6ecea14b71f69eaf579680ac43e39b,0.03912397846579552,0.10753528773784637,0.20047740430589045,0.21465859385585692,-0.3538045136878249,0.43205247061941593,-0.3131878251916441,0.5282584006673369,False,False,-4.792939258471693,-21.48584102100033,-19.21752043068409,0.1937980000002426,0.47959009999613045,0.2036177999980282,0.27597229999810224,0.6733880999963731,0.48603430000366643,40,25,0.5716904997825623,0.286022177029789,"[18, 56]","[3, 41]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,500,400,100,20,0.5,DPLQR,30760924,31260924,58b73e4597c481a98f9b70094528714d0ed1c18e57a8d58c0fea9830dcab1414,0.5926612615585327,-0.12246408313512802,0.13820788506998757,0.138360068577849,0.321778784441906,0.8635437386751594,-0.3936448344462041,0.14871666817594803,False,False,-2.947290150885339,-9.108371090241276,-8.146774768829346,0.3993012999999337,0.444863600001554,0.23710570000548614,0.20775789999606786,0.8441649000014877,0.45170519999373937,82,67,0.5978949069976807,0.4211093322636847,"[19, 32]","[4, 17]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,1000,800,200,1,0.5,DPLQR,31260905,31760905,c5a75b04546f2dd33db96e39e872961638aaa97dd9a2cb8dd9b207208cdf064a,0.5326901078224182,-0.14275963604450226,0.10805755988428331,0.10891972338219817,0.3209011821919428,0.7444790334528937,-0.3562383710796759,0.07071909899067136,False,False,-4.3246385785318,-14.77763632408861,-13.217519746972899,1.8266995000012685,1.3026100999995833,0.3722847000026377,0.9303253999969456,3.129309600000852,1.3398048000017297,70,55,0.5050517916679382,0.3971575407724341,"[17, 28]","[2, 13]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,1000,800,200,2,0.5,DPLQR,31260906,31760906,eb0e510d164bb6427583b433f14298180b3e331410a394aa90e5daa7a7e38952,0.7917856574058533,-0.5072567462921143,0.13399494667494893,0.13584540943536774,0.5291603878125883,1.0544109269991182,-0.7735088562505327,-0.24100463633369584,True,False,-1.553896977169166,-6.584315641121156,-5.889190943544806,0.7551543000008678,2.042731099994853,0.4450524999992922,1.597678599995561,2.797885399995721,2.0639559000046575,24,9,0.630408763885498,0.3142860503382788,"[19, 42]","[4, 27]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,1000,800,200,3,0.5,DPLQR,31260907,31760907,b22845d35f505d376313897810d5e306fe151342c86e1aac09d7b742e8aa1349,0.7346447706222534,-0.4735185205936432,0.10375894516363561,0.09915340706112988,0.5312809750276613,0.9380085662168456,-0.6678556273778973,-0.27918141380938916,False,False,-2.5574202682887877,-8.391269138701041,-7.505379284652656,1.8368074999962118,0.9761823000008008,0.23732729999755975,0.738855000003241,2.8129897999970126,0.9909525999973994,82,67,0.5860553979873657,0.4108416408924025,"[17, 25]","[2, 10]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,1000,800,200,4,0.5,DPLQR,31260908,31760908,65c5a8a9c65270215dd4c3867f64c51020f586556a68fdad1a817c8d240ceee2,0.9758747816085815,-0.46681931614875793,0.10535071333531859,0.09886362930048935,0.7693911777257535,1.1823583854914095,-0.6605884689586359,-0.27305016333888,True,False,-0.22899909860724724,-0.762906391658659,-0.6823642208871361,1.786501300004602,1.2660216000076616,0.27259780000167666,0.993423800005985,3.0525229000122636,1.2809933000025922,66,51,0.5624507665634155,0.41350784887547815,"[20, 28]","[5, 13]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,1000,800,200,5,0.5,DPLQR,31260909,31760909,08f39398faeb13b09e5148caf6ab66eaf236224f63930a1db1e53683387095a4,0.6432914733886719,-0.005415088497102261,0.1234019397987993,0.1163483556755357,0.4014281157606453,0.8851548310166985,-0.23345367528160862,0.2226234982874041,False,False,-2.8906233337411353,-11.280114048945807,-10.089240722957287,0.4241930000061984,0.5663813999999547,0.22659900000144262,0.3397823999985121,0.9905744000061532,0.5741178000025684,46,31,0.5589425563812256,0.3435407716920578,"[20, 29]","[5, 14]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,1000,800,200,6,0.5,DPLQR,31260910,31760910,57e6cda4f0f0cfb29ab001197e730042bb0d1580f4988e7a8578cdb1559d1362,0.9180513620376587,-0.09030485898256302,0.09766344365328507,0.09331116970347522,0.726634529871063,1.1094681942042544,-0.2731913909566795,0.09258167299155345,True,False,-0.8390922426744147,-2.591443471095383,-2.317857504486915,0.5535250999964774,0.5599963999993633,0.2337857000020449,0.32621069999731844,1.1135214999958407,0.5670147999990149,63,48,0.5220958590507507,0.4347142306409635,"[21, 26]","[6, 11]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,1000,800,200,7,0.5,DPLQR,31260911,31760911,fa9917744befb40fc6f3e516855d2d1cdd9a56c27e61e31ea636ab217161a123,0.5934600234031677,-0.18723635375499725,0.10660391590135446,0.10781171203595326,0.3845201876255762,0.8023998591807593,-0.3985434264570691,0.024070718947074604,False,False,-3.8135557513011302,-12.855922859575385,-11.498686971001618,1.0704158000007737,1.1669916000100784,0.23809150000306545,0.928900100007013,2.237407400010852,1.179982800000289,49,34,0.5291468501091003,0.39211119619214413,"[22, 32]","[7, 17]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,1000,800,200,8,0.5,DPLQR,31260912,31760912,5c15385b4d9fa29136e38498ad5655b4a03fe6d46b92410f65529deffb778b1c,0.6067333817481995,-0.012247882783412933,0.11618550406012948,0.11412780983761105,0.37901397826471345,0.8344527852316854,-0.23593427969956665,0.21143851413274078,False,False,-3.3848165606638267,-12.43618241387635,-11.123259703205978,1.380809499998577,1.0949762000018382,0.2424070999986725,0.8525691000031657,2.475785700000415,1.1066403999939212,60,45,0.6050658226013184,0.3708411339943433,"[17, 33]","[2, 18]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,1000,800,200,9,0.5,DPLQR,31260913,31760913,7153bd45022fd7c3bc7daecdf18e0e984e84eb74240c41bc5f3fd6b5211b6bff,0.43374374508857727,-0.5084852576255798,0.1193665183734495,0.12048361304718065,0.19978966811667762,0.6676978220604769,-0.744628799925314,-0.2723417153258456,False,False,-4.743844946032825,-17.906595048370033,-16.016145509486613,0.7203616999977385,1.3071172999989358,0.24454700000205776,1.062570299996878,2.0274789999966742,1.3196114000020316,34,19,0.575337290763855,0.3558666746298287,"[22, 37]","[7, 22]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,1000,800,200,10,0.5,DPLQR,31260914,31760914,f785f3c7d33d52a3e610b2738e7df0e8ee2634d9d3c28f206ed4d1ebbe2cafab,0.7211059331893921,-0.5199137926101685,0.10515107472369167,0.1037646380571468,0.5150136137952763,0.9271982525835079,-0.7232887460710105,-0.31653883914932646,False,False,-2.652317796498661,-8.819404770286928,-7.888315434978996,1.2090632999970694,1.1222377000085544,0.22239970000373432,0.8998380000048201,2.331301000005624,1.1337376000010408,55,40,0.556135356426239,0.39166598365826005,"[18, 34]","[3, 19]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,1000,800,200,11,0.5,DPLQR,31260915,31760915,78db69d06e6a67c956fce8903b6efaef2a5d20c5dfb06079fe5c1c17cf05c699,0.7360060811042786,-0.6420778036117554,0.08426379111894673,0.08181684979308222,0.5708520853103369,0.9011600768982202,-0.8024358825347199,-0.4817197246887909,False,False,-3.132946137244973,-8.348220721442429,-7.466875609727043,2.1306685999952606,0.9920655000023544,0.21890159999747993,0.7731639000048744,3.122734099997615,1.0067926999981864,100,93,0.5658152103424072,0.5139440321443853,"[21, 26]","[6, 11]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,1000,800,200,12,0.5,DPLQR,31260916,31760916,aa1f04145d8eb31ae8817dd47d68ce31cbeafcbdd0e411fe1a86d32b429099b9,0.2629282474517822,-0.6026021242141724,0.09686021971283014,0.09478473507667559,0.07308570527999858,0.4527707896235659,-0.7883767912486269,-0.4168274571797178,False,False,-7.609643615650244,-23.30825537024385,-20.84753737791591,1.303630800000974,1.0525957999998354,0.2313501000026008,0.8212456999972346,2.3562266000008094,1.065286199998809,55,40,0.5601792931556702,0.43909142791418515,"[20, 29]","[5, 14]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,1000,800,200,13,0.5,DPLQR,31260917,31760917,2de5c6af70fc729c72c7025dc78a109a378cccbcdc04b52d631e193e12381d85,0.7873588800430298,-0.6063861846923828,0.09063691766892046,0.08673018413568702,0.6097137857422237,0.9650039743438359,-0.7763742219708565,-0.4363981474139091,False,False,-2.346076250449161,-6.724302632731114,-6.01439911522703,2.1173123000044143,0.9218177000075229,0.2252576000028057,0.6965601000047172,3.0391300000119372,0.9364770999964094,100,94,0.5575500130653381,0.47704501385539083,"[19, 24]","[4, 9]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,1000,800,200,14,0.5,DPLQR,31260918,31760918,f8ce945c856d4900c55351db6165830bcb740846a9313009ae5301e5ec6e69fc,0.8816031813621521,-0.21913909912109375,0.11784582125043518,0.12026623271754946,0.6506296159827543,1.11257674674155,-0.45485658380380345,0.01657838556161592,True,False,-1.0046755784937151,-3.7440361461347362,-3.348767733189443,1.5131691999995383,1.1706693999949493,0.2409741999945254,0.9296952000004239,2.6838385999944876,1.1837598999991314,63,48,0.6703931093215942,0.35239002521274393,"[19, 28]","[4, 13]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,1000,800,200,15,0.5,DPLQR,31260919,31760919,4cb47392649dc445f5ae0e5a17d840af484c01b0da5f4bfe85b2e8addac985e9,0.47217217087745667,-0.19647729396820068,0.08954054167417903,0.0841236008981314,0.2966759340398579,0.6476684077150554,-0.36135652197835955,-0.03159806595804179,False,False,-5.894847398212177,-16.691381524493913,-14.929225490860986,1.8982371999954921,0.8939247999951476,0.22672130000137258,0.667203499993775,2.7921619999906397,0.9062476999970386,88,73,0.6179035902023315,0.47494918149054866,"[17, 25]","[2, 10]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,1000,800,200,16,0.5,DPLQR,31260920,31760920,a75c2bfd82b08f331fd7e0303beb8883ff722737935a5354db74bbd643bc03b3,0.8192334175109863,-0.26210299134254456,0.09177923479342988,0.08523311611753662,0.6393494227872183,0.9991174122347544,-0.4291568292230367,-0.0950491534620524,False,False,-1.96958040558815,-5.716341255099925,-5.1128510515959595,2.020112899997912,1.056199499995273,0.21795259999635164,0.8382468999989214,3.076312399993185,1.0697527000011178,92,77,0.6442207098007202,0.4927756709767039,"[25, 26]","[10, 11]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,1000,800,200,17,0.5,DPLQR,31260921,31760921,258a832fdceb70039f97e7d394d243053f8e05606a0191e5fdd7a58ef2755093,0.795000433921814,-0.3019121587276459,0.10621384492793874,0.10388113293258402,0.5868251232035318,1.0031757446400962,-0.5055154379487283,-0.09830887950656345,True,False,-1.9300644489168894,-6.482655481532592,-5.798263332567403,0.8310911000007764,1.0052530000029947,0.226241200005461,0.7790117999975337,1.836344100003771,1.0188819999966654,37,22,0.5733484029769897,0.38934902497337215,"[19, 29]","[4, 14]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,1000,800,200,18,0.5,DPLQR,31260922,31760922,6c6e895d91df23513fcfa7a06815c38b61b68c452f7fdef0d572a220246fbf2a,0.8937301635742188,-0.23148882389068604,0.09529380951259211,0.0919599136585453,0.7069577289799178,1.0805025981685197,-0.4117269426828478,-0.05125070509852425,True,False,-1.1151809017745142,-3.3605472967899592,-3.0057648788902043,0.5578067000024021,0.5249332999883336,0.2273265999974683,0.2976066999908653,1.0827399999907357,0.5316244999994524,66,51,0.5190746784210205,0.4360612117047227,"[19, 26]","[4, 11]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,1000,800,200,19,0.5,DPLQR,31260923,31760923,752d14bd00d04709661b2acf8233e968c9b559bc7dd8239a253bdbc485823780,0.7627010941505432,-0.41157856583595276,0.09040637726183075,0.09290997136241473,0.5855078507446141,0.9398943375564723,-0.5936787635109335,-0.22947836816097206,False,False,-2.624802730035324,-7.504050287501367,-6.711826619771959,0.6978645000053803,0.5571574999921722,0.21639029999641934,0.3407671999957529,1.2550219999975525,0.5645062999974471,88,73,0.6257776618003845,0.45981880706858064,"[18, 36]","[3, 21]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,1000,800,200,20,0.5,DPLQR,31260924,31760924,902e79d739c09b259fd5ae7fac77b9a73b287db08141fbcd6c99982c1ea29f43,0.6263102889060974,-0.4397156536579132,0.10272883338567401,0.09612437507601351,0.4249654752963604,0.8276551025158344,-0.6281159668433193,-0.25131534047250714,False,False,-3.6376321893091337,-11.81710625227024,-10.569541150965614,0.5801511000026949,0.5289854000002379,0.2211546000035014,0.30783079999673646,1.1091365000029327,0.5354915999996592,68,53,0.5632895231246948,0.4203005855923695,"[26, 21]","[11, 6]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,2000,1600,400,1,0.5,DPLQR,32260905,32760905,545c2455d79ec1d6f1cb043d7a675f87d6d3cd5e2a1f3a73e80b5bd3ffde3084,0.932727575302124,-0.5721793174743652,0.07093735868173578,0.06800943137320646,0.7936929071275222,1.071762243476726,-0.7054753535748983,-0.43888328137383215,True,False,-0.9483356294628514,-3.0085142927137287,-2.690896987915039,2.7764139999999315,2.0438985000000685,0.23379969999950845,1.81009880000056,4.8203125,2.0600783999980194,65,50,0.548736572265625,0.43118348927982797,"[24, 29]","[9, 14]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,2000,1600,400,2,0.5,DPLQR,32260906,32760906,baa762b6dc005f9a6b2c20b0cc94fd0c2cb8d8af2a3d655b7d05feaa62b1e59f,0.8674665689468384,-0.7265028953552246,0.07375204481848165,0.0741101248442503,0.7229152173164304,1.0120179205772464,-0.8717560709397223,-0.5812497197707269,True,False,-1.7970136472738156,-5.927075222523019,-5.301337242126465,2.427180300001055,2.6387813000037568,0.29296480000630254,2.3458164999974542,5.065961600004812,2.6546237000002293,48,33,0.5479943752288818,0.4076988133490796,"[20, 40]","[5, 25]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,2000,1600,400,3,0.5,DPLQR,32260907,32760907,2170c551dd08d4f0c5b88c0c163a61e36d4faeb2fba50d255033d641e6a4edd8,0.8419539332389832,-0.8230668306350708,0.07354206026404088,0.06703625187996437,0.6978141437725889,0.9860937227053774,-0.9544554699783565,-0.6916781912917851,False,False,-2.1490568280733227,-7.068034977082074,-6.321842670440674,2.451105000000098,1.8235397000025841,0.2509887999985949,1.5725509000039892,4.274644700002682,1.8391073999955552,57,42,0.6105422973632812,0.4157044087635136,"[23, 24]","[8, 9]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,2000,1600,400,4,0.5,DPLQR,32260908,32760908,106933a40f47c8f66697aec6c3a2be28f9913ca72a38f981bcd9a4b464d2bfac,0.8421890735626221,-0.6685468554496765,0.07311250601230886,0.0720391694436422,0.6988911949590285,0.9854869521662156,-0.8097410330353936,-0.5273526778639595,False,False,-2.1584669305523416,-7.057519182123915,-6.312437057495117,2.541601200005971,1.5932844000053592,0.28444020000461023,1.308844200000749,4.13488560001133,1.6082655999998678,57,42,0.5035020709037781,0.40794253236892725,"[17, 23]","[2, 8]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,2000,1600,400,5,0.5,DPLQR,32260909,32760909,4a58e2eecdbb0d9514e502f8b415269ff8746e34e126c13a092fc448f33117e5,0.9705508351325989,-0.7281391620635986,0.084721612488245,0.07893511463021002,0.8044995259434797,1.136602144321718,-0.882849143854351,-0.5734291802728463,True,False,-0.347599201697054,-1.3170066904821498,-1.177966594696045,0.6527664000022924,0.9522359000111464,0.4023151000001235,0.549920800011023,1.6050023000134388,0.9602364999955171,39,24,0.5954657793045044,0.3627581245894344,"[25, 18]","[10, 3]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,2000,1600,400,6,0.5,DPLQR,32260910,32760910,c16a307d4e548d9b2c1ac07cce9879c5db62fef800fe5231527e9349d9318c8c,1.030055046081543,-0.7432495951652527,0.07480879344337325,0.07439185724615399,0.8834325052056353,1.1766775869574506,-0.8890549561107596,-0.5974442342197458,True,False,0.4017581984435189,1.3441025221043754,1.2022018432617188,0.7920393999957014,0.7710140999988653,0.22071929999947315,0.5502947999993921,1.5630534999945667,0.7785762999992585,49,34,0.5164746642112732,0.3957889263539199,"[21, 24]","[6, 9]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,2000,1600,400,7,0.5,DPLQR,32260911,32760911,7b5e579380a9e8b3609aacc9bcbbfe8efa151c05aa706c3f5acdc5f5ba401842,0.8647940754890442,-0.7330901622772217,0.07647840070043015,0.07736363389486339,0.7148991645209782,1.01468898645711,-0.8847200984242961,-0.5814602261301473,True,False,-1.7678968607171117,-6.046592763344044,-5.408236980438232,1.7904196000017691,1.4980847999977414,0.2176739999995334,1.280410799998208,3.2885043999995105,1.5126295000009122,45,30,0.5234304666519165,0.3796113958636357,"[18, 24]","[3, 9]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,2000,1600,400,8,0.5,DPLQR,32260912,32760912,5567c45195d69618364187d82cb3cfd853c4ebef525e381b9b3063490b6c552a,1.074236512184143,-0.6249788403511047,0.06723001885281711,0.06382843187031488,0.9424680965526727,1.2060049278156135,-0.7500802680065904,-0.49987741269561903,True,False,1.104216739053203,3.3199577531247058,2.9694604873657227,2.955061399996339,1.3840674000020954,0.26511999999638647,1.118947400005709,4.339128799998434,1.3990992000035476,74,59,0.7055400609970093,0.4398300770035496,"[17, 17]","[2, 2]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,2000,1600,400,9,0.5,DPLQR,32260913,32760913,84391057b2985a964e9e3ea861b2d02647f323e4eada5a1f3498a1ee777f48d9,0.9186896085739136,-0.622754693031311,0.07426230897867046,0.07142072248079928,0.773138157566934,1.064241059580893,-0.7627367368435078,-0.4827726492191142,True,False,-1.0949079357260532,-3.6363112501169064,-3.252415657043457,2.3544478000039817,1.5853891000006115,0.23656510000000708,1.3488240000006044,3.939836900004593,1.6000865000023623,58,43,0.6038676500320435,0.4143614119108657,"[19, 26]","[4, 11]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,2000,1600,400,10,0.5,DPLQR,32260914,32760914,e8798e75571ad234a2408e1368326726f8c6f5311a4979035e3ba2188998a843,0.9869273900985718,-0.5814433693885803,0.07545299473729203,0.07015764622710904,0.8390422378877892,1.1348125423093545,-0.7189498292338165,-0.4439369095433442,True,False,-0.17325501720566158,-0.5846248876586067,-0.5229043960571289,2.3666187999988324,1.5436426999949617,0.23132859999896027,1.3123140999960015,3.910261499993794,1.5588220999998157,61,46,0.6532173156738281,0.40316411173705624,"[23, 20]","[8, 5]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,2000,1600,400,11,0.5,DPLQR,32260915,32760915,84dd011bb554b9d5cfc2ec75f0c1270c2c63198ef44995061b561cdf238f9eea,0.8894047737121582,-0.7111791968345642,0.07431181137198735,0.07012498089854588,0.743756299797129,1.0350532476271874,-0.8486216338122734,-0.573736759856855,True,False,-1.4882590566152163,-4.94596887933172,-4.423809051513672,2.2959483999948134,1.5880076000030385,0.2363000999976066,1.351707500005432,3.883955999997852,1.6014524999991409,54,39,0.6551082134246826,0.40343048694945427,"[25, 20]","[10, 5]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,2000,1600,400,12,0.5,DPLQR,32260916,32760916,322f0d572fda45e8372d4010c1cb8ac7bfea11ab67585da14fa7780f5ca7b8a3,0.8689116835594177,-0.6334609985351562,0.07060128427774073,0.06996881866079098,0.730535709112772,1.0072876580060635,-0.7705973631511206,-0.4963246339191919,True,False,-1.8567412446052625,-5.862447732342905,-5.243532657623291,2.6864561999973375,1.5351330999983475,0.23611199999868404,1.2990210999996634,4.221589299995685,1.5474082000000635,69,54,0.517877459526062,0.423790196326767,"[17, 26]","[2, 11]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,2000,1600,400,13,0.5,DPLQR,32260917,32760917,8377a6ae7828f6e4a6d7846cc8b8f4eced8a517afee78f0f73759e7f3298fa31,1.0779612064361572,-0.8394473791122437,0.06833427409498793,0.07019473141174791,0.9440284903002925,1.211893922572022,-0.977026524583732,-0.7018682336407553,True,False,1.1408799971707813,3.486531143982834,3.118448257446289,2.909486399999878,2.0902114000055008,0.22410579999996116,1.8661056000055396,4.999697800005379,2.1042937000020174,70,55,0.5605790615081787,0.43029089556472594,"[17, 40]","[2, 25]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,2000,1600,400,14,0.5,DPLQR,32260918,32760918,e3af0b9328d11ded5e5c76988aba3f5660b9fd19d9397874b02d0410759db220,0.9438163042068481,-0.6292656660079956,0.06815212648280847,0.06489255483276499,0.8102405908307251,1.0773920175829712,-0.7564527363450056,-0.5020785956709856,True,False,-0.8243865407093984,-2.5126112604131303,-2.247347831726074,2.837838399995235,1.4067331999976886,0.23983519999455893,1.1668980000031297,4.244571599992923,1.421642699999211,69,54,0.5162807703018188,0.44516006705809014,"[18, 19]","[3, 4]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,2000,1600,400,15,0.5,DPLQR,32260919,32760919,943400df0cfb7777c9734a82594018d641f65546158e568cb9099c7bac1a0c58,0.970086932182312,-0.9329996705055237,0.075787581163102,0.07536704597714121,0.8215460026272259,1.1186278617373981,-1.0807163662418948,-0.7852829747691525,True,True,-0.394696167348477,-1.3377530611182327,-1.1965227127075195,2.9786180000010063,1.3769538999913493,0.23361129999830155,1.1433425999930478,4.355571899992356,1.3918262000006507,78,63,0.5256648659706116,0.3988660638183648,"[16, 23]","[1, 8]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,2000,1600,400,16,0.5,DPLQR,32260920,32760920,21bdc4b69cffac8945c46a8f9edb1bd186082900c2c6fdafd339754c98e1e072,0.9838554263114929,-0.7277805805206299,0.06920263040636887,0.06998437401444384,0.8482207630795735,1.1194900895434123,-0.8649474330695206,-0.5906137279717392,True,False,-0.2332942200853287,-0.722007284705127,-0.6457829475402832,2.6519256999963545,2.5109249999950407,0.2855762999970466,2.225348699997994,5.162850699991395,2.524864899998647,65,50,0.5588825345039368,0.4231290633153831,"[17, 31]","[2, 16]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,2000,1600,400,17,0.5,DPLQR,32260921,32760921,1ad7370aded70b3b9ffe798ecaf16538e72399f9f90e0ee4d648bb9b8879c1d9,0.8036521673202515,-0.7788370847702026,0.06639245198352027,0.06408907829031202,0.6735253525872469,0.933778982053256,-0.9044493700215821,-0.6532247995188232,False,False,-2.957381853113143,-8.780942022133448,-7.853913307189941,2.4348852000039187,1.5567076999941492,0.24429650000092806,1.312411199993221,3.991592899998068,1.5722603000031086,63,48,0.5751340389251709,0.4572573054914497,"[19, 23]","[4, 8]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
1,2000,1600,400,18,0.5,DPLQR,32260922,32760922,f4f2c5c87155b62920a29356c5bee5d945de9434c8c0c253f1da6602e68b725f,0.44415122270584106,-0.6984567642211914,0.07837858332208092,0.07893008386222297,0.29053202223529073,0.5977704231763914,-0.8531568858878745,-0.5437566425545083,False,False,-7.091845166555396,-24.85831302479762,-22.233951091766357,0.6696850000007544,0.8824114999952144,0.219941999996081,0.6624694999991334,1.5520964999959688,0.8900252000021283,45,30,0.6097056865692139,0.3871954845007565,"[21, 36]","[6, 21]","{""batch_size"": 128, ""depth"": 2, ""epochs"": 100, ""lr"": 0.005, ""mode"": ""fixed"", ""patience"": 15, ""width"": 32}"
