case,n,tau,epoch_budget,rule,repetitions,mean_selected_epoch,mean_relative_mse,mean_train_check_loss,mean_validation_check_loss,mean_test_check_loss,mean_theta1,bias_theta1,sd_theta1,mae_theta1,mse_theta1,mean_theta2,bias_theta2,sd_theta2,mae_theta2,mse_theta2,mcse_bias_theta1,mcse_bias_theta2
1,1000,0.5,100,terminal,10,100.0,0.015693033806459138,0.4894486351205639,0.57545836073402,0.6042542364743702,0.952286547422409,-0.047713452577590944,0.08653031135589098,0.07285340428352356,0.009015318861886713,-0.7181271731853485,0.2818728268146515,0.15285336508104178,0.2860204756259918,0.10048002659142093,0.027363287052814825,0.04833647816773398
1,1000,0.5,100,validation_best,10,64.5,0.02147694912009528,0.5277201491262234,0.5620032741580394,0.5962446566272244,0.8250147700309753,-0.17498522996902466,0.14993364974737766,0.17498522996902466,0.050851920101224836,-0.4857473193667829,0.514252680633217,0.307767172676269,0.514252680633217,0.3497043888578795,0.04741318311036427,0.09732452546873495
1,1000,0.5,200,patience15,10,39.9,0.026454103396936705,0.5556643075293997,0.5664936714376683,0.6010189965352677,0.6951381236314773,-0.30486187636852263,0.168535363790597,0.30486187636852263,0.11850451562616238,-0.29139574533328416,0.7086042546667158,0.2218543922240897,0.7086042546667158,0.5464174239459801,0.05329556158633556,0.07015651883404722
1,1000,0.5,200,terminal,10,200.0,0.022595881363130906,0.43798491041508536,0.6070249787305911,0.6332877313928071,0.9966095328330994,-0.0033904671669006347,0.0864198374482302,0.06962987184524536,0.006733044741730509,-0.8815568447113037,0.11844315528869628,0.16001546649812678,0.1700702428817749,0.037073235601494045,0.027328352135792107,0.050601333498844804
1,1000,0.5,200,validation_best,10,64.5,0.02147694912009528,0.5277201491262234,0.5620032741580394,0.5962446566272244,0.8250147700309753,-0.17498522996902466,0.14993364974737766,0.17498522996902466,0.050851920101224836,-0.4857473193667829,0.514252680633217,0.307767172676269,0.514252680633217,0.3497043888578795,0.04741318311036427,0.09732452546873495
1,1000,0.5,500,patience15,10,39.9,0.026454103396936705,0.5556643075293997,0.5664936714376683,0.6010189965352677,0.6951381236314773,-0.30486187636852263,0.168535363790597,0.30486187636852263,0.11850451562616238,-0.29139574533328416,0.7086042546667158,0.2218543922240897,0.7086042546667158,0.5464174239459801,0.05329556158633556,0.07015651883404722
1,1000,0.5,500,terminal,10,500.0,0.04673185965538883,0.44623871811036697,0.6792540154597665,0.7107943782345567,1.0180286169052124,0.018028616905212402,0.0919073088605329,0.070383620262146,0.00792728910730176,-0.9737805783748626,0.02621942162513733,0.14197392143070123,0.11548894047737121,0.018828393000126554,0.029063642961585853,0.044896096006680715
1,1000,0.5,500,validation_best,10,64.5,0.02147694912009528,0.5277201491262234,0.5620032741580394,0.5962446566272244,0.8250147700309753,-0.17498522996902466,0.14993364974737766,0.17498522996902466,0.050851920101224836,-0.4857473193667829,0.514252680633217,0.307767172676269,0.514252680633217,0.3497043888578795,0.04741318311036427,0.09732452546873495
1,1000,0.5,1000,patience15,10,39.9,0.026454103396936705,0.5556643075293997,0.5664936714376683,0.6010189965352677,0.6951381236314773,-0.30486187636852263,0.168535363790597,0.30486187636852263,0.11850451562616238,-0.29139574533328416,0.7086042546667158,0.2218543922240897,0.7086042546667158,0.5464174239459801,0.05329556158633556,0.07015651883404722
1,1000,0.5,1000,terminal,10,1000.0,0.07848713814361576,0.519081139472808,0.7680578164090458,0.7950774180273698,1.0115537822246552,0.01155378222465515,0.09415294514145857,0.07144466042518616,0.008111789254624214,-0.9863221883773804,0.01367781162261963,0.13992268631354243,0.12245070934295654,0.017807604861462066,0.029773775505989336,0.044247438508006304
1,1000,0.5,1000,validation_best,10,64.5,0.02147694912009528,0.5277201491262234,0.5620032741580394,0.5962446566272244,0.8250147700309753,-0.17498522996902466,0.14993364974737766,0.17498522996902466,0.050851920101224836,-0.4857473193667829,0.514252680633217,0.307767172676269,0.514252680633217,0.3497043888578795,0.04741318311036427,0.09732452546873495
2,1000,0.5,10,patience15,10,9.9,0.050163983378406406,0.6852652589869956,0.7538190007568613,0.7265854008839482,0.20000995085574685,-0.7999900491442531,0.40317022660685026,0.7999900491442531,0.7862756871898215,0.06742753237485885,1.0674275323748588,0.38376321815470277,1.0674275323748588,1.271948323719489,0.12749362008438656,0.12135658515649407
2,1000,0.5,10,terminal,10,10.0,0.04571473187583598,0.6826668607044748,0.7551085525025881,0.724777669882035,0.20027084038592874,-0.7997291596140712,0.4034536719672604,0.7997291596140712,0.7860641076185078,0.06666650027036666,1.0666665002703666,0.38249062308326204,1.0666665002703666,1.269446591870992,0.1275832533774969,0.12095415526000833
2,1000,0.5,10,validation_best,10,9.9,0.050163983378406406,0.6852652589869956,0.7538190007568613,0.7265854008839482,0.20000995085574685,-0.7999900491442531,0.40317022660685026,0.7999900491442531,0.7862756871898215,0.06742753237485885,1.0674275323748588,0.38376321815470277,1.0674275323748588,1.271948323719489,0.12749362008438656,0.12135658515649407
2,1000,0.5,25,patience15,10,24.5,0.029192712122059074,0.5994664465231653,0.6764667721329081,0.6583401419285702,0.34917191285640004,-0.6508280871436,0.32855279429398937,0.6508280871436,0.520729443789547,-0.09440766833722591,0.9055923316627741,0.3225454792823422,0.9055923316627741,0.9137294987513481,0.10389751615817795,0.10199783635228535
2,1000,0.5,25,terminal,10,25.0,0.03128134321859613,0.5986700371444497,0.6825809021864979,0.658969278909544,0.35569245722144843,-0.6443075427785516,0.3234052415773664,0.6443075427785516,0.5092640649330783,-0.0999522153288126,0.9000477846711874,0.3238269727062137,0.9000477846711874,0.9044635321183758,0.10226971706214635,0.1024030801548815
2,1000,0.5,25,validation_best,10,24.5,0.029192712122059074,0.5994664465231653,0.6764667721329081,0.6583401419285702,0.34917191285640004,-0.6508280871436,0.32855279429398937,0.6508280871436,0.520729443789547,-0.09440766833722591,0.9055923316627741,0.3225454792823422,0.9055923316627741,0.9137294987513481,0.10389751615817795,0.10199783635228535
2,1000,0.5,50,patience15,10,46.9,0.01871746060080687,0.5431309946022782,0.6381562876280539,0.6256776955678144,0.6004668325185776,-0.3995331674814224,0.2110465319687853,0.3995331674814224,0.1997133267081847,-0.3769312797114253,0.6230687202885747,0.24550694556313563,0.6230687202885747,0.4424609244898085,0.06673877333009015,0.07763611293704782
2,1000,0.5,50,terminal,10,50.0,0.01920459518319334,0.5390163121202901,0.644961124175145,0.6261385801417533,0.6360699206590652,-0.36393007934093474,0.19882396581231285,0.36393007934093474,0.16802297509230124,-0.4059910712763667,0.5940089287236333,0.2435251669868516,0.5940089287236333,0.406220663663775,0.06287365853943584,0.07700941952512949
2,1000,0.5,50,validation_best,10,46.9,0.01871746060080687,0.5431309946022782,0.6381562876280539,0.6256776955678144,0.6004668325185776,-0.3995331674814224,0.2110465319687853,0.3995331674814224,0.1997133267081847,-0.3769312797114253,0.6230687202885747,0.24550694556313563,0.6230687202885747,0.4424609244898085,0.06673877333009015,0.07763611293704782
2,1000,0.5,100,patience15,10,67.1,0.015681935337574626,0.5180261134114613,0.6225966808216465,0.6191169026631261,0.7484298527240754,-0.2515701472759247,0.16143698510824486,0.2515701472759247,0.08674324914518614,-0.5616757035255432,0.4383242964744568,0.195267623098462,0.4383242964744568,0.2264446890472982,0.0510508571532738,0.06174904422784453
2,1000,0.5,100,terminal,10,100.0,0.015480657312404122,0.49136631638510153,0.6360411163083458,0.6219156467210774,0.8855343401432038,-0.11446565985679627,0.10788274917799784,0.13011712431907654,0.023577206099634297,-0.7331218421459198,0.2668781578540802,0.1699068987734356,0.2668781578540802,0.09720546996531318,0.034115520764313116,0.05372927902997256
2,1000,0.5,100,validation_best,10,71.5,0.015484266693797233,0.5128658719443767,0.6219859164671835,0.6203411833143411,0.7660708367824555,-0.23392916321754456,0.15039047287125742,0.23392916321754456,0.07507841830105697,-0.5902772158384323,0.4097227841615677,0.18857792033219187,0.4097227841615677,0.19987822869423963,0.0475576432662936,0.05963357446675027
2,1000,0.5,200,patience15,10,67.1,0.015681935337574626,0.5180261134114613,0.6225966808216465,0.6191169026631261,0.7484298527240754,-0.2515701472759247,0.16143698510824486,0.2515701472759247,0.08674324914518614,-0.5616757035255432,0.4383242964744568,0.195267623098462,0.4383242964744568,0.2264446890472982,0.0510508571532738,0.06174904422784453
2,1000,0.5,200,terminal,10,200.0,0.019378581563023974,0.45007937379258917,0.6657780871230079,0.6511732064794893,0.9547730088233948,-0.045226991176605225,0.10479005918191762,0.09602223634719849,0.011928341583903546,-0.8593951404094696,0.1406048595905304,0.12384696143194031,0.1603502571582794,0.033573989410804826,0.033137526315870046,0.03916384794159597
2,1000,0.5,200,validation_best,10,83.3,0.014381147255149274,0.5035173805655055,0.6220946661240777,0.6222313413783904,0.7846936166286469,-0.21530638337135316,0.16451951153582542,0.21836753487586974,0.07071684142884002,-0.6328447043895722,0.36715529561042787,0.17150496595221787,0.36715529561042787,0.16127556910642493,0.05202563759915547,0.054234632243863705
2,1000,0.5,500,patience15,10,67.1,0.015681935337574626,0.5180261134114613,0.6225966808216465,0.6191169026631261,0.7484298527240754,-0.2515701472759247,0.16143698510824486,0.2515701472759247,0.08674324914518614,-0.5616757035255432,0.4383242964744568,0.195267623098462,0.4383242964744568,0.2264446890472982,0.0510508571532738,0.06174904422784453
2,1000,0.5,500,terminal,10,500.0,0.03556808390118614,0.4258071316223405,0.720673274207261,0.7170596464354543,0.9609317302703857,-0.03906826972961426,0.1050856268381743,0.09002304077148438,0.011465019770840712,-0.9333857774734498,0.06661422252655029,0.1709542108274218,0.13702657222747802,0.030740262622480686,0.03323099301551492,0.05406046818112712
2,1000,0.5,500,validation_best,10,83.3,0.014381147255149274,0.5035173805655055,0.6220946661240777,0.6222313413783904,0.7846936166286469,-0.21530638337135316,0.16451951153582542,0.21836753487586974,0.07071684142884002,-0.6328447043895722,0.36715529561042787,0.17150496595221787,0.36715529561042787,0.16127556910642493,0.05202563759915547,0.054234632243863705
2,1000,0.5,1000,patience15,10,67.1,0.015681935337574626,0.5180261134114613,0.6225966808216465,0.6191169026631261,0.7484298527240754,-0.2515701472759247,0.16143698510824486,0.2515701472759247,0.08674324914518614,-0.5616757035255432,0.4383242964744568,0.195267623098462,0.4383242964744568,0.2264446890472982,0.0510508571532738,0.06174904422784453
2,1000,0.5,1000,terminal,10,1000.0,0.05858264978003129,0.4820911069905412,0.791230592183751,0.7893933972402899,0.9642925500869751,-0.0357074499130249,0.067401780711393,0.061336088180541995,0.00536372201805122,-0.9379452764987946,0.062054723501205444,0.22232810112712442,0.17877041697502136,0.04833759480452464,0.021314314539920602,0.07030631874219619
2,1000,0.5,1000,validation_best,10,83.3,0.014381147255149274,0.5035173805655055,0.6220946661240777,0.6222313413783904,0.7846936166286469,-0.21530638337135316,0.16451951153582542,0.21836753487586974,0.07071684142884002,-0.6328447043895722,0.36715529561042787,0.17150496595221787,0.36715529561042787,0.16127556910642493,0.05202563759915547,0.054234632243863705
3,1000,0.5,10,patience15,10,9.0,0.15770138036722983,0.6247339770127682,0.6398102629540146,0.6477575744060722,0.3055111028254032,-0.6944888971745968,0.3801705832598268,0.6944888971745968,0.6123915334372929,0.07743143774569035,1.0774314377456904,0.3113569969296474,1.0774314377456904,1.248107364626089,0.1202204942495733,0.09845972757277387
3,1000,0.5,10,terminal,10,10.0,0.13689898245659607,0.6173442537688302,0.6432510900109952,0.6439568268498949,0.31874600872397424,-0.6812539912760258,0.3729683219969276,0.6812539912760258,0.5893018329213988,0.06354743354022503,1.063547433540225,0.30537187782399133,1.063547433540225,1.215059928779175,0.11794293926013708,0.09656706672864755
3,1000,0.5,10,validation_best,10,9.0,0.15770138036722983,0.6247339770127682,0.6398102629540146,0.6477575744060722,0.3055111028254032,-0.6944888971745968,0.3801705832598268,0.6944888971745968,0.6123915334372929,0.07743143774569035,1.0774314377456904,0.3113569969296474,1.0774314377456904,1.248107364626089,0.1202204942495733,0.09845972757277387
3,1000,0.5,25,patience15,10,22.7,0.12039947656026902,0.5741901983643601,0.6168680234405012,0.6234349422020717,0.5204123586416245,-0.47958764135837556,0.2985149383327924,0.47958764135837556,0.31020435731073764,-0.1516260256525129,0.8483739743474871,0.2333101814817729,0.8483739743474871,0.7687286770549028,0.09439871207163308,0.07377915747896407
3,1000,0.5,25,terminal,10,25.0,0.10801550869051164,0.566785412067977,0.6210138625265677,0.62247053392525,0.5465813308954239,-0.4534186691045761,0.30523005701639966,0.4534186691045761,0.2894373384281762,-0.18259213510900735,0.8174078648909926,0.25223416386152253,0.8174078648909926,0.7254154836626806,0.09652221905148813,0.0797634461510543
3,1000,0.5,25,validation_best,10,22.7,0.12039947656026902,0.5741901983643601,0.6168680234405012,0.6234349422020717,0.5204123586416245,-0.47958764135837556,0.2985149383327924,0.47958764135837556,0.31020435731073764,-0.1516260256525129,0.8483739743474871,0.2333101814817729,0.8483739743474871,0.7687286770549028,0.09439871207163308,0.07377915747896407
3,1000,0.5,50,patience15,10,39.1,0.09104514572932103,0.5342147868265485,0.6039534505859062,0.61244111343042,0.7100453436374664,-0.2899546563625336,0.21668277411083847,0.30168816447257996,0.12632998488304673,-0.3916786529123783,0.6083213470876216,0.18307081729045463,0.6083213470876216,0.4002182930515542,0.06852110959140158,0.05789207557463717
3,1000,0.5,50,terminal,10,50.0,0.08069678033211716,0.5098771475438322,0.6121197848786016,0.610736487211099,0.7896438926458359,-0.21035610735416413,0.2128211302169741,0.22208961546421052,0.08501324202134386,-0.5018796473741531,0.49812035262584686,0.1800459276222672,0.49812035262584686,0.27729876814812443,0.06729995056969228,0.05693552147241885
3,1000,0.5,50,validation_best,10,39.1,0.09104514572932103,0.5342147868265485,0.6039534505859062,0.61244111343042,0.7100453436374664,-0.2899546563625336,0.21668277411083847,0.30168816447257996,0.12632998488304673,-0.3916786529123783,0.6083213470876216,0.18307081729045463,0.6083213470876216,0.4002182930515542,0.06852110959140158,0.05789207557463717
3,1000,0.5,100,patience15,10,52.3,0.08394823384739301,0.5116770244529374,0.5996147443982693,0.614094285737945,0.7683820128440857,-0.2316179871559143,0.23371169908242886,0.2673094868659973,0.10280593443335348,-0.49674202874302864,0.5032579712569714,0.22172750102980182,0.5032579712569714,0.29751536187531136,0.07390612849283594,0.07011639231515036
3,1000,0.5,100,terminal,10,100.0,0.08496893777290744,0.44069333793059273,0.6283067277886671,0.62900963786939,0.9156049489974976,-0.08439505100250244,0.15288349948872987,0.13090038299560547,0.028158552608043407,-0.7684535443782806,0.23154645562171935,0.127962850423774,0.23154645562171935,0.0683508030907003,0.04834600750415743,0.040465406322656834
3,1000,0.5,100,validation_best,10,52.3,0.08394823384739301,0.5116770244529374,0.5996147443982693,0.614094285737945,0.7683820128440857,-0.2316179871559143,0.23371169908242886,0.2673094868659973,0.10280593443335348,-0.49674202874302864,0.5032579712569714,0.22172750102980182,0.5032579712569714,0.29751536187531136,0.07390612849283594,0.07011639231515036
3,1000,0.5,200,patience15,10,52.3,0.08394823384739301,0.5116770244529374,0.5996147443982693,0.614094285737945,0.7683820128440857,-0.2316179871559143,0.23371169908242886,0.2673094868659973,0.10280593443335348,-0.49674202874302864,0.5032579712569714,0.22172750102980182,0.5032579712569714,0.29751536187531136,0.07390612849283594,0.07011639231515036
3,1000,0.5,200,terminal,10,200.0,0.134698950278539,0.3766016117808655,0.6735982371063891,0.6761091147498528,0.9721768379211426,-0.027823162078857423,0.1602579248320555,0.13573615550994872,0.02388847057239545,-0.8844833195209503,0.11551668047904969,0.09402069943702027,0.12672562003135682,0.02130000619926271,0.05067800555613525,0.02973195574230949
3,1000,0.5,200,validation_best,10,52.3,0.08394823384739301,0.5116770244529374,0.5996147443982693,0.614094285737945,0.7683820128440857,-0.2316179871559143,0.23371169908242886,0.2673094868659973,0.10280593443335348,-0.49674202874302864,0.5032579712569714,0.22172750102980182,0.5032579712569714,0.29751536187531136,0.07390612849283594,0.07011639231515036
3,1000,0.5,500,patience15,10,52.3,0.08394823384739301,0.5116770244529374,0.5996147443982693,0.614094285737945,0.7683820128440857,-0.2316179871559143,0.23371169908242886,0.2673094868659973,0.10280593443335348,-0.49674202874302864,0.5032579712569714,0.22172750102980182,0.5032579712569714,0.29751536187531136,0.07390612849283594,0.07011639231515036
3,1000,0.5,500,terminal,10,500.0,0.23946269984534002,0.38923438652440145,0.7555475513568856,0.7480249993478723,0.9965238153934479,-0.003476184606552124,0.20109140928698552,0.15485400557518006,0.03640606325954217,-0.9491908550262451,0.05080914497375488,0.1093506640427914,0.09808459281921386,0.01334338016690353,0.06359068712400104,0.034579716202709686
3,1000,0.5,500,validation_best,10,52.3,0.08394823384739301,0.5116770244529374,0.5996147443982693,0.614094285737945,0.7683820128440857,-0.2316179871559143,0.23371169908242886,0.2673094868659973,0.10280593443335348,-0.49674202874302864,0.5032579712569714,0.22172750102980182,0.5032579712569714,0.29751536187531136,0.07390612849283594,0.07011639231515036
3,1000,0.5,1000,patience15,10,52.3,0.08394823384739301,0.5116770244529374,0.5996147443982693,0.614094285737945,0.7683820128440857,-0.2316179871559143,0.23371169908242886,0.2673094868659973,0.10280593443335348,-0.49674202874302864,0.5032579712569714,0.22172750102980182,0.5032579712569714,0.29751536187531136,0.07390612849283594,0.07011639231515036
3,1000,0.5,1000,terminal,10,1000.0,0.3690468093038201,0.4691992180608726,0.8239387131679365,0.8179819218935677,1.0170531809329986,0.01705318093299866,0.2223223588915352,0.1712326943874359,0.04477531911672052,-0.993302071094513,0.006697928905487061,0.13742544100049162,0.12223807573318482,0.017042038902384603,0.07030450288786386,0.04345774020146423
3,1000,0.5,1000,validation_best,10,52.3,0.08394823384739301,0.5116770244529374,0.5996147443982693,0.614094285737945,0.7683820128440857,-0.2316179871559143,0.23371169908242886,0.2673094868659973,0.10280593443335348,-0.49674202874302864,0.5032579712569714,0.22172750102980182,0.5032579712569714,0.29751536187531136,0.07390612849283594,0.07011639231515036
