seed,tau,stage,epoch,train_loss,val_loss
11,0.06,projection,10,0.030852184630930424,0.0244964137673378
11,0.06,projection,11,0.028776568671067555,0.022171450778841972
11,0.06,projection,12,0.02734598486373822,0.02316671423614025
11,0.06,projection,13,0.026052183471620083,0.021450143307447433
11,0.06,projection,14,0.02585227197657029,0.021798256784677505
11,0.06,projection,15,0.024123181278506916,0.021759960800409317
11,0.06,projection,16,0.0235004515076677,0.02420135959982872
11,0.06,projection,17,0.02311213469753663,0.02180515043437481
11,0.06,projection,18,0.022124819457530975,0.019919581711292267
11,0.06,projection,19,0.022911619395017624,0.02074386365711689
11,0.06,projection,20,0.022818477203448612,0.028819041326642036
11,0.06,projection,21,0.02328473050147295,0.01998511143028736
11,0.06,projection,22,0.019663007309039433,0.020943479612469673
11,0.06,projection,23,0.019623791488508385,0.020569462329149246
11,0.06,projection,24,0.01897608271489541,0.019294820725917816
11,0.06,projection,25,0.018721676742037136,0.02152315340936184
11,0.06,projection,26,0.01874200953170657,0.020291125401854515
11,0.06,projection,27,0.018070779430369537,0.02239651419222355
11,0.06,projection,28,0.018042574791858595,0.022977374494075775
11,0.06,projection,29,0.01760296414916714,0.01961815543472767
11,0.06,projection,30,0.016574186117698748,0.019613606855273247
11,0.06,projection,31,0.0162507730225722,0.018256383016705513
11,0.06,projection,32,0.017314928118139505,0.01886069029569626
11,0.06,projection,33,0.017214694526046515,0.022152505815029144
11,0.06,projection,34,0.015439939374725023,0.02294345572590828
11,0.06,projection,35,0.01608933446307977,0.019490905106067657
11,0.06,projection,36,0.015155580205221971,0.018782909959554672
11,0.06,projection,37,0.016826427231232326,0.017902174964547157
11,0.06,projection,38,0.015997524218012888,0.025158686563372612
11,0.06,projection,39,0.015091133924822012,0.022262854501605034
11,0.06,projection,40,0.013422826149811348,0.01889440044760704
11,0.06,projection,41,0.013544789360215267,0.01910427212715149
11,0.06,projection,42,0.012910377079000076,0.01840970665216446
11,0.06,projection,43,0.013257968549927076,0.02040281891822815
11,0.06,projection,44,0.012276294330755869,0.018915846943855286
11,0.06,projection,45,0.012232400011271238,0.017240503802895546
11,0.06,projection,46,0.0116307328765591,0.018254278227686882
11,0.06,projection,47,0.011486479081213474,0.01777186617255211
11,0.06,projection,48,0.012097532084832588,0.01914001815021038
11,0.06,projection,49,0.010939978373547396,0.019287623465061188
11,0.06,projection,50,0.010570497096826633,0.01782083883881569
11,0.06,projection,51,0.010247623159860572,0.019131936132907867
11,0.06,projection,52,0.009929932653903961,0.019717194139957428
11,0.06,projection,53,0.009352199034765363,0.018434422090649605
11,0.06,projection,54,0.00956826051697135,0.01743062026798725
11,0.06,projection,55,0.008884426904842257,0.01924058049917221
11,0.08,main,1,0.36773015062014264,0.3553072214126587
11,0.08,main,2,0.35950565338134766,0.3454629182815552
11,0.08,main,3,0.34630372126897174,0.3253604471683502
11,0.08,main,4,0.31515488028526306,0.26923835277557373
11,0.08,main,5,0.22107385595639548,0.14055170118808746
11,0.08,main,6,0.1628971149524053,0.12557172775268555
11,0.08,main,7,0.15502658734718958,0.13969451189041138
11,0.08,main,8,0.12893000865976015,0.12470270693302155
11,0.08,main,9,0.12176393469174702,0.10330140590667725
11,0.08,main,10,0.11186622207363446,0.10823184996843338
11,0.08,main,11,0.1065088224907716,0.09957809001207352
11,0.08,main,12,0.10166794806718826,0.09720824658870697
11,0.08,main,13,0.10070937251051267,0.09392944723367691
11,0.08,main,14,0.09756223236521085,0.09311190247535706
11,0.08,main,15,0.09250169868270557,0.08953884989023209
11,0.08,main,16,0.08844070633252461,0.09032265096902847
11,0.08,main,17,0.08425711467862129,0.08646397292613983
11,0.08,main,18,0.08220451573530833,0.08405761420726776
11,0.08,main,19,0.07800984879334767,0.081407830119133
11,0.08,main,20,0.07774507999420166,0.09002818167209625
11,0.08,main,21,0.07605426510175069,0.07872622460126877
11,0.08,main,22,0.07053782604634762,0.07804198563098907
11,0.08,main,23,0.06610305234789848,0.07569108158349991
11,0.08,main,24,0.06271725582579772,0.08008851110935211
11,0.08,main,25,0.06044917181134224,0.07313407212495804
11,0.08,main,26,0.05869476435085138,0.07297548651695251
11,0.08,main,27,0.05789421188334624,0.07034342736005783
11,0.08,main,28,0.05299043903748194,0.0719422847032547
11,0.08,main,29,0.04973520959417025,0.0696743056178093
11,0.08,main,30,0.04850534535944462,0.06407792121171951
11,0.08,main,31,0.04578955098986626,0.06198586896061897
11,0.08,main,32,0.04391624157627424,0.06360886245965958
11,0.08,main,33,0.04679033346474171,0.06145745888352394
11,0.08,main,34,0.04257716735204061,0.05909072980284691
11,0.08,main,35,0.039363972221811615,0.0618756003677845
11,0.08,main,36,0.040655551478266716,0.05609467625617981
11,0.08,main,37,0.0371006540954113,0.05503968894481659
11,0.08,main,38,0.03703247538457314,0.05588703602552414
11,0.08,main,39,0.03954391864438852,0.05371921882033348
11,0.08,main,40,0.037044938964148365,0.054247740656137466
11,0.08,main,41,0.03510081209242344,0.05678161233663559
11,0.08,main,42,0.0339808315038681,0.055149536579847336
11,0.08,main,43,0.03365340208013853,0.05519488826394081
11,0.08,main,44,0.03348655253648758,0.05273997038602829
11,0.08,main,45,0.033124217142661415,0.05481388047337532
11,0.08,main,46,0.033275810380776726,0.05331839993596077
11,0.08,main,47,0.034250796462098755,0.05034235119819641
11,0.08,main,48,0.03519499239822229,0.05278651416301727
11,0.08,main,49,0.041621088360746704,0.053371917456388474
11,0.08,main,50,0.038619725654522576,0.05450456216931343
11,0.08,main,51,0.03737022199978431,0.05300474166870117
11,0.08,main,52,0.03364692131678263,0.06214101240038872
11,0.08,main,53,0.033924484004577,0.05600826442241669
11,0.08,main,54,0.03384955320507288,0.05399121344089508
11,0.08,main,55,0.03446865857889255,0.050930384546518326
11,0.08,main,56,0.03612766539057096,0.05208959802985191
11,0.08,main,57,0.03808594370881716,0.07080479711294174
11,0.08,projection,1,0.5745039880275726,0.40469035506248474
11,0.08,projection,2,0.2722833603620529,0.19139176607131958
11,0.08,projection,3,0.16192961360017458,0.10300559550523758
11,0.08,projection,4,0.12805220112204552,0.09531347453594208
11,0.08,projection,5,0.08212910157938798,0.08675836026668549
11,0.08,projection,6,0.06807514776786168,0.047539275139570236
11,0.08,projection,7,0.05286560393869877,0.03491107001900673
11,0.08,projection,8,0.04261920042335987,0.03038961999118328
11,0.08,projection,9,0.03746222828825315,0.025281278416514397
11,0.08,projection,10,0.03313816990703344,0.02534569427371025
11,0.08,projection,11,0.03038793398688237,0.020950447767972946
11,0.08,projection,12,0.028808521727720898,0.02217055857181549
11,0.08,projection,13,0.02750290557742119,0.020500391721725464
11,0.08,projection,14,0.026569025591015816,0.022677579894661903
11,0.08,projection,15,0.025942932193477947,0.020089564844965935
11,0.08,projection,16,0.025280927928785484,0.020690547302365303
11,0.08,projection,17,0.02386559545993805,0.019661447033286095
11,0.08,projection,18,0.024032985791563988,0.023183628916740417
11,0.08,projection,19,0.023867623259623844,0.019817359745502472
11,0.08,projection,20,0.023110239766538143,0.023683153092861176
11,0.08,projection,21,0.023119733668863773,0.019330598413944244
11,0.08,projection,22,0.022025118581950665,0.018867705017328262
11,0.08,projection,23,0.02213290163005392,0.023581473156809807
11,0.08,projection,24,0.02238929085433483,0.01934055984020233
11,0.08,projection,25,0.02156797268738349,0.01818464696407318
11,0.08,projection,26,0.020958783725897472,0.019491059705615044
11,0.08,projection,27,0.020021641937394936,0.019049828872084618
11,0.08,projection,28,0.01917886423567931,0.018422506749629974
11,0.08,projection,29,0.019237399722139042,0.019377553835511208
11,0.08,projection,30,0.01866146642714739,0.020766621455550194
11,0.08,projection,31,0.018715498348077137,0.019251646474003792
11,0.08,projection,32,0.017978656260917585,0.02033558487892151
11,0.08,projection,33,0.017195137528081734,0.01772231049835682
11,0.08,projection,34,0.01676588924601674,0.018708042800426483
11,0.08,projection,35,0.01806041629364093,0.017897481098771095
11,0.08,projection,36,0.016669795848429203,0.01794051192700863
11,0.08,projection,37,0.016806872095912695,0.01903805136680603
11,0.08,projection,38,0.016470227700968582,0.02169015072286129
11,0.08,projection,39,0.01607854152098298,0.020670369267463684
11,0.08,projection,40,0.015825375448912382,0.0213624257594347
11,0.08,projection,41,0.014983663180222115,0.018630722537636757
11,0.08,projection,42,0.01517868104080359,0.022202521562576294
11,0.08,projection,43,0.01530397031456232,0.021183621138334274
11,0.1,main,1,0.45777441064516705,0.44237062335014343
11,0.1,main,2,0.44734769066174823,0.4303224980831146
11,0.1,main,3,0.43194622298081714,0.4046887159347534
11,0.1,main,4,0.38708969453970593,0.31952789425849915
11,0.1,main,5,0.2601332366466522,0.1590108573436737
11,0.1,main,6,0.2019405315319697,0.15744240581989288
11,0.1,main,7,0.18226507306098938,0.14112046360969543
11,0.1,main,8,0.14917785425980887,0.12550686299800873
11,0.1,main,9,0.13894407451152802,0.12479313462972641
11,0.1,main,10,0.1347532421350479,0.12329505383968353
11,0.1,main,11,0.1252225637435913,0.11608384549617767
11,0.1,main,12,0.1203175000846386,0.11396253108978271
11,0.1,main,13,0.11283163726329803,0.1085548996925354
11,0.1,main,14,0.11017811050017674,0.1066177561879158
11,0.1,main,15,0.10539646943410237,0.10137999802827835
11,0.1,main,16,0.10118498528997104,0.09882155805826187
11,0.1,main,17,0.09538834169507027,0.10929557681083679
11,0.1,main,18,0.0943970928589503,0.09511307626962662
11,0.1,main,19,0.08839536209901173,0.09226217865943909
11,0.1,main,20,0.08574281881252925,0.09507081657648087
11,0.1,main,21,0.08327394227186839,0.08814084529876709
11,0.1,main,22,0.07850101838509242,0.08619125187397003
11,0.1,main,23,0.07087172071139018,0.08131124824285507
11,0.1,main,24,0.066005514934659,0.08095940202474594
11,0.1,main,25,0.06255621152619521,0.08022529631853104
11,0.1,main,26,0.05794826149940491,0.07153356075286865
11,0.1,main,27,0.056735981876651444,0.06854139268398285
11,0.1,main,28,0.05749959064026674,0.07132571935653687
11,0.1,main,29,0.055133202423652015,0.07465141266584396
11,0.1,main,30,0.05054254705707232,0.06452735513448715
11,0.1,main,31,0.0479381134112676,0.0626976415514946
11,0.1,main,32,0.04739938862621784,0.0664249137043953
11,0.1,main,33,0.04528170141081015,0.07043904811143875
