n,Q,theta1_mean,theta1_bias,theta1_sqrtn_bias,theta1_mc_sd,theta1_mean_oracle_se,T1_mean,T1_sd,coverage1,theta2_mean,theta2_bias,theta2_sqrtn_bias,theta2_mc_sd,theta2_mean_oracle_se,T2_mean,T2_sd,coverage2,nuisance_L2_mean,nuisance_L2_sd,Cn1_mean,Cn1_sd,Cn2_mean,Cn2_sd,Cn_norm_mean,IF_gap1_mean,IF_gap2_mean,IF_gap_norm_mean,final_training_loss_mean
1000,51,0.9892376941766405,-0.010762305823359217,-0.3403339927710891,0.044510839789368255,0.1028978124437649,-0.10408762880744242,0.4326384498838531,1.0,-1.0134239958685651,-0.013423995868565112,-0.4245040224535607,0.04930437239148206,0.09895433960069697,-0.13575336587744807,0.5000428070341056,1.0,0.5551475080480164,0.06258429620094998,-0.011000502359074366,0.10359344110981367,0.023765546164300468,0.0881890711639823,0.12344020262047203,0.026707086518078786,-0.043634561324853,0.25755094810840157,0.4722390865999078
2000,50,0.9959593074413479,-0.0040406925586521265,-0.18070526474647422,0.0448445213924264,0.07266346245690658,-0.05636453114498884,0.6192545821459541,1.0,-1.0061304127110007,-0.006130412711000646,-0.27416039103852435,0.051807911720712495,0.06976483242223802,-0.08796374555206565,0.7423522513445928,0.96,0.47725465645257503,0.06210870263930004,0.0163700427118928,0.06453358271173014,0.019534632461311385,0.07247974210624836,0.08735979074623884,-0.05310157013799237,-0.041697771820363806,0.2694165790937433,0.49613117313806676
