case,n,tau,epoch_budget,rule,repetitions,mean_selected_epoch,mean_relative_mse,mean_train_check_loss,mean_validation_check_loss,mean_test_check_loss,mean_theta1,bias_theta1,sd_theta1,mae_theta1,mse_theta1,mean_theta2,bias_theta2,sd_theta2,mae_theta2,mse_theta2
1,1000,0.5,200,validation_best,2,65.5,0.017999553646812026,0.5314677513060287,0.5590105667065071,0.5917745839751686,0.7636324763298035,-0.23636752367019653,0.32660182966970935,0.23636752367019653,0.10920398381778185,-0.45232725888490677,0.5476727411150932,0.4377947306924992,0.5476727411150932,0.39577754447157887
1,1000,0.5,500,patience15,2,32.0,0.024518501573418852,0.5760322642568567,0.5691033803570646,0.6088370436454282,0.6622378826141357,-0.33776211738586426,0.18320822008570228,0.33776211738586426,0.1308658738944679,-0.32500819116830826,0.6749918088316917,0.25773837837898705,0.6749918088316917,0.48882847783459404
1,1000,0.5,500,terminal,2,500.0,0.04599378737787729,0.45741483013644046,0.6620834083201376,0.7262560224382768,0.9153316617012024,-0.08466833829879761,0.09915366428236504,0.08466833829879761,0.012084452080589614,-0.9256196022033691,0.07438039779663086,0.2297696138033244,0.16247165203094482,0.031929481290049466
1,1000,0.5,500,validation_best,2,65.5,0.017999553646812026,0.5314677513060287,0.5590105667065071,0.5917745839751686,0.7636324763298035,-0.23636752367019653,0.32660182966970935,0.23636752367019653,0.10920398381778185,-0.45232725888490677,0.5476727411150932,0.4377947306924992,0.5476727411150932,0.39577754447157887
1,1000,0.5,1000,patience15,2,32.0,0.024518501573418852,0.5760322642568567,0.5691033803570646,0.6088370436454282,0.6622378826141357,-0.33776211738586426,0.18320822008570228,0.33776211738586426,0.1308658738944679,-0.32500819116830826,0.6749918088316917,0.25773837837898705,0.6749918088316917,0.48882847783459404
1,1000,0.5,1000,terminal,2,1000.0,0.06818734964334212,0.46737736711035893,0.7159821072279566,0.7780907197885205,0.9147351682186127,-0.08526483178138733,0.08157838630647371,0.08526483178138733,0.010597608094892408,-0.9663274884223938,0.0336725115776062,0.20572340373500997,0.14546841382980347,0.02229489745810298
1,1000,0.5,1000,validation_best,2,65.5,0.017999553646812026,0.5314677513060287,0.5590105667065071,0.5917745839751686,0.7636324763298035,-0.23636752367019653,0.32660182966970935,0.23636752367019653,0.10920398381778185,-0.45232725888490677,0.5476727411150932,0.4377947306924992,0.5476727411150932,0.39577754447157887
2,1000,0.5,10,patience15,2,10.0,0.028397395495736187,0.6841073489929734,0.8203134049641081,0.7241372390413012,-0.20164352655410767,-1.2016435265541077,0.08947822300396165,1.2016435265541077,1.4479503411053658,0.1483406499028206,1.1483406499028206,0.08549533528297004,1.1483406499028206,1.322340974396806
2,1000,0.5,10,terminal,2,10.0,0.028397395495736187,0.6841073489929734,0.8203134049641081,0.7241372390413012,-0.20164352655410767,-1.2016435265541077,0.08947822300396165,1.2016435265541077,1.4479503411053658,0.1483406499028206,1.1483406499028206,0.08549533528297004,1.1483406499028206,1.322340974396806
2,1000,0.5,10,validation_best,2,10.0,0.028397395495736187,0.6841073489929734,0.8203134049641081,0.7241372390413012,-0.20164352655410767,-1.2016435265541077,0.08947822300396165,1.2016435265541077,1.4479503411053658,0.1483406499028206,1.1483406499028206,0.08549533528297004,1.1483406499028206,1.322340974396806
2,1000,0.5,25,patience15,2,24.5,0.024856316363792732,0.5987606642231513,0.7354258170319039,0.6730160688071587,0.02077657077461481,-0.9792234292253852,0.05928028922004451,0.9792234292253852,0.960635600688929,-0.019884902983903885,0.9801150970160961,0.07762355258152216,0.9801150970160961,0.9636383113565596
2,1000,0.5,25,terminal,2,25.0,0.017571480144042924,0.5956065402822821,0.737628639806595,0.6695037303395803,0.031032794155180454,-0.9689672058448195,0.07378477942356848,0.9689672058448195,0.9416195428400091,-0.023157864809036255,0.9768421351909637,0.08225221958375376,0.9768421351909637,0.9576032708976681
2,1000,0.5,25,validation_best,2,24.5,0.024856316363792732,0.5987606642231513,0.7354258170319039,0.6730160688071587,0.02077657077461481,-0.9792234292253852,0.05928028922004451,0.9792234292253852,0.960635600688929,-0.019884902983903885,0.9801150970160961,0.07762355258152216,0.9801150970160961,0.9636383113565596
2,1000,0.5,50,patience15,2,47.0,0.015339051057201358,0.5353892528836273,0.683376373255814,0.6301569601948818,0.3988950252532959,-0.6011049747467041,0.03180224171868318,0.6011049747467041,0.36183288195440255,-0.31353655457496643,0.6864634454250336,0.04336683118789037,0.6864634454250336,0.47217240292844753
2,1000,0.5,50,terminal,2,50.0,0.015402682217774147,0.5314162638337345,0.6920708280645451,0.6325736586175026,0.4431706815958023,-0.5568293184041977,0.05133808572018001,0.5568293184041977,0.31137668935718965,-0.3494517654180527,0.6505482345819473,0.05601314059755391,0.6505482345819473,0.42478174147748904
2,1000,0.5,50,validation_best,2,47.0,0.015339051057201358,0.5353892528836273,0.683376373255814,0.6301569601948818,0.3988950252532959,-0.6011049747467041,0.03180224171868318,0.6011049747467041,0.36183288195440255,-0.31353655457496643,0.6864634454250336,0.04336683118789037,0.6864634454250336,0.47217240292844753
2,1000,0.5,100,patience15,2,69.0,0.01380494561588972,0.5074427358570701,0.6603539682172829,0.6237394825706597,0.6610236167907715,-0.3389763832092285,0.11336338996411593,0.3389763832092285,0.12133061746568785,-0.5230152755975723,0.4769847244024277,0.1262411698658013,0.4769847244024277,0.23548284379780293
2,1000,0.5,100,terminal,2,100.0,0.012681778211995152,0.47375010311618004,0.6672085670924695,0.6270814433068754,0.8342636227607727,-0.1657363772392273,0.006764822067089557,0.1657363772392273,0.02749142814918315,-0.7061916887760162,0.29380831122398376,0.037996016135298634,0.29380831122398376,0.08704517236536624
2,1000,0.5,100,validation_best,2,80.5,0.015529778887787237,0.4937899659335324,0.6587075805977531,0.6281569583479335,0.7487562000751495,-0.25124379992485046,0.010709219178678597,0.25124379992485046,0.06318079068838678,-0.6102311611175537,0.3897688388824463,0.0028992817090644006,0.3897688388824463,0.15192395068098463
2,1000,0.5,200,patience15,2,69.0,0.01380494561588972,0.5074427358570701,0.6603539682172829,0.6237394825706597,0.6610236167907715,-0.3389763832092285,0.11336338996411593,0.3389763832092285,0.12133061746568785,-0.5230152755975723,0.4769847244024277,0.1262411698658013,0.4769847244024277,0.23548284379780293
2,1000,0.5,200,terminal,2,200.0,0.016800554926500365,0.438782520171005,0.699236059389978,0.6492277760956848,0.9239338934421539,-0.07606610655784607,0.05369116534596748,0.07606610655784607,0.007227423184973603,-0.8064424991607666,0.1935575008392334,0.012287492214866046,0.1935575008392334,0.037539997363595035
2,1000,0.5,200,validation_best,2,102.5,0.015674007466885666,0.4775050415983008,0.6589721177144907,0.6339445290855117,0.7990512251853943,-0.2009487748146057,0.08183712580948209,0.2009487748146057,0.043729067679869615,-0.6851416528224945,0.3148583471775055,0.10304015162410012,0.3148583471775055,0.10444441521070935
2,1000,0.5,500,patience15,2,69.0,0.01380494561588972,0.5074427358570701,0.6603539682172829,0.6237394825706597,0.6610236167907715,-0.3389763832092285,0.11336338996411593,0.3389763832092285,0.12133061746568785,-0.5230152755975723,0.4769847244024277,0.1262411698658013,0.4769847244024277,0.23548284379780293
2,1000,0.5,500,terminal,2,500.0,0.032635987099421664,0.43125704199978054,0.7409598750682205,0.7029281151915172,0.9644781351089478,-0.035521864891052246,0.08089042329823039,0.057198166847229004,0.004533433176021617,-0.8903658092021942,0.10963419079780579,0.08672392645377472,0.10963419079780579,0.015780175501669547
2,1000,0.5,500,validation_best,2,102.5,0.015674007466885666,0.4775050415983008,0.6589721177144907,0.6339445290855117,0.7990512251853943,-0.2009487748146057,0.08183712580948209,0.2009487748146057,0.043729067679869615,-0.6851416528224945,0.3148583471775055,0.10304015162410012,0.3148583471775055,0.10444441521070935
2,1000,0.5,1000,patience15,2,69.0,0.01380494561588972,0.5074427358570701,0.6603539682172829,0.6237394825706597,0.6610236167907715,-0.3389763832092285,0.11336338996411593,0.3389763832092285,0.12133061746568785,-0.5230152755975723,0.4769847244024277,0.1262411698658013,0.4769847244024277,0.23548284379780293
2,1000,0.5,1000,terminal,2,1000.0,0.055267501385082844,0.48880205617528716,0.8069673526255293,0.7760748045229582,0.9921558201313019,-0.00784417986869812,0.039488520334766415,0.027922600507736206,0.0008412027769271191,-0.8970705568790436,0.10292944312095642,0.06642044082692472,0.10292944312095642,0.012800307741011707
2,1000,0.5,1000,validation_best,2,102.5,0.015674007466885666,0.4775050415983008,0.6589721177144907,0.6339445290855117,0.7990512251853943,-0.2009487748146057,0.08183712580948209,0.2009487748146057,0.043729067679869615,-0.6851416528224945,0.3148583471775055,0.10304015162410012,0.3148583471775055,0.10444441521070935
3,1000,0.5,10,patience15,2,10.0,0.14492534928482442,0.6203000411070074,0.6712896130122286,0.6209271975266619,0.5067158341407776,-0.4932841658592224,0.13687880262228416,0.4932841658592224,0.25269717159108396,0.09321003966033459,1.0932100396603346,0.07902114998067751,1.0932100396603346,1.1982303618862846
3,1000,0.5,10,terminal,2,10.0,0.14492534928482442,0.6203000411070074,0.6712896130122286,0.6209271975266619,0.5067158341407776,-0.4932841658592224,0.13687880262228416,0.4932841658592224,0.25269717159108396,0.09321003966033459,1.0932100396603346,0.07902114998067751,1.0932100396603346,1.1982303618862846
3,1000,0.5,10,validation_best,2,10.0,0.14492534928482442,0.6203000411070074,0.6712896130122286,0.6209271975266619,0.5067158341407776,-0.4932841658592224,0.13687880262228416,0.4932841658592224,0.25269717159108396,0.09321003966033459,1.0932100396603346,0.07902114998067751,1.0932100396603346,1.1982303618862846
3,1000,0.5,25,patience15,2,24.0,0.1327132735910047,0.569856997134331,0.6500276419011579,0.6116492398947406,0.7405752241611481,-0.25942477583885193,0.08139530039654239,0.25942477583885193,0.07061381178236026,-0.14113428816199303,0.858865711838007,0.031242157517177974,0.858865711838007,0.7381383471741705
3,1000,0.5,25,terminal,2,25.0,0.12607366287308336,0.5660300334254003,0.6498786913243464,0.610855685834681,0.7575863897800446,-0.24241361021995544,0.10545272152656071,0.24241361021995544,0.06432449665855167,-0.15753396973013878,0.8424660302698612,0.05443480960944976,0.8424660302698612,0.7112305864072672
3,1000,0.5,25,validation_best,2,24.0,0.1327132735910047,0.569856997134331,0.6500276419011579,0.6116492398947406,0.7405752241611481,-0.25942477583885193,0.08139530039654239,0.25942477583885193,0.07061381178236026,-0.14113428816199303,0.858865711838007,0.031242157517177974,0.858865711838007,0.7381383471741705
3,1000,0.5,50,patience15,2,46.5,0.08403288748023044,0.5178338904676566,0.6408688486626273,0.606019576838802,0.9631706178188324,-0.0368293821811676,0.13505304329164072,0.09549692273139954,0.0104760656430134,-0.4487089067697525,0.5512910932302475,0.08150726349961158,0.5512910932302475,0.307243586476599
3,1000,0.5,50,terminal,2,50.0,0.08008261885714904,0.5083136416971523,0.6459100743750936,0.6099932969048876,0.9816609919071198,-0.01833900809288025,0.10890370548263271,0.07700654864311218,0.00626632775175473,-0.48571227490901947,0.5142877250909805,0.02917659842357576,0.5142877250909805,0.26491750112704127
3,1000,0.5,50,validation_best,2,46.5,0.08403288748023044,0.5178338904676566,0.6408688486626273,0.606019576838802,0.9631706178188324,-0.0368293821811676,0.13505304329164072,0.09549692273139954,0.0104760656430134,-0.4487089067697525,0.5512910932302475,0.08150726349961158,0.5512910932302475,0.307243586476599
3,1000,0.5,100,patience15,2,77.5,0.08051779821484079,0.4742250356156934,0.6320761200824359,0.6211405292258159,1.0645325183868408,0.06453251838684082,0.1611142520404125,0.11392498016357422,0.017143347034618728,-0.6702706217765808,0.3297293782234192,0.14939245482625965,0.3297293782234192,0.11988051564311064
3,1000,0.5,100,terminal,2,100.0,0.07345150502460593,0.4390016137046182,0.6527307173330176,0.6333196409030543,1.05286505818367,0.052865058183670044,0.17893339168178785,0.12652501463890076,0.01880329370613687,-0.7587595582008362,0.24124044179916382,0.049673179836878426,0.24124044179916382,0.05943066315700918
3,1000,0.5,100,validation_best,2,77.5,0.08051779821484079,0.4742250356156934,0.6320761200824359,0.6211405292258159,1.0645325183868408,0.06453251838684082,0.1611142520404125,0.11392498016357422,0.017143347034618728,-0.6702706217765808,0.3297293782234192,0.14939245482625965,0.3297293782234192,0.11988051564311064
3,1000,0.5,200,patience15,2,77.5,0.08051779821484079,0.4742250356156934,0.6320761200824359,0.6211405292258159,1.0645325183868408,0.06453251838684082,0.1611142520404125,0.11392498016357422,0.017143347034618728,-0.6702706217765808,0.3297293782234192,0.14939245482625965,0.3297293782234192,0.11988051564311064
3,1000,0.5,200,terminal,2,200.0,0.13175851901832958,0.3905541375979361,0.686420970746249,0.6806369860949106,1.0779214799404144,0.07792147994041443,0.22302649736321795,0.15770354866981506,0.030942166299157137,-0.8700274229049683,0.12997257709503174,0.006912167449483643,0.12997257709503174,0.01691675982614882
3,1000,0.5,200,validation_best,2,77.5,0.08051779821484079,0.4742250356156934,0.6320761200824359,0.6211405292258159,1.0645325183868408,0.06453251838684082,0.1611142520404125,0.11392498016357422,0.017143347034618728,-0.6702706217765808,0.3297293782234192,0.14939245482625965,0.3297293782234192,0.11988051564311064
3,1000,0.5,500,patience15,2,77.5,0.08051779821484079,0.4742250356156934,0.6320761200824359,0.6211405292258159,1.0645325183868408,0.06453251838684082,0.1611142520404125,0.11392498016357422,0.017143347034618728,-0.6702706217765808,0.3297293782234192,0.14939245482625965,0.3297293782234192,0.11988051564311064
3,1000,0.5,500,terminal,2,500.0,0.22702740543957894,0.40071428003923415,0.7953070004008157,0.7431182106294998,1.096132516860962,0.09613251686096191,0.2930628849112863,0.20722675323486328,0.052184388054286046,-0.9503272175788879,0.04967278242111206,0.04276581712812502,0.04967278242111206,0.003381842870773255
3,1000,0.5,500,validation_best,2,77.5,0.08051779821484079,0.4742250356156934,0.6320761200824359,0.6211405292258159,1.0645325183868408,0.06453251838684082,0.1611142520404125,0.11392498016357422,0.017143347034618728,-0.6702706217765808,0.3297293782234192,0.14939245482625965,0.3297293782234192,0.11988051564311064
3,1000,0.5,1000,patience15,2,77.5,0.08051779821484079,0.4742250356156934,0.6320761200824359,0.6211405292258159,1.0645325183868408,0.06453251838684082,0.1611142520404125,0.11392498016357422,0.017143347034618728,-0.6702706217765808,0.3297293782234192,0.14939245482625965,0.3297293782234192,0.11988051564311064
3,1000,0.5,1000,terminal,2,1000.0,0.3116710224351297,0.431478109549686,0.8421959510445356,0.7944947829747115,1.1695066690444946,0.16950666904449463,0.29716411044618435,0.21012675762176514,0.07288576511919587,-0.9868741929531097,0.013125807046890259,0.1226800772679946,0.0867479145526886,0.007697487489872756
3,1000,0.5,1000,validation_best,2,77.5,0.08051779821484079,0.4742250356156934,0.6320761200824359,0.6211405292258159,1.0645325183868408,0.06453251838684082,0.1611142520404125,0.11392498016357422,0.017143347034618728,-0.6702706217765808,0.3297293782234192,0.14939245482625965,0.3297293782234192,0.11988051564311064
