n,rep,stage,seed,theta_hat,theta_error,root_n_theta_error,S,E,T,W,R_score,R_theta,Psi_hat,root_n_G,root_n_phi_score,a_hat,root_n_a,final_training_loss,frozen_h_loss_gain,n_frozen_h_loss_gain,exact_zero_residual_count,near_zero_residual_count,root_n_tie_score_bound,selected_polish_epoch,scaled_population_integration_se,scaled_population_refinement_gap,integration_adequate,decomposition_error,population_score,population_score_se,population_score_refinement_gap,h_l2_squared,h_l2_squared_se,m_l2_squared,m_l2_squared_se,sqrt_n_prediction_error_squared,n_quarter_h_l2,n_quarter_m_l2
2000,12,polished,2020279031,1.1091370886464347,0.10913708864643468,4.880758981596969,0.18126171770921864,-0.03810628464604421,-0.007039196755086907,-0.2603780804416675,0.2264071991103498,2.270074747480054,0.004053135225161903,0.0240798530549196,0.15718186465429898,-0.03211353774493129,-1.4361610679134333,0.42397885995506684,4.02053839829164e-05,0.0804107679658328,0,0,0.0,500,2.486686832780603e-07,7.680884547116213e-07,True,2.7755575615628914e-17,0.010727448530731787,5.560400796851081e-09,-1.717497997467954e-08,0.02707973221596856,1.1262764588728662e-06,0.03374202786403578,1.129595791696273e-06,1.344210397357042,1.1004737347833133,1.228409280351431
2000,13,baseline,2020280040,1.0400542058737148,0.04005420587371478,1.791278542367952,-0.03265288221375602,-0.009769372764613454,-0.001329743178674292,-0.20020795290207455,-0.02155376627046826,-0.21610911983337483,-0.0007301406429125228,0.027996412162828156,-0.060649294376584235,0.009396663436414475,0.4202315641101908,0.3887926809866637,3.259438918212787e-06,0.006518877836425574,0,0,0.0,0,1.6664041286533513e-07,1.9871494656609944e-07,True,1.3877787807814457e-17,0.003965095096330734,3.726192909655199e-09,4.443401286670368e-09,0.01468035869623841,1.9455184612869174e-06,0.015232950188225897,1.714207560092715e-06,0.6744626594556788,0.8102626731976399,0.8253715783662692
2000,13,polished,2020280040,1.0399418018437379,0.039941801843737856,1.7862516813284857,-0.03160533223985943,-0.008152758211562139,-0.0013974509062425755,-0.20020795290207455,-0.02205512312205471,-0.22113598087284111,-0.0007067167133979138,-0.023820033708710782,-0.007785298531148591,0.0013395827228750968,0.05990796059665958,0.38861230828239773,1.2363492474243287e-07,0.00024726984948486574,0,0,0.0,500,1.6034896913870066e-07,3.596288451131218e-07,True,6.938893903907228e-18,0.003952370425504961,3.5855119511615057e-09,8.041545443426834e-09,0.015526208235675656,1.8910499068770704e-06,0.016155383996218596,1.6697081032544006e-06,0.7121896686304233,0.8332785494393556,0.8499945507843798
2000,14,baseline,2020281049,1.0374689137269386,0.03746891372693861,1.6756607627301947,0.12284677002327579,0.07442216975384888,-0.0028528631511925695,-0.11584551804507752,0.051277463420619465,0.5141341586459264,0.0027469372858832807,0.29346282904615084,-0.1706160590228752,-0.012337611891326384,-0.5517547773803109,0.399699876697605,1.4008745996885175e-05,0.02801749199377035,0,0,0.0,0,1.8316969942590552e-07,2.2832386882570857e-07,True,-1.3877787807814457e-17,0.00367319151223165,4.095798993345289e-09,-5.105476915800294e-09,0.035335706164747724,2.6998921181828267e-06,0.03344092414407034,2.8107990448788837e-06,1.5959571174852742,1.2570842534797282,1.2229160201465614
2000,14,polished,2020281049,1.0341879622094787,0.03418796220947873,1.528932150251767,0.1297520114896246,0.09550561700065438,-0.0023970071160787365,-0.11584551804507752,0.036643401605048934,0.36740554616749854,0.0029013431790813433,0.0471545963484755,0.08259741514114899,-0.01440994481363162,-0.6444323231060168,0.3994951173218444,1.7395197721314926e-05,0.03479039544262985,0,0,0.0,500,1.6659264070919036e-07,1.610060019411385e-07,True,-1.3877787807814457e-17,0.003356157192990834,3.725124691769484e-09,-3.600203651258488e-09,0.03264470828311025,2.7095024437425478e-06,0.03157363055717877,2.8168334959061532e-06,1.4729835051771156,1.2082697283858848,1.1882826618470563
2000,15,baseline,2020282058,1.005830541962071,0.005830541962071001,0.2607497634571152,0.004028989146450842,0.0073632743137886335,-0.000129593015010223,-0.02921071846425649,-0.0032046921523275693,-0.03213188784204945,9.009093612072938e-05,0.2559259833488702,-0.2518969942024193,-0.001138257271508523,-0.05090441269952985,0.3930515422903427,1.0254666316100725e-07,0.0002050933263220145,0,0,0.0,0,7.290315857931951e-09,1.1307593840458541e-08,True,-8.673617379884035e-19,0.0005786146386714921,1.630164183578054e-10,-2.528454848922321e-10,0.010050492506120412,5.662458667199221e-07,0.0102128399767537,5.682900922838329e-07,0.44985176713010855,0.6704264978509943,0.6758195681000757
2000,15,polished,2020282058,1.002661235825807,0.002661235825806907,0.11901408421324067,0.01927167269576902,0.036679966157469754,-6.751253642384332e-05,-0.02921071846425649,-0.017340780925276897,-0.17386756708592396,0.0004309277018786615,0.06392883994397525,-0.044657167248206044,-2.9049900826184636e-06,-0.0001299151059739523,0.3927524653568464,1.4896522904095377e-10,2.9793045808190755e-07,0,0,0.0,500,2.608069405198111e-09,2.0997750737763038e-09,True,-6.938893903907228e-18,0.0002639102460505779,5.831820480060419e-11,-4.695239802423451e-11,0.011507102749487819,4.4658382851687023e-07,0.011650680799898793,4.494816761782421e-07,0.5146924605747609,0.7173655131371941,0.7218270464969476
2000,16,baseline,2020283067,1.098314192292565,0.098314192292565,4.396744342383225,0.10055739552143429,-0.009139536678545723,-0.005550714023248804,-0.3232641573498865,0.1152476462232288,1.1555320344312638,0.0022485317202626,-0.17380827336161808,0.27436566888305236,-0.0183106331737888,-0.8188764097530895,0.3967375415554089,2.8243682019923888e-05,0.056487364039847776,0,0,0.0,0,9.264245175929191e-08,2.909510608758182e-07,True,-1.3877787807814457e-17,0.009681304278458753,2.071548197360217e-09,-6.50586350244009e-09,0.023578117753120287,4.444395422048044e-07,0.02685639729006043,6.591874321324427e-07,1.1625110737340094,1.0268619583709542,1.0959263658778928
2000,16,polished,2020283067,1.0959881026106029,0.09598810261060287,4.2927184493706605,0.09728622708139538,-0.0020777938185225775,-0.005508543578503888,-0.3232641573498865,0.10487256447842186,1.0515061414186997,0.00217538617028481,-0.014852466817585468,0.11213869389898075,-0.007765784906612476,-0.34729645899654704,0.396612921977268,3.927355730404258e-06,0.007854711460808517,0,0,0.0,500,6.64056044176894e-08,3.8794740529340193e-07,True,1.3877787807814457e-17,0.009450253357734608,1.4848744556491382e-09,-8.674767699307084e-09,0.024072629474161947,3.1528854647983573e-07,0.025972069986666978,5.297160721362701e-07,1.1795731927769775,1.0375744397525524,1.0777320075656045
2000,17,baseline,2020284076,1.0814537539034574,0.08145375390345744,3.6427226150133936,0.28698746593171687,-0.08663113069192929,-0.005718757177862355,0.016028337075680195,0.3793373538015085,3.8034309466502587,0.006417234825137239,-0.16535043512735784,0.4523379010590748,-0.04857990045446612,-2.1725591951271834,0.395458066981122,0.00010965841368676399,0.21931682737352798,0,0,0.0,0,3.5217521893175184e-07,1.2637071783952873e-07,True,0.0,0.007995961284410451,7.87487729522268e-09,-2.825735154546316e-09,0.03110767817107746,2.1113138712419122e-06,0.03886654684435003,2.214035228779749e-06,1.4653560181097758,1.1794819457093486,1.31839478757045
