n,stage,completed_reps,planned_reps,root_n_bias,mc_se,ci_low,ci_high,root_n_sd,root_n_mae,root_n_rmse,oracle_wald_coverage,coverage_ci_low,coverage_ci_high
500,baseline,50,50,-5.92790792475819,0.16451837019856616,-6.25851996756209,-5.597295881954291,1.1633205519716494,5.92790792475819,6.038736687165435,0.18,0.09770192670234178,0.30796053674300783
500,polished,50,50,-5.688238157829743,0.16447960026436428,-6.018772289533926,-5.35770402612556,1.1630464071378463,5.688238157829743,5.803591710866938,0.24,0.1429739139699173,0.3741268375794292
1000,baseline,50,50,-0.2452399673490276,0.30753233220227255,-0.8632493267593175,0.3727693920612623,2.17458197534341,1.8532266489657092,2.1666502425920133,1.0,0.9286524008666414,1.0
1000,polished,50,50,0.01929564476966471,0.3138797075412867,-0.6114692429426728,0.6500605324820022,2.2194646967929414,1.8656084844341785,2.1972426792257282,1.0,0.9286524008666414,1.0
2000,baseline,50,50,0.8982161954439363,0.36468828745110493,0.16534764371112587,1.6310847471767467,2.578735610759852,2.176597390545732,2.7062283970416736,0.96,0.8653990931249297,0.9889611156723802
2000,polished,50,50,0.8170818491559382,0.3621715063952001,0.08927095831035015,1.5448927400015262,2.560939281245931,2.142620130729556,2.6636186946340397,0.98,0.8950455641036219,0.9964607407283539
4000,baseline,50,50,0.6601921782028061,0.31562206059317144,0.02592590094306446,1.2944584554625478,2.231784993375029,1.7195191169911896,2.305883926758037,0.94,0.8378290831116182,0.979385029651026
4000,polished,50,50,0.6104038003622617,0.31597654643440026,-0.02457484286592626,1.2453824435904497,2.2342915867967044,1.6936326011776952,2.294517490983805,0.94,0.8378290831116182,0.979385029651026
