n,rep,seed,theta_hat,theta_error,Psi_hat,Sn,abs_Sn,G_theta,sqrt_n_G_theta,abs_sqrt_n_G_theta,a_hat,abs_a_hat,sqrt_n_a_hat,abs_sqrt_n_a_hat,final_training_loss
2000,7,2020273986,0.9551484839588734,-0.04485151604112658,-0.00048732705108021034,-0.021793928269797255,0.021793928269797255,0.0019209159175452388,0.0859059714138507,0.0859059714138507,0.0014499764592443972,0.0014499764592443972,0.06484491857289852,0.06484491857289852,0.3926128586821321
2000,8,2020274995,1.1747635001890442,0.17476350018904419,0.0006306406434973529,0.028203106964685837,0.028203106964685837,0.009064898119657057,0.4053945680932641,0.4053945680932641,-0.012831392370790264,0.012831392370790264,-0.5738373117411844,0.5738373117411844,0.3788348360102654
2000,9,2020276004,0.959580944506455,-0.040419055493544964,0.0012205706086064448,0.054585577043646014,0.054585577043646014,0.00017996158757301828,0.008048126863041006,0.008048126863041006,-0.010805175717185683,0.010805175717185683,-0.4832221482491446,0.4832221482491446,0.3838273402434579
2000,10,2020277013,0.9776779323177015,-0.022322067682298496,0.003604201704363099,0.16118480031152982,0.16118480031152982,0.014866472195601872,0.6648488482995267,0.6648488482995267,-0.028264274288480277,0.028264274288480277,-1.2640167728748282,1.2640167728748282,0.39234749451966605
2000,11,2020278022,1.0331345473921516,0.0331345473921516,0.0027159107731836193,0.12145922219325173,0.12145922219325173,0.00205434059497092,0.0918729043858468,0.0918729043858468,-0.02086092132619626,0.02086092132619626,-0.932928763172998,0.932928763172998,0.3973380986150851
2000,12,2020279031,1.0857679047184516,0.08576790471845164,0.0030802083724269444,0.13775110611221275,0.13775110611221275,-0.008404205578410106,-0.37584749940415874,0.37584749940415874,-0.01638219577135281,0.01638219577135281,-0.7326340673090898,0.7326340673090898,0.4226674029945281
2000,13,2020280040,1.0263377856364408,0.026337785636440847,-0.0006285964113449034,-0.02811168612359248,0.02811168612359248,-0.002540974856640009,-0.11363585017129686,0.11363585017129686,0.006310421180035315,0.006310421180035315,0.28221061450426804,0.28221061450426804,0.38830937971169444
2000,14,2020281049,1.0359989386104254,0.03599893861042536,0.0035983447053367363,0.16092286735218786,0.16092286735218786,0.0011001645854229673,0.04920085598887258,0.04920085598887258,-0.01619530800605494,0.01619530800605494,-0.7242761923617085,0.7242761923617085,0.39856788170428326
2000,15,2020282058,0.9889600334442408,-0.011039966555759229,1.995802437615701e-05,0.0008925499840336982,0.0008925499840336982,-0.007836558931915677,-0.350461569628932,0.350461569628932,-0.0015816430714356755,0.0015816430714356755,-0.07073322847743453,0.07073322847743453,0.3921012027710123
2000,16,2020283067,1.0863650120535553,0.08636501205355529,0.0008791750839230241,0.03931790503551929,0.03931790503551929,-0.003857524678235639,-0.17251374810835785,0.17251374810835785,-0.014195813980841016,0.014195813980841016,-0.6348561011420482,0.6348561011420482,0.39588182672824024
