n,rep,n_train,data_seed,fit_seed,data_sha256,seed_and_hash_match,training_xz_sha256,epochs_available,omega_A_11,omega_A_12,omega_A_22,eigenvalue_min,eigenvalue_max,condition_number,omega_moment_11,omega_moment_12,omega_moment_22,se_oracle_A_1,se_oracle_A_moment_1,phi_1_mean,phi_1_min,phi_1_max,v_1_mean,se_oracle_A_2,se_oracle_A_moment_2,phi_2_mean,phi_2_min,phi_2_max,v_2_mean
500,11,400,50760915,51260915,22b6507fa8101718890ddd8e426616d653728ac3a53ec725c87a240c643a2ed5,True,9e5f98417eaee100558fb1e4e83d5c1d37d3c5a1c628708309b9ba614368e1f1,3,0.17348434141412536,0.01517475146150987,0.18491136122108801,0.16298312722696071,0.19541257540825266,1.1989742664351541,0.17305063453496794,0.015139774132583984,0.18665293333265864,0.16389085970684747,0.16408933169902956,0.49493695733338022,0.010302547418194077,0.99994128623134548,6.3042666619743669e-05,0.15874610434016106,0.15799725239492743,0.99393615073177211,0.16649239252736026,1.9786463717131055,0.046945186277438655
500,12,400,50760916,51260916,5306340881a59e856eb800d53125d513bcffc6a7aec479099bc2abc2aeca4289,True,da362aff30709f8826c9172fe5cfe36eb61750a67e60a1f0cb6b04c0dc66f00f,3,0.18648299437301896,0.012586369775029145,0.1968580514901434,0.17805703121712138,0.20528401464604099,1.1529115881737872,0.18616196825314038,0.012482881029314951,0.19640163606231312,0.15784832360149603,0.1579801234824334,0.51545087695913427,0.0027442700669582554,0.98496166319769396,0.012049123040865669,0.15363246539304615,0.15380674430116573,1.0207025067846367,0.097015833523922221,1.8051184638018951,-0.0059774326340888842
500,13,400,50760917,51260917,941a5bcfb949cc48da8c5716148e5b19ba0caf12c56bfabb46528f8e9cd2a639,True,76a2e21bcd5a76150f02945c25883c8a2a909b6a0cb9068991edb6a77f9ccfcc,3,0.18752043658323908,-0.0048941191065987096,0.19694260796396923,0.18543838380809816,0.19902466073911015,1.0732657212169827,0.18707632904803975,-0.0049279463243392246,0.1965361748854868,0.15712203396659066,0.15730936060217426,0.50003073886188787,0.0095227979917563883,0.99286388234016332,0.0049692611381120999,0.15331743781836868,0.15347680009632353,1.0012609802667196,0.1611576229885201,1.8569035048692408,-0.0092694898148416738
500,14,400,50760918,51260918,3836b881414d7651c029c3e6b3f5459e13cd288dbe974a10bab43d45907c03c9,True,a9467212b30932ca3affc784de6e634b87f254852caa1ad9ec0347d7a0da379a,3,0.15160116056340731,-0.0047238978288247462,0.18602367314064064,0.15096465638384138,0.18666017732020657,1.2364495226326755,0.15261882095649767,-0.0049383938465980895,0.18559528299482353,0.17475964039041531,0.17418209404547461,0.49237195866554073,0.003685846703365637,0.99917567369078331,-0.037371958665540751,0.15776414117799528,0.15795162103733731,0.99064120108361076,0.10929964914497783,1.93999913617857,0.0060554964317156013
500,15,400,50760919,51260919,5ad80f8887cde7f3b4198ba08c89f6b396f526062c5e7bc771d266eea837cded,True,f6123551ee1992f1218e119b1e142bd9ceae1e531468eaa92d088b7219f2159a,3,0.17662126900927821,0.0121815409972677,0.19430489513223886,0.1704109194592838,0.20051524468223328,1.1766572548195318,0.17637035470247592,0.011787316127555505,0.19451326917385031,0.16219593884588737,0.16228895020856282,0.48119279660029224,0.0045716331164670516,0.99102031726236761,0.013807203399707852,0.1546392039377171,0.15453509682310351,0.97361830936320415,0.11928740990453379,1.8427048134792383,-0.026346466166111443
500,16,400,50760920,51260920,afdbae6a221ff658959261123855ad2d5d17b1e20aa51367f509c2e1fbb6dfed,True,4d0ed2a25323f5b759b651f9507b2c44d38680d82d94fd0e471c7418cae49483,3,0.19294184377083171,0.016333837840607643,0.19373467110844977,0.17699960993135277,0.20967690494792871,1.184617892826145,0.19307302540837643,0.016677412584389116,0.19349118497563894,0.15540419379585674,0.15537547106395519,0.48226966384454606,0.0022424840499137167,0.99914709422353143,-0.024769663844546059,0.1550858847292845,0.15520748697510686,0.9727238135968852,0.089443125244569571,1.9391830407566171,-0.015519360327033329
500,17,400,50760921,51260921,3267aea22e794544fd05ab6da634d384959c9d2406c4714b1b2a3293a76386e1,True,d8f5af9e794761c6e06664e89a48c51257931260c71f1cda89aee32c77fedb98,3,0.17820192176332139,-0.0028843089369990429,0.20094750289203764,0.17784186939577226,0.20130755525958677,1.1319469140958791,0.17800087325591954,-0.0030884642371146564,0.20062788915946214,0.16114423578328957,0.16123801914630043,0.50936490175897919,0.0012740957236405468,0.99869126091936589,0.015635098241020769,0.15175033550587738,0.15187380319496291,1.0134964519169811,0.071335363580742606,1.9278977383683973,-0.01351869167688125
500,18,400,50760922,51260922,17906c62fe04baf17b6bcbc78e84d451a85b3c9c4e821355f0baea8597613acd,True,629bc345a9f8a235c3801a749aa9f4b1c2564f1eae6dbad125ae900f7959af58,3,0.18242920002637675,0.012305786411045338,0.1865458202935853,0.17201077101065335,0.1969642493093087,1.1450692776506999,0.18199210197253302,0.012288563363761542,0.18608911953949395,0.15960325733939487,0.15979553776611385,0.50185602413011654,0.0097054873834206967,0.99541698632924891,-0.0043560241301165183,0.1578324020445373,0.15802668420322155,1.0032694575352548,0.16242889169861618,1.8805918648758255,-0.0031086647684511748
500,19,400,50760923,51260923,e8a950b6446040c8dea1b96f44b99dd873301bf985d31795cc9c9eaf66118e2b,True,808865b6a80e43e9b947b9f7ae31bb1d18c6070c65662c7eed13b4bb9f67bf24,3,0.18933026848162926,0.025983527859930595,0.19596661435398768,0.16645390016047432,0.21884298267514263,1.3147362871291168,0.18916561437722912,0.02623340927587562,0.19579783000068679,0.15776049397086925,0.15785999801001915,0.52006905139169401,0.0038670250996773025,0.98592469125692628,-0.017569051391694082,0.15506623345643797,0.15516338786345354,1.0268114071279129,0.11144658328138905,1.8104365251151173,-0.017920161343696894
500,20,400,50760924,51260924,7182367abc879414591563ca3db96364533ee54ea069680d7f711658b291f995,True,c7036f464867b6ff074ea38136cc275dd61834bbd01df5f28c24f3de19465236,3,0.17533033293910397,0.0047037996741763535,0.1527495040480987,0.15180884373600148,0.17627099325120119,1.1611378422573317,0.17698990714901763,0.0041404910409845782,0.15251263550323896,0.1625067689169577,0.16172762864267681,0.49669716119866109,0.013233868321337683,0.99758740835253357,0.045802838801338855,0.1741045334651562,0.17422302755114544,0.9984046423105426,0.18474929062510259,1.9078884837535117,-0.012041811128750707
500,21,400,50760925,51260925,462fc8544341c8c7432a8524d2ee65bf981295061e6408d10762101c332f256a,True,2ad142c9f810ca7b8dccdf1cfbfed10cbd88df74d5f76428debfcdbc56b25b47,3,0.18481629510879313,0.0022359732751784499,0.20665153147821028,0.1845896787610454,0.20687814782595801,1.1207460201161374,0.18472921469221093,0.0022771888160339287,0.20614074527412496,0.15822635024420384,0.15826405655850931,0.48436389220145903,0.0017350232938452565,0.99401532827662331,-0.019363892201459055,0.14963377286796387,0.1498194382223354,0.97537780164963495,0.080697971548063935,1.8668596926845489,-0.0024171521694333676
500,22,400,50760926,51260926,8176918d41af8804600515b92822570878217759e727ce5ea2c9fb5abdf937af,True,dcf65d78022439e303738dea3901539407a6f11336e7aa0c91536bde60c43cfe,3,0.18099832929080642,0.015903042489734179,0.1700658945448793,0.15871586106342295,0.19234836277226278,1.2119038480684692,0.18072334342750301,0.016079758834824851,0.16990472046919958,0.16053684187196487,0.16067548641040352,0.52082328637849984,0.0018334222688580857,0.9964043324824936,-0.01332328637849989,0.16561641683867706,0.16571202600700871,1.0295935678847059,0.08250030933016067,1.8917916734098144,-0.016247789409100877
500,23,400,50760927,51260927,2cf45063363dccd0fb1c695968b15ecaef1ecca3b146f179cae3843c728e928a,True,ea6560e4108af0979605b1f9967dd31f24bee17f82dcbc06c3b6555e72a715e0,3,0.17580144465026706,-0.0078882343142579695,0.1714194359724848,0.16542357640572336,0.1817973042170285,1.0989806179207873,0.17537083928395752,-0.0079242839507079593,0.1713404301943891,0.16238956614520325,0.16259084569857396,0.47201700732214136,0.0054754687469257103,0.99546743130959814,0.0029829926778586506,0.1644520571149273,0.16449202751774136,0.96182939839629167,0.12838875385282877,1.8811283037287498,-0.018696064073368962
500,24,400,50760928,51260928,2e8580fc14c1138476915fb926ddaf14dbeb618c13643e8a44c961fac0235416,True,bb80a5d08b1f26c0e214aa644f5069be2ca1275c40d8b799e0f30b26874feba8,3,0.16600476545681797,0.012710738370386256,0.19655754487028421,0.16140828540620628,0.20115402492089593,1.2462434900083601,0.16559357184793824,0.01275689579219475,0.19765684385884938,0.16735477066645926,0.16756416010507602,0.49945404830090695,0.0086989103252700459,0.99746044852934845,-0.0019540483009069876,0.15379900126170579,0.15337230439274649,0.99968885617928693,0.15524675377621389,1.9059675286135473,-0.039883490954791496
500,25,400,50760929,51260929,6cf91711e044c2c07ccafd7ec0df5669c0dec9c8cbe03fff27c962aaf3fa352a,True,dba6e6a8b89ca3fdf459a36ff6752ce27fc08a28bbb554c7711172f94fcb0195,3,0.17460374005588403,0.022520957957687378,0.17079789506051438,0.15009960826833779,0.19530202684806061,1.3011494773451573,0.1742036844450344,0.022340454965679289,0.1707940609813812,0.16417938158564396,0.16434833750883804,0.48353769320933909,0.0025332686181537599,0.98561820856188631,-0.0060376932093390524,0.16599848694607569,0.16598070347022173,0.97101827130385976,0.09393873983758308,1.8087228007199889,0.020570869172645584
500,26,400,50760930,51260930,904a25ae5206bbe2cfa9f97a187f6baec399ea3693f03b44aebe7d2c8aee102e,True,d42a04c60441a9226790f487f1eb40742164c08c1b37cf2420bb42de2d45af55,3,0.16385658933736227,0.012042493230624458,0.1687359247240296,0.15400912466941927,0.1785833893919726,1.1595636932246842,0.16350108648663608,0.011899846091112618,0.16854802983008027,0.16847308716092776,0.16864710268446503,0.52235789525728638,0.0012543269670281197,0.99981800942026011,-0.0073578952572863725,0.16601935091001074,0.16610295771775771,1.029922738347492,0.070892239524301029,1.966864792102768,0.015295258018770514
500,27,400,50760931,51260931,ec58217eb25f39713bd8701e2d78bfff27ba5891786acbb162c027033412f33d,True,00ed6b00804add5e732a79f83cff91d0c8c45056e53bcaa5929bcbd6767cfaed,3,0.16605828538854819,0.0093988473765174423,0.18095421022966682,0.16151414723309779,0.18549834838511722,1.1484959773672661,0.16873108940489825,0.010882136203865441,0.18123707109249787,0.16715891795122656,0.16590729506270147,0.49306932364012873,0.0098115834867611492,0.99502179947511205,-0.055569323640128739,0.16013102360294804,0.16008090114163043,0.99276262506957058,0.16316101267066585,1.8765018295299729,-0.027115427129315906
500,28,400,50760932,51260932,de7fdcfdf069704b3152122a01aaa67dedbf79dbb9f7666ac25db951b65e8973,True,59c16c2fd7b6ce07fcf165329e3f30ee4fc31f61b3b7756fe5b9ddb0e6f32ca8,3,0.16209372293916727,0.022951541937574708,0.18173966875596548,0.14695143850718645,0.19688195318794627,1.339775610147008,0.16270099661286946,0.022783135586267541,0.18129749440659712,0.17047296063218842,0.17012989079828192,0.51068006943674893,0.0048502461201577612,0.99051735624182669,0.031819930563251102,0.16099549962640872,0.16116837563452902,1.0150088665342776,0.12219495109354715,1.8391236285245212,-0.0034892438323375851
500,29,400,50760933,51260933,43705f77be7a02c3393e6fc56cfed88197645c0e397c75d6c6082dfa30fd8ab7,True,31372c0a09130426204d6541c2912e0155e52c6fd7dcb89392595240b3d2038e,3,0.16141697210581288,-0.0055746347679741246,0.195088159031091,0.16051802976861887,0.19598710136828501,1.22096627806106,0.16107071220555708,-0.0056535328142642673,0.19475089059717374,0.16937929199180696,0.16956397693815042,0.51493147768658432,0.0078639748474051922,0.99664204750618579,0.0075685223134156487,0.15407048729709572,0.15420631432000426,1.0193798926987561,0.14892499933133252,1.8947464203775681,-0.012265886175102068
500,30,400,50760934,51260934,44c9abfec9f96543a262d0f297d935b3530190b0cddf05bcf4a0cb8863cfef0b,True,f2aeec00a4a25d09b41788fb7b07e7120afbbaf4a0d3478d334b3726a5a1035f,3,0.18832714170179052,0.022168541066212639,0.19846882398503501,0.17065688254268135,0.21613908314414415,1.2665125480074775,0.18844588540698981,0.022677057218803233,0.19851207907179672,0.15777496947199482,0.15777309970882997,0.48571911123015055,0.0044336829157344045,0.99949054622923583,0.024280888769849466,0.15369099214564433,0.15372086470517568,0.9814941390874995,0.11781009921442602,1.9503903375473317,0.023225570966594368
500,31,400,50760935,51260935,e576407dc5100ad4d4adf96eac11a3176daf14a5d0fcd6166b015e1d3934d25a,True,aa5fa5883d70c1e8cc248cb0df93bd101e7b546bcdbac27f7da9bad07bf0ff08,3,0.19392117174566192,-0.0082975513722322539,0.17262315814577184,0.16977213884944176,0.19677219104199201,1.1590370032181461,0.19348416069575158,-0.0083421166091697391,0.17228084722288262,0.15461619136675198,0.15479310732311963,0.51191316710733037,0.0096241064057456509,0.99477076902530304,-0.0069131671073303855,0.16387701910567598,0.16404229173479501,1.0171935097442437,0.16186426675836085,1.8739997023775321,0.0094470615788838034
500,32,400,50760936,51260936,26d5af03c3208272446f8a3f8d6030d1bcb43652743c69e39787c146c8b41ee3,True,de8007c02fae1be1ac51aa1148a656bd305b40d693bd77e8cfb2e1c8f1692419,3,0.17036184064543991,0.0051330719437273301,0.18726635429946642,0.16892526169419936,0.18870293325070697,1.1170794193725191,0.17107664945506496,0.0066070427747794459,0.18873608504777104,0.16485941909854632,0.16455797001690622,0.50372555091139792,0.00040707388018838928,0.99454468044199495,0.033774449088602075,0.15724253951864334,0.15667035162808771,1.0033069778593064,0.045416475683856698,1.8718043533219004,0.044021547383675717
500,33,400,50760937,51260937,9e305c97f7d1ad27ac43381223169d3c7b33259575025bbd06252e62c0f4e1bc,True,ac94eafe278984386ad1babf7319ea6efd8449cf45e479c8d05c86b77a947be5,3,0.19022310132693435,0.011092587692490821,0.19681350512410972,0.18194661980140198,0.20508998664964209,1.1271986633964481,0.19051077491595581,0.010946299073152374,0.19633988753089546,0.1562081671823338,0.15608366704235802,0.48012664189399146,0.0071866223737492791,0.99992304661633058,-0.027626641893991454,0.15357054226846922,0.15374923469136015,0.97514649094624217,0.14351150797289486,1.9762889162337505,0.0042914064822696081
500,34,400,50760938,51260938,8eee71738af93449f42055f4accee7653607984452d3834195152938d7108495,True,7422194685c37550aef0999572e3fb40686226c1b87348be8d50d2137f1b8d17,3,0.17430241119945813,0.021776057557026572,0.18352082820577445,0.15665310479814615,0.20117013460708644,1.2841758538159986,0.1745055044425875,0.020765716627650307,0.18449232644706115,0.1641390579861948,0.16392456704803324,0.50777546777268456,0.011504282884192037,0.99076405020694003,-0.025275467772684565,0.15996352060026728,0.15942611273121707,1.0093223204662944,0.17428857785973251,1.8408664240286856,0.037819311360747586
500,35,400,50760939,51260939,159d5cf31af0dab002db2eedb3f67eed9e07a9bca0e7e292624dd27cbed3ae83,True,45991f46bd670e4f9dd5f11b598d1271a4e98c06ab9c7d9ae3176d890e02a3e5,3,0.17024513701057242,0.0065548314003621442,0.19575454713897475,0.16865939870778063,0.19734028544176654,1.170052110666411,0.16985723318538962,0.0066229031606206776,0.19545432760566964,0.16495416764926502,0.16514505507811775,0.52385923316322869,0.0083927518464031476,0.9933635996260286,0.0061407668367712788,0.15383130377147775,0.15395186401531166,1.0295636369556451,0.15297016713969044,1.8611029548265874,0.013753793460075327
